epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.0171351432800293, 0, 0], [0.9858538508415222, 0, 0], [1.0461891889572144, 0, 0], [0.9858538508415222, 0, 0]]","[[0.9815155267715454, 0, 0], [0.9728598594665527, 0, 0], [0.958548903465271, 0, 0], [0.9728598594665527, 0, 0]]","[[0.006696902500923646, 0.012545341076314696, 0.015948239170811306], [0.0011714051590278871, 0.0033214491917042885, 0.004170072932434252], [0.015744416019855288, 0.009041101470006887, 0.011069181725200845], [0.0012597680110111042, 0.003625064795793558, 0.0041737653519271466]]","[[0.003202825325235473, 0.026041152423560605, 0.03819587404344685], [0.021159967118306162, 0.05001330548988247, 0.06453181346832941], [0.005067856447599151, 0.025600535380205448, 0.037351700174353256], [0.021055265285060822, 0.04972538424654826, 0.06417760935281033]]"
1,"[[0, 0.6378193497657776, 0.9985286593437195], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.635479748249054, 0.9965701699256897], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.6379093527793884, 0.9925769567489624], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6298686861991882, 0.9781123399734497], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.057978903930459874, 0.013995437407434062, 0.0023097519476498146], [0.01736653011275264, 0.0030917940342307386, 0.002647079161133576], [0.04664438384439646, 0.015814706967035918, 0.009917870533006332], [0.01737932688988211, 0.0030196998733549693, 0.0026447536243579205]]","[[0.030175320435725513, 0.01551642090861376, 0.004794214025333234], [0.03599366428940677, 0.04788714878827646, 0.05368318118620403], [0.033384341629506126, 0.017750573980100135, 0.005602899024094129], [0.03600226107187805, 0.045689069081865576, 0.054661129183435714]]"
2,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637152910232544], [0, 0.6354547142982483, 0.9968056678771973], [0, 0.5552541017532349, 0.8637152910232544]]","[[0, 0.637891411781311, 0.9925638437271118], [0, 0.5684340596199036, 0.8682860732078552], [0, 0.6300573348999023, 0.9783906936645508], [0, 0.5684340596199036, 0.8682860732078552]]","[[0.05877750953620991, 0.01450073075523687, 0.0023307070668606576], [0.017186333202750512, 0.0028955574428588295, 0.002527425451420204], [0.045785371491370054, 0.015908283930199604, 0.011072272716647983], [0.017080894842311064, 0.0030762425142743664, 0.0026875550982049293]]","[[0.02988513785300722, 0.01529863966967705, 0.00461431822139334], [0.03551016905095803, 0.04693405110370875, 0.05455470045188387], [0.0321281014228432, 0.01783206011199312, 0.00556322177580597], [0.0365556814928241, 0.046094153655002953, 0.053689052144562016]]"
3,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637152910232544], [0, 0.6357907056808472, 0.9968917369842529], [0, 0.5552541017532349, 0.8637152910232544]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684358477592468, 0.8682860732078552], [0, 0.6303951144218445, 0.9785003662109375], [0, 0.5684358477592468, 0.8682860732078552]]","[[0.0580866000519774, 0.01464096218898749, 0.0022870700112259308], [0.017296860781682473, 0.003197463078640719, 0.00275000073101766], [0.046977783817527846, 0.016598416128892707, 0.010465493852911466], [0.017279500826283583, 0.003115882843744222, 0.0027463825292235113]]","[[0.030226758044293384, 0.015604277589766744, 0.004525742036095139], [0.03567916729068656, 0.04678813641402007, 0.05283795118262602], [0.031947300460251536, 0.01800770041470422, 0.005816349943631368], [0.03639914146577178, 0.046958598418403684, 0.054486478328950656]]"
4,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637152910232544], [0, 0.6359605193138123, 0.9969161152839661], [0, 0.5552541017532349, 0.8637152910232544]]","[[0, 0.637891411781311, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6304669976234436, 0.9784889221191406], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.05800188875930854, 0.014799315667342695, 0.002269998932964768], [0.017089190759863843, 0.0031250792491245584, 0.002732688118858083], [0.04762269401538666, 0.01694551423104427, 0.011054878133932154], [0.018002526520764034, 0.003098690593044866, 0.002730972884918043]]","[[0.029687965922162628, 0.0150647203497894, 0.004454645221191098], [0.03640238328352488, 0.04755539804440014, 0.05526227096315318], [0.03267269801653548, 0.018445086541389023, 0.005856429632963134], [0.036679184370393185, 0.047260812544954026, 0.054279979184484704]]"
5,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.6360123753547668, 0.9969258308410645], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.637891411781311, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6304490566253662, 0.978477418422699], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.058582244564893735, 0.014129833748562227, 0.0024540024628139805], [0.017447735986837406, 0.003045521129460711, 0.0026028413323782875], [0.04711663450501992, 0.0161202743793325, 0.010164098284191682], [0.017297835019274666, 0.0030087578699032887, 0.0027553677105543505]]","[[0.03029108684756316, 0.015074969475505986, 0.004689280422216909], [0.03608749589909012, 0.046504811857059944, 0.05368178186228048], [0.03203869003454178, 0.01811444545544733, 0.005571064246883674], [0.03574290729522722, 0.047336011637287206, 0.05415435749107952]]"
6,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637152910232544], [0, 0.6360194683074951, 0.996932327747345], [0, 0.5552541017532349, 0.8637152910232544]]","[[0, 0.637891411781311, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6304095387458801, 0.9784692525863647], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.05960554459708434, 0.014229529946805717, 0.0026763885652215905], [0.01788955059037625, 0.0028487072141450843, 0.0026913067831157295], [0.0476014600522499, 0.0160545273180266, 0.010692469792718262], [0.01752205881276207, 0.002909852433353157, 0.0027584319260693427]]","[[0.030336450589927375, 0.014876824960550677, 0.004146986905216769], [0.036527935872392, 0.04597521662172706, 0.054083698680350276], [0.03186023117131551, 0.017535548349392242, 0.005907012241480539], [0.036672243677649645, 0.04634951724583576, 0.05473179895333977]]"
7,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552558898925781, 0.8637152910232544], [0, 0.6360141634941101, 0.9969356060028076], [0, 0.5552558898925781, 0.8637152910232544]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684358477592468, 0.8682876825332642], [0, 0.6303735971450806, 0.9784659743309021], [0, 0.5684358477592468, 0.8682876825332642]]","[[0.058557100454800566, 0.014302872712727132, 0.0023556441644468854], [0.017389348003929155, 0.0029370847901905995, 0.002683367975575815], [0.046188256652717787, 0.016914658440718076, 0.010634211339615385], [0.017509978478559812, 0.0032365203307883335, 0.002916327979521619]]","[[0.0296335362397056, 0.015341020117813558, 0.004644816928098585], [0.03617107733777054, 0.04680540338461178, 0.05452956679158887], [0.032431570555026955, 0.017622065443791742, 0.005710702268364249], [0.03604113860768906, 0.04649151804234493, 0.05380587985546946]]"
8,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.6360016465187073, 0.9969356060028076], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.637891411781311, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6303430199623108, 0.9784643650054932], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.05846078573652421, 0.014513522385091352, 0.002353575127732722], [0.016887951808655537, 0.0032872035090751816, 0.0027608233414843386], [0.047239106112606344, 0.016743640156209844, 0.011013921479461918], [0.01746607310661884, 0.0032572268897516363, 0.0029440146409590007]]","[[0.030400212075152862, 0.016031901755276582, 0.004394319017927542], [0.0358723410188386, 0.0465947796244075, 0.05444051633528357], [0.032723448658133855, 0.01747962473399268, 0.005623805815297129], [0.03673851780200629, 0.04603042211181326, 0.05431408937170326]]"
9,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.635992705821991, 0.9969372153282166], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684358477592468, 0.8682844042778015], [0, 0.6303232908248901, 0.9784643650054932], [0, 0.5684358477592468, 0.8682844042778015]]","[[0.058070187963476926, 0.014798365538471095, 0.0023953800557624414], [0.017255747163357645, 0.0030490497636959527, 0.0027159228131498395], [0.04657924333991122, 0.01624468248057074, 0.01087062149007799], [0.01776482933220954, 0.0030719356973330655, 0.0026419101628156042]]","[[0.030406140345893302, 0.01522916819620246, 0.004407857269493327], [0.03599637525391067, 0.04662989324984858, 0.05445501131486737], [0.032018115006185, 0.01742065876782626, 0.005660311863637937], [0.03653563332247784, 0.04779750970142313, 0.05448734506015323]]"
10,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.6359837651252747, 0.9969372153282166], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.630305290222168, 0.9784626960754395], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.058423239925106486, 0.013560320692633437, 0.002619467372350048], [0.01709789273151695, 0.003159990913344392, 0.0027941571324742345], [0.04712585476639434, 0.016480912805008668, 0.010867181247476572], [0.017683383129347943, 0.0030514333254412396, 0.002777996667397151]]","[[0.030613911175390106, 0.015291848880344813, 0.00430017017227907], [0.0362754601212266, 0.047375768016740955, 0.053547823530281986], [0.03221202765470711, 0.017637737544622233, 0.005784472161102712], [0.035909828392121375, 0.04717996814273967, 0.05540889485547952]]"
11,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637152910232544], [0, 0.6359766125679016, 0.9969388246536255], [0, 0.5552541017532349, 0.8637152910232544]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684340596199036, 0.8682860732078552], [0, 0.6302927136421204, 0.9784643650054932], [0, 0.5684340596199036, 0.8682860732078552]]","[[0.058155788947623764, 0.014260066782452417, 0.002421484648734638], [0.01741587878850931, 0.002884270222632953, 0.0026235721472955796], [0.04745437011221043, 0.016263327194513233, 0.010876731448286752], [0.017840892293500756, 0.0030872948917419728, 0.002697872396976161]]","[[0.03014285750448239, 0.015524933453594928, 0.004218876502695228], [0.03650450237286794, 0.04767453413946503, 0.05567121153425825], [0.0317589008373172, 0.01791293840747169, 0.005731301160402563], [0.03655165082972764, 0.04666365557868591, 0.05398255476859971]]"
12,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.6359694600105286, 0.9969388246536255], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6302801370620728, 0.9784626960754395], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.05832367077822615, 0.014041453903298529, 0.0023605125609073947], [0.01758485222041856, 0.0030706927783801653, 0.0028214555201858285], [0.047180072098023704, 0.016251840256834845, 0.01083555215115718], [0.017354122056242434, 0.003047314287354416, 0.0026339138728606144]]","[[0.030492160694725264, 0.015416029385874016, 0.004214361668411901], [0.03553523441750698, 0.046815180943574404, 0.054366133241150257], [0.03248646980781888, 0.017752772583760155, 0.0059153779168057245], [0.03556249680731, 0.047479212405268416, 0.054901440637029814]]"
13,"[[0, 0.637808620929718, 0.9985319375991821], [0, 0.5552541017532349, 0.8637136220932007], [0, 0.6359640955924988, 0.9969388246536255], [0, 0.5552541017532349, 0.8637136220932007]]","[[0, 0.6378931999206543, 0.9925638437271118], [0, 0.5684340596199036, 0.8682844042778015], [0, 0.6302729249000549, 0.9784610867500305], [0, 0.5684340596199036, 0.8682844042778015]]","[[0.05856722219895149, 0.014144674720436182, 0.002423459407360513], [0.01758489457125187, 0.0030474944571903524, 0.0028171645863382545], [0.046790658050422096, 0.016428755860381082, 0.010760155863839261], [0.017923473955133818, 0.0030722302981772195, 0.0025859994633770033]]","[[0.029644944058945556, 0.015136353317603702, 0.00454429158474832], [0.03685533839163285, 0.04629204245180581, 0.054666973006312077], [0.03256370632532281, 0.01820007096010813, 0.0060248687877639765], [0.036405324168211295, 0.047585683528493, 0.05413016747212783]]"
