epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[1.5482255220413208, 0, 0], [1.4519779682159424, 0, 0], [1.4714370965957642, 0, 0]]","[[0.8101813793182373, 0, 0], [0.8010156750679016, 0, 0], [0.8561268448829651, 0, 0]]","[[0.015850372090397656, 0.030038044379069005, 0.03653480008084799], [0.01153264125213683, 0.0364304942729759, 0.040179533597410486], [0.00504173511415765, 0.007799318810763816, 0.006764094282658798]]","[[0.029648262677243506, 0.06357311591383277, 0.06394725545513645], [0.025787647764817193, 0.05878119123734461, 0.06980025717877712], [0.025775250480619932, 0.06798631612299876, 0.08234553639008872]]"
11,"[[1.5657380819320679, 0, 0], [1.4514421224594116, 0, 0], [1.468666434288025, 0, 0]]","[[0.814814567565918, 0, 0], [0.8043004870414734, 0, 0], [0.8588008284568787, 0, 0]]","[[0.0156539068275171, 0.02888449667275342, 0.03207745593713809], [0.013402849946647526, 0.03406076573448376, 0.03296139012372091], [0.004471152182186992, 0.00723910183686095, 0.008717964811212854]]","[[0.026638451174817095, 0.05714001506551178, 0.06409596101982523], [0.02624878900706584, 0.06937977955737087, 0.0704065045131009], [0.026768208530554876, 0.06578366981988, 0.07901789465752429]]"
12,"[[1.563584566116333, 0, 0], [1.4428045749664307, 0, 0], [1.468910574913025, 0, 0]]","[[0.8153344392776489, 0, 0], [0.8016719818115234, 0, 0], [0.8586318492889404, 0, 0]]","[[0.013281605934296694, 0.029304044526841714, 0.030792683766300726], [0.009310468269575269, 0.04138970415862483, 0.040069086021269976], [0.00399828713946127, 0.00897335089918811, 0.007383953546885301]]","[[0.027879204742482035, 0.05779852985804059, 0.06821358269169589], [0.024650572761826015, 0.06294465737617436, 0.07584334641495989], [0.024939178725549627, 0.06622558268519196, 0.0813291851914751]]"
13,"[[1.5634998083114624, 0, 0], [1.4516083002090454, 0, 0], [1.4689173698425293, 0, 0]]","[[0.8155878782272339, 0, 0], [0.8081604242324829, 0, 0], [0.8586156368255615, 0, 0]]","[[0.01566797647248615, 0.025508001263890783, 0.02897292376679623], [0.005455195659913823, 0.04138945631108634, 0.040888787019956255], [0.0035121014177351465, 0.009235133981184751, 0.0060015372262121666]]","[[0.025453518541364892, 0.05559211052664037, 0.0630426489447929], [0.024132321731479105, 0.0667970751502332, 0.0693778691834507], [0.02680043995855973, 0.06509996230539138, 0.07914367548583504]]"
14,"[[1.5634455680847168, 0, 0], [1.447593092918396, 0, 0], [1.4689173698425293, 0, 0]]","[[0.8157827854156494, 0, 0], [0.8116629719734192, 0, 0], [0.8586156368255615, 0, 0]]","[[0.02055946575301293, 0.032173418931430914, 0.03235892352649886], [0.006680179459602605, 0.038798318792332746, 0.03327235378955363], [0.005382333966664116, 0.0075397979551252116, 0.005553933824107845]]","[[0.024943801881032197, 0.055992401265490696, 0.06570086189371707], [0.02705294634013955, 0.06156620793724348, 0.07311856433819242], [0.024660888338605236, 0.0642816859977135, 0.07663051100545361]]"
15,"[[1.5633912086486816, 0, 0], [1.4461212158203125, 0, 0], [1.4689275026321411, 0, 0]]","[[0.8159192800521851, 0, 0], [0.8121567964553833, 0, 0], [0.8586156368255615, 0, 0]]","[[0.015266853410381706, 0.029745647923337965, 0.02542080412841718], [0.007612967537178476, 0.03767603274331341, 0.03389145984550021], [0.0048742542161378365, 0.009385987000923164, 0.0074165548870196]]","[[0.026056746367792663, 0.05839682318982116, 0.06674254774888645], [0.02593589915841149, 0.06280121351092582, 0.06833263826320249], [0.0285143608263226, 0.0668250997588591, 0.0780150566168599]]"
16,"[[1.5633573532104492, 0, 0], [1.446789264678955, 0, 0], [1.4689275026321411, 0, 0]]","[[0.8160330057144165, 0, 0], [0.8126961588859558, 0, 0], [0.8586188554763794, 0, 0]]","[[0.017384746497071352, 0.02563737637770567, 0.03143668843791274], [0.005262757539007887, 0.03793098359385096, 0.030440116849106816], [0.004260754923465243, 0.006736509107024507, 0.008268428852094232]]","[[0.02617634910553041, 0.06322920877940172, 0.06923947318065153], [0.02633377391777949, 0.0592394355601947, 0.07106060412875548], [0.025285405761048946, 0.06950890833159822, 0.07977841824243749]]"
17,"[[1.563336968421936, 0, 0], [1.4467384815216064, 0, 0], [1.4689275026321411, 0, 0]]","[[0.8161206841468811, 0, 0], [0.8127968907356262, 0, 0], [0.858622133731842, 0, 0]]","[[0.01995625425659261, 0.03466463918356079, 0.027158513302168855], [0.006535151211603592, 0.02959275343988884, 0.03326442369165017], [0.003911350294097171, 0.007307970352609362, 0.0066863795560004055]]","[[0.02737180089444284, 0.060513144819847556, 0.06375919189033562], [0.026001719826177036, 0.06371841657086834, 0.07387026924092993], [0.026285092678113204, 0.06955360490104515, 0.07880818912366958]]"
18,"[[1.5633132457733154, 0, 0], [1.446728229522705, 0, 0], [1.4689241647720337, 0, 0]]","[[0.816185712814331, 0, 0], [0.8128261566162109, 0, 0], [0.8586188554763794, 0, 0]]","[[0.015967479344420346, 0.027949307574582548, 0.03379904614995973], [0.007117363038015029, 0.04102318372492063, 0.02836958351646106], [0.006644971055747753, 0.006564608902089913, 0.008584614444109129]]","[[0.028364926862088413, 0.06297597808789594, 0.07306829710736881], [0.02377444597888607, 0.05996884272190663, 0.07330477665818091], [0.025801347609222234, 0.0665958443102058, 0.08346023870003068]]"
19,"[[1.563309907913208, 0, 0], [1.4467214345932007, 0, 0], [1.4689241647720337, 0, 0]]","[[0.8162311911582947, 0, 0], [0.8128196001052856, 0, 0], [0.8586156368255615, 0, 0]]","[[0.014268398756395378, 0.027083597390518317, 0.03411373822200735], [0.005738204331075842, 0.03616920372748088, 0.03022208174145541], [0.005287531075162731, 0.008143678640042912, 0.006396068444197319]]","[[0.026850863701600565, 0.058738982026348203, 0.06890381402592048], [0.027178752423627762, 0.06386407121530874, 0.07149686915628338], [0.027491509192803017, 0.06744535923692196, 0.07529404368091905]]"
