epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[6.594708442687988, 0, 0], [2.3012285232543945, 0, 0], [12.2044677734375, 0, 0], [2.3012285232543945, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.04750942231951263, 0.11801915824499673, 0.058892760466995334], [0.0001184035871226038, 0.0011907463822441668, 0.0025443578905445987], [0.022874675139912367, 0.012728222452286936, 0.014447732771888802], [3.5647554786026e-07, 0.0010704506494863572, 9.558011326374507e-08]]","[[0.07895046193210255, 0.08759833636771386, 0.09552656773433867], [0.07143169827848271, 0.15023639078004514, 0.2101071485590333], [0.10152724894891635, 0.17098201958148024, 0.17927835244754542], [0.09995328552316993, 0.15584253005983012, 0.15272361747332128]]"
1,"[[0, 1.9914883375167847, 0], [0, 0.08380653709173203, 0], [0, 1.806986689567566, 0.24373356997966766], [0, 0.08380653709173203, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.11985346674919128, 0], [0, 0, 0]]","[[0.010708182602246697, 0.0631174684756497, 0.05216262070374297], [9.104709385289648e-08, 9.061428243994835e-08, 9.062837670449619e-08], [0.011488272969422116, 0.004123640356430213, 0.003953494724303221], [9.087123069634113e-08, 9.062835038592984e-08, 9.058625146243806e-08]]","[[0.08542208253090414, 0.1001585075139807, 0.10746028301283755], [0.07015633074573266, 0.19391491632129998, 0.1639483134872444], [0.06399908450448219, 0.0707008142969856, 0.13016001737415042], [0.07083857462230775, 0.12269235264970432, 0.15740622854964387]]"
2,"[[0, 1.9914848804473877, 0], [0, 0.08380653709173203, 0], [0, 1.831058144569397, 0.2812653183937073], [0, 0.08380653709173203, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.15453161299228668, 0], [0, 0, 0]]","[[0.029770444016444977, 0.019922377397227832, 0.025628042721337927], [9.137409521562471e-08, 9.06281571958543e-08, 9.064775864367356e-08], [0.012375976445219199, 0.0028871163156314783, 0.005279855730787505], [9.079244753438753e-08, 9.06572061870017e-08, 9.057413881668178e-08]]","[[0.08978188634482627, 0.0980256012689624, 0.13960830436313154], [0.0700621155910952, 0.15158627892553975, 0.15559444241471027], [0.07107985280162372, 0.08040961086198146, 0.10615546706032016], [0.10183820066424257, 0.12320899181683177, 0.19183581484672538]]"
3,"[[0, 1.9914848804473877, 0], [0, 0.08380653709173203, 0], [0, 1.831058144569397, 0.2812653183937073], [0, 0.08380653709173203, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.15453161299228668, 0], [0, 0, 0]]","[[0.029871929437160074, 0.04217048753131316, 0.06610709878603734], [9.067050496560866e-08, 9.08200555480993e-08, 9.063695284717655e-08], [0.017838176503888487, 0.0037713182535274287, 0.002759152164094895], [9.072579264412521e-08, 9.06145372311238e-08, 9.070695550348026e-08]]","[[0.09120982442134122, 0.10188614524112743, 0.13331426524975862], [0.09859949331871849, 0.18586234451132522, 0.15460017407411591], [0.06298353055864317, 0.11569250321312745, 0.09942482731866766], [0.11398137920889674, 0.15472575540968597, 0.1479707561436372]]"
4,"[[0, 1.9914848804473877, 0], [0, 0.08380653709173203, 0], [0, 1.831058144569397, 0.2812653183937073], [0, 0.08380653709173203, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.15453161299228668, 0], [0, 0, 0]]","[[0.05705545692746494, 0.017135920235030255, 0.05734174766856181], [9.071759673772236e-08, 9.065878788389454e-08, 9.0689724577598e-08], [0.008494370408864105, 0.0034151912952338484, 0.006017209316603745], [9.085859456624399e-08, 9.074642898178865e-08, 9.062122986133765e-08]]","[[0.08832139826960736, 0.09469526358801374, 0.1609173502843706], [0.10303230813073382, 0.15036914985467564, 0.1933635324999103], [0.06020951935735886, 0.08300021898312877, 0.10288244785292387], [0.11151318615439568, 0.15188122935553425, 0.18451537247979868]]"
