epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[0, 0, 0], [0.4972839057445526, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.05046720195291924, 0.03093665805730282, 0.022268585051549324], [9.083577147208678e-08, 9.06907776790665e-08, 9.078627078887199e-08], [0.03220838497322697, 0.015898831936279348, 0.013543316078961904]]","[[0.0670366211828902, 0.12406790413504609, 0.10297148762243857], [0.06747059759582198, 0.16133917487760874, 0.13782065993192325], [0.19319299455614053, 0.4408474904402809, 0.41054677757760993]]"
11,"[[61.03523635864258, 2.365586519241333, 0.11593657732009888], [43.9935302734375, 0, 0], [50.68038558959961, 1.371036410331726, 0.09376772493124008]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.029434026874695114, 0.06942861749071008, 0.04025653198479729], [9.120327476031416e-08, 9.07828566711983e-08, 9.074674152936417e-08], [0.029682957333641853, 0.022553348937431838, 0.007949232366045084]]","[[0.06177719950648509, 0.0976932136260117, 0.11011693720424243], [0.0544808755775234, 0.10677709239172858, 0.16505322088050278], [0.049613772793320673, 0.06813834765506416, 0.12128091395916248]]"
12,"[[66.33063507080078, 0.521929144859314, 2.1860482692718506], [46.5477180480957, 0, 0], [54.123863220214844, 0.8083624839782715, 1.4070250988006592]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.02954346537653172, 0.028009514152242947, 0.020044095100120677], [9.071327289841015e-08, 9.105593044695762e-08, 9.061114097736873e-08], [0.05243163149410512, 0.02097149026898846, 0.020066147512933043]]","[[0.057569917518574557, 0.20590242813737375, 0.10480229804504113], [0.04448065765171669, 0.09032043576005064, 0.08437081153435078], [0.03711022402528186, 0.06456865987609606, 0.0923952511098546]]"
13,"[[0, 0, 0], [0.4972839057445526, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.02791162522548099, 0.01626600436754281, 0.012181864273352876], [9.104181873785445e-08, 9.07792200135814e-08, 9.0722450820841e-08], [0.030665997986227572, 0.014963110151425105, 0.01115197178238325]]","[[0.07466613813599177, 0.22316471116644152, 0.09991877591805703], [0.19844010426319664, 0.08069149678287622, 0.1506855950123707], [0.18170198331350298, 0.08420688292527387, 0.06497192227598482]]"
14,"[[55.2038688659668, 1.2624098062515259, 0], [43.9935302734375, 0, 0], [50.58509826660156, 1.3206123113632202, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.04793633881365548, 0.036694909338013594, 0.017867448195143385], [9.085695101919063e-08, 9.075306267130076e-08, 9.060239468500828e-08], [0.03167196803725676, 0.02291866680976846, 0.016201131163439866]]","[[0.06621679937107193, 0.055402854225621544, 0.09604369694757779], [0.08543719634390004, 0.10203805720041069, 0.09090948323442596], [0.12294748365719589, 0.12610251912856643, 0.16075495631596293]]"
15,"[[62.29064178466797, 0.4362807869911194, 0.6662577390670776], [46.5477180480957, 0, 0], [53.52605438232422, 0.7100736498832703, 1.060505747795105]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.016947363206486318, 0.02637013268854092, 0.026492852849475782], [9.134697762230809e-08, 9.069537221428469e-08, 9.100384329900254e-08], [0.04500201828848636, 0.024403882324073586, 0.0177075311340902]]","[[0.03854709548342468, 0.08708662022689462, 0.1335199028582526], [0.13213057125552405, 0.1781954580512706, 0.13595451314430002], [0.06698579552308961, 0.04987017622374038, 0.09237208471181989]]"
16,"[[0, 0, 0], [0.4972839057445526, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.015382122352691575, 0.01782549698115107, 0.012278655814634819], [9.12343315260809e-08, 9.065328645307365e-08, 9.076277307112807e-08], [0.02789160462587296, 0.011856923553336486, 0.012887372731174504]]","[[0.36420427582459325, 0.08720994129113814, 0.1445206680729193], [0.04801607902134561, 0.0906562010891785, 0.11735703151681437], [0.04128607468004825, 0.17621010700078601, 0.0822851094335935]]"
17,"[[55.0418701171875, 1.0639424324035645, 0], [43.9935302734375, 0, 0], [51.34892272949219, 1.315047264099121, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.019801249920448447, 0.026797645480474072, 0.043327452557362], [9.113397264636187e-08, 9.078993165192589e-08, 9.113617170160258e-08], [0.06325530117178149, 0.02216986104005502, 0.015155127179020279]]","[[0.12794648082405974, 0.10519504980963537, 0.13549087551388134], [0.028987620215468825, 0.17253067432800592, 0.11547008560137888], [0.07789888558387109, 0.10073126006965741, 0.09682974822145207]]"
18,"[[62.042789459228516, 0, 0.7158150672912598], [46.5477180480957, 0, 0], [55.07345199584961, 0.6712260842323303, 0.7495978474617004]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.009630132991975338, 0.0206823669624518, 0.019534509420321755], [9.118507320272415e-08, 9.083395199932889e-08, 9.062069386711214e-08], [0.041503077480966946, 0.02333026090824884, 0.03137340229983398]]","[[0.039260902963946784, 0.13068037881505049, 0.10068949439754701], [0.04096283040919159, 0.07270030455737533, 0.09090831167296684], [0.05559262269890328, 0.13478596788926359, 0.16455280693173865]]"
19,"[[0.09236903488636017, 0, 0], [0.4972839057445526, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.0030792836544818176, 0.00650914842376195, 0.0037068594708283623], [9.107227115249055e-08, 9.090208134305343e-08, 9.087246409007834e-08], [0.03943797817871733, 0.01845932549062734, 0.011311038626955244]]","[[0.06634595641898287, 0.40708608153165365, 0.11085019390901621], [0.17339065148904367, 0.15351566539709058, 0.22254987287911723], [0.031916419060946444, 0.07005878119077763, 0.27855962113835453]]"
