epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.0, 0, 0], [0, 1.0, 0.5007278323173523], [0, 0.6344354152679443, 1.0]]","[[1.0, 0, 0], [0, 1.0, 0.6938000321388245], [0, 0.5999833345413208, 1.0]]","[[0.005264491512148439, 0.027505278852033428, 0.02053430281680752], [0.0781247858361767, 0.011712231206283936, 0.03295689504501654], [0.09605848246808027, 0.0505552266315331, 0.011405942065765682]]","[[0.007841099108364663, 0.04150021542245013, 0.05483385874026371], [0.04271250652997688, 0.012041211017286033, 0.039110658014082866], [0.04736332091465099, 0.05049577174999058, 0.016676790368794683]]"
1,"[[5.294919967651367, 0, 0], [4.946072101593018, 0, 0], [5.007551193237305, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.07448411600918321, 0.07652010873669955, 0.07671563946687071], [0.044793824300612586, 0.06892414807896448, 0.05179482492548707], [0.04438257554525461, 0.0670838476336963, 0.05970316728492967]]","[[0.05106997427754939, 0.07845167634476445, 0.11928587061122953], [0.055347766250413565, 0.12159110730128081, 0.10713582293190484], [0.0560808697241855, 0.07761160545743667, 0.07402402800374244]]"
2,"[[0, 2.0172781944274902, 0.36305829882621765], [0, 2.0652780532836914, 0.3851560354232788], [0, 1.8142170906066895, 0.547046959400177]]","[[0, 0, 0], [0, 0.43072542548179626, 0.17444750666618347], [0, 0.2780141532421112, 0.07103446871042252]]","[[0.06274675517861465, 0.039306503622329986, 0.06782199598095077], [0.03732884835925692, 0.02255684207168102, 0.024221536478183568], [0.029438099298604622, 0.014515105827271169, 0.03160410935962062]]","[[0.0608215982532476, 0.0740619774384403, 0.08316975826007043], [0.061452311580267954, 0.07509687529904509, 0.07154088820994962], [0.05088616084633287, 0.07073388967777804, 0.08397065933217353]]"
3,"[[0, 0.7445616126060486, 1.5563992261886597], [0, 0.6736916899681091, 1.4470142126083374], [0, 0.6326114535331726, 1.5554733276367188]]","[[0, 0, 0.15558214485645294], [0, 0, 0.42041176557540894], [0, 0, 0.42950981855392456]]","[[0.03585379769600298, 0.021991420852010453, 0.027966984002330633], [0.04196730723080769, 0.01411339653790479, 0.026940329527706065], [0.025765675085140004, 0.009777883921140807, 0.004919064863904421]]","[[0.04851431929468456, 0.10559188162346259, 0.09023516252575634], [0.0621810826288846, 0.08015342813125347, 0.08128705520462062], [0.05788551148107239, 0.08251126302644493, 0.08564742919980953]]"
4,"[[3.4820094108581543, 0, 0], [1.7544010877609253, 0, 0], [1.8150657415390015, 0, 0]]","[[0.10739518702030182, 0, 0], [0.1019345298409462, 0, 0], [0.20260070264339447, 0, 0]]","[[0.012329520615688518, 0.00388422727154927, 0.006288493691810679], [0.01787022557781088, 0.020815602646665543, 0.02035176105310163], [0.01071933203837161, 0.0028565226299523314, 0.0035842827568279036]]","[[0.04053277557290493, 0.06970724038323935, 0.09589484422984823], [0.05058723140234154, 0.08210080951667721, 0.08870963621883643], [0.042717738609472804, 0.07164879767017239, 0.08824943239043445]]"
5,"[[0, 1.1253159046173096, 0.4541028141975403], [0, 1.1343019008636475, 0.43946361541748047], [0, 0.9887140393257141, 0.47391101717948914]]","[[0, 0.6169014573097229, 0.3508831262588501], [0, 0.5569227337837219, 0.30005648732185364], [0, 0.6403946876525879, 0.3906373977661133]]","[[0.01810186861542374, 0.007596338149900994, 0.0033043725224543388], [0.035905890442802145, 0.0025596041219033846, 0.008319375514351213], [0.015300108919277983, 0.0032824457857803424, 0.004401925773399936]]","[[0.05524890022364227, 0.07615062248394598, 0.09935816001115542], [0.05405884564409919, 0.06894825226130447, 0.10263398784284954], [0.05626883176087969, 0.07049949270831178, 0.09188007311514529]]"
6,"[[0, 0.5807502269744873, 0.9497336745262146], [0, 0.5750337839126587, 0.9533649682998657], [0, 0.5851854085922241, 0.8759778141975403]]","[[0, 0.1288081705570221, 0.589292585849762], [0, 0.12686125934123993, 0.5926566123962402], [0, 0.1393347680568695, 0.6005381941795349]]","[[0.019516686276191186, 0.004011779629981929, 0.008778809828943478], [0.012716645740668497, 0.007992768404839208, 0.00795603927360941], [0.021271306246299106, 0.00245188867998264, 0.008619466640943138]]","[[0.05131836907442204, 0.08141428278307955, 0.07697150531148933], [0.061775241797906055, 0.07298185367095673, 0.08953502237668097], [0.06580221018877562, 0.07440731154529313, 0.08738841121188082]]"
7,"[[1.5017353296279907, 0, 0], [1.5015223026275635, 0, 0], [1.5010796785354614, 0, 0]]","[[0.2091279923915863, 0, 0], [0.2084532380104065, 0, 0], [0.20727995038032532, 0, 0]]","[[0.014386414711953675, 0.006364331194566752, 0.0067770884389945895], [0.01997367951084364, 0.003690104248037492, 0.006866492951333496], [0.01605564707566753, 0.0023301590288296817, 0.008844584339759109]]","[[0.04629887193597288, 0.06647757203812123, 0.08811980090794319], [0.048329755942691247, 0.08028995528630552, 0.07662214762068412], [0.044122065826645414, 0.06407067399766053, 0.07611176103213421]]"
8,"[[0, 0.9887140393257141, 0.4739070236682892], [0, 0.9887162446975708, 0.4739070236682892], [0, 0.9887184500694275, 0.4739150106906891]]","[[0, 0.640392541885376, 0.3906334638595581], [0, 0.640392541885376, 0.3906373977661133], [0, 0.6403968334197998, 0.39063936471939087]]","[[0.019344040609072174, 0.0023315448294955066, 0.004649073326828191], [0.01836866605503574, 0.004086088215697619, 0.010026247945574015], [0.02581668531933147, 0.010933961636485849, 0.0051076581485398126]]","[[0.06600214712000263, 0.058338602055358665, 0.08680325044225261], [0.04590952323052956, 0.08275014986467803, 0.08069696185087655], [0.05090276880368735, 0.08202822319506488, 0.08793944464967376]]"
9,"[[0, 0.5851854085922241, 0.8759778141975403], [0, 0.5851854085922241, 0.8759778141975403], [0, 0.5851876139640808, 0.8759778141975403]]","[[0, 0.1393347680568695, 0.6005381941795349], [0, 0.1393347680568695, 0.6005381941795349], [0, 0.13933689892292023, 0.6005381941795349]]","[[0.022462945749573568, 0.002979386169867196, 0.006567445844291766], [0.019263549711242344, 0.0030744697928380585, 0.006956498792413067], [0.026869418974220436, 0.006332978751311882, 0.010922389986947207]]","[[0.05103124409265119, 0.07813014116700287, 0.08487332284078851], [0.05732496553428816, 0.06949382341335877, 0.07712678715029911], [0.059512188181807896, 0.07926689202178598, 0.08732661643369898]]"
