epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[1.0512691736221313, 0, 0], [1.0550321340560913, 0, 0], [1.0491526126861572, 0, 0]]","[[0.8544948697090149, 0, 0], [0.8477972745895386, 0, 0], [0.8573639392852783, 0, 0]]","[[0.028963171642555855, 0.01357095692376199, 0.013131867449494329], [0.029825608773340433, 0.012430718623704786, 0.012879409232163642], [0.02778718399463888, 0.013136735393232325, 0.013990007252038063]]","[[0.024175602573956595, 0.024801547932163368, 0.028905383555762186], [0.02278157574648365, 0.028268744487623898, 0.027210750093046868], [0.021968887053835852, 0.03008092553971115, 0.02848802891313367]]"
11,"[[0, 1.0260952711105347, 0.6481617093086243], [0, 1.0270555019378662, 0.6491589546203613], [0, 1.0192432403564453, 0.65497887134552]]","[[0, 0.943571150302887, 0.5651702880859375], [0, 0.9436038136482239, 0.5658890604972839], [0, 0.9396085143089294, 0.5763106346130371]]","[[0.06936257059928033, 0.016081484729375484, 0.019665471055884322], [0.07061091805605885, 0.01777350281762454, 0.02014501689647928], [0.06733361687280298, 0.017096739060456754, 0.02308887443188807]]","[[0.033497111890808715, 0.018867416548119076, 0.029374499675079595], [0.036859702409372606, 0.01640467390364006, 0.023941707086974025], [0.033889356630122686, 0.020982586194970176, 0.03026638347649683]]"
12,"[[0, 0.6674081087112427, 1.0276204347610474], [0, 0.6664984822273254, 1.0273842811584473], [0, 0.6661675572395325, 1.0259164571762085]]","[[0, 0.5984153151512146, 0.9489136934280396], [0, 0.5991620421409607, 0.9504621028900146], [0, 0.5960224866867065, 0.9477097392082214]]","[[0.0815440047512148, 0.02350665475488779, 0.013286183748938661], [0.08222327142256014, 0.022781369068480207, 0.012585180559631478], [0.08095839639519885, 0.02398475542787925, 0.013268287700240208]]","[[0.035499360780964974, 0.025413346725128093, 0.014802853739248487], [0.03679982971891526, 0.023537119537459794, 0.014784348817644748], [0.03532592027009886, 0.027720625818919174, 0.01596134035363894]]"
13,"[[1.059078335762024, 0, 0], [1.0602113008499146, 0, 0], [1.061801791191101, 0, 0]]","[[0.8446558713912964, 0, 0], [0.8397193551063538, 0, 0], [0.8431021571159363, 0, 0]]","[[0.029628737313914553, 0.013423133591632946, 0.013298791366678126], [0.030510168149099345, 0.013706978916666782, 0.014276691221987721], [0.03044694310973058, 0.013616618728049971, 0.013376339692002035]]","[[0.022775668418879135, 0.029137881749927996, 0.028921072589703993], [0.021939103582876752, 0.02808724096876558, 0.028656361924644498], [0.02335175193505801, 0.028117716637657997, 0.030843307431883172]]"
14,"[[0, 1.0234006643295288, 0.6483218669891357], [0, 1.0247931480407715, 0.6496872901916504], [0, 1.017295479774475, 0.6513977646827698]]","[[0, 0.9405205845832825, 0.564918577671051], [0, 0.9415925145149231, 0.5658062100410461], [0, 0.9351571202278137, 0.571306049823761]]","[[0.06950989224727074, 0.0189039254962024, 0.023286564956074413], [0.07214476448668052, 0.01723741140160131, 0.023266158472093387], [0.06818767633227814, 0.017836593730387373, 0.019454048321467736]]","[[0.03354679820400269, 0.01919864665070208, 0.030527095722693697], [0.03408432289161631, 0.019074079728006937, 0.02846030691991524], [0.0343602889577168, 0.024249959555084428, 0.0323495180240454]]"
15,"[[0, 0.6640499234199524, 1.0271894931793213], [0, 0.6635363101959229, 1.027357816696167], [0, 0.6613969802856445, 1.0242704153060913]]","[[0, 0.5923269391059875, 0.9433890581130981], [0, 0.593669593334198, 0.944084644317627], [0, 0.5873432159423828, 0.9404727220535278]]","[[0.08010728832994568, 0.02717488806053599, 0.014942405533916485], [0.08212493888825084, 0.027089884612014992, 0.014800430734766655], [0.07900380559369456, 0.02502518695241687, 0.016063947569926195]]","[[0.0370578398899163, 0.026721082860602055, 0.01722803163109452], [0.036883824100883304, 0.026715535162953264, 0.018006844949343504], [0.037988141870264835, 0.033907561612901774, 0.017381592063995283]]"
16,"[[1.0637160539627075, 0, 0], [1.065281629562378, 0, 0], [1.072331428527832, 0, 0]]","[[0.8385896682739258, 0, 0], [0.8327865600585938, 0, 0], [0.8291963338851929, 0, 0]]","[[0.03216466274053742, 0.013767565191768425, 0.014502262893064005], [0.03255101617024307, 0.014198477291919151, 0.01324658841665012], [0.031775065309356865, 0.01472251531089285, 0.014087410170588241]]","[[0.023349201022789826, 0.03333074461366288, 0.03115287458808743], [0.024192185780367276, 0.028913654192420254, 0.030872221360972955], [0.021488761253703883, 0.03447756310971078, 0.03231516525064684]]"
17,"[[0, 1.0203644037246704, 0.6474517583847046], [0, 1.0222469568252563, 0.6498045325279236], [0, 1.0164618492126465, 0.6489179134368896]]","[[0, 0.9376153945922852, 0.5634744763374329], [0, 0.9398229122161865, 0.5654568076133728], [0, 0.9312798976898193, 0.567011833190918]]","[[0.0686237743675078, 0.01883144806775526, 0.020876358606085763], [0.07152922893774329, 0.017336045394901255, 0.021797050458267922], [0.06999560015449184, 0.01900538599583222, 0.02101722947290306]]","[[0.03624280330633141, 0.022974827419233124, 0.02621284371981172], [0.03518973628899135, 0.019851208998491257, 0.030822244991625454], [0.032815058902221514, 0.02645009032442555, 0.03292132672988683]]"
18,"[[0, 0.6610624194145203, 1.0262764692306519], [0, 0.661040723323822, 1.0270111560821533], [0, 0.6574167013168335, 1.0233176946640015]]","[[0, 0.5879663825035095, 0.9391064643859863], [0, 0.5897124409675598, 0.9395652413368225], [0, 0.5800120830535889, 0.9347808361053467]]","[[0.08181054701564423, 0.02740646262126057, 0.017301625883126306], [0.08287260377216434, 0.027655420643385734, 0.01760120491815934], [0.08134673851509643, 0.02596426869409482, 0.017663610344916526]]","[[0.038470505010000475, 0.028514935883212276, 0.017360108183731272], [0.03635541763674959, 0.029018681062131926, 0.017653356501781323], [0.034793323810446856, 0.031241909194610566, 0.02069028230842776]]"
19,"[[1.0674479007720947, 0, 0], [1.0692718029022217, 0, 0], [1.0778623819351196, 0, 0]]","[[0.8360022306442261, 0, 0], [0.8284133076667786, 0, 0], [0.8216785788536072, 0, 0]]","[[0.03385591348146447, 0.013807929124833886, 0.013337938304920194], [0.033958037667194484, 0.013710369960193404, 0.013616614884802593], [0.032190608553491595, 0.014284469095322161, 0.015405529440715148]]","[[0.023346485021267512, 0.032414488143442756, 0.03265061851980652], [0.022801320921089382, 0.032750849435173666, 0.03239285926891678], [0.025357306238676235, 0.03702976081018924, 0.03598288145721548]]"
