epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.0, 0, 0], [0, 1.0, 0.623420774936676], [0, 0.6441087126731873, 1.0]]","[[1.0, 0, 0], [0, 1.0, 0.6022645235061646], [0, 0.6416881084442139, 1.0]]","[[0.0018440255897009129, 0.012910097656848894, 0.016077193881695585], [0.05505172508946026, 0.0031093721500361805, 0.01572135242846864], [0.07045135225221279, 0.015907266278193694, 0.0030534920469139993]]","[[0.0018869606913522188, 0.02896450520117201, 0.04663186497856996], [0.028984218039749616, 0.002725337664356773, 0.02035032744017705], [0.034317625440610074, 0.016702837999132622, 0.0032788820244233807]]"
1,"[[1.1068148612976074, 0, 0], [1.0491245985031128, 0, 0], [1.029646635055542, 0, 0]]","[[0.907651424407959, 0, 0], [0.8912665247917175, 0, 0], [0.8937394618988037, 0, 0]]","[[0.014283050454552087, 0.016061138682060595, 0.02094887923850134], [0.01999326401966113, 0.008708464336693502, 0.01345600181693472], [0.02260877720696098, 0.01178349879435131, 0.01115841784348411]]","[[0.007192104911418505, 0.03758552439089462, 0.04836273016168806], [0.01713072881317258, 0.012650702475348956, 0.029772420433725504], [0.017541902788320435, 0.01905422471963366, 0.02023477858323771]]"
2,"[[0, 1.0267354249954224, 0.6194351315498352], [0, 1.0323197841644287, 0.6297459602355957], [0, 1.0298856496810913, 0.6472998857498169]]","[[0, 0.9588929414749146, 0.551908552646637], [0, 0.9621106386184692, 0.5595728158950806], [0, 0.9594416618347168, 0.5746777653694153]]","[[0.06745268420027262, 0.010450595948364162, 0.02125117869271031], [0.06916043784479606, 0.009850323072231692, 0.022813998931516963], [0.05914645325702192, 0.010908818596778214, 0.01780478566540368]]","[[0.03300989114683956, 0.01075101672826515, 0.02982672932741756], [0.03458610526968625, 0.009038609044041617, 0.02447980614628808], [0.03308397011179886, 0.009071772389342337, 0.023247273141296838]]"
3,"[[0, 0.6620570421218872, 1.025376558303833], [0, 0.6640734076499939, 1.0263606309890747], [0, 0.6636611223220825, 1.030663251876831]]","[[0, 0.6084554195404053, 0.9632303714752197], [0, 0.6095055937767029, 0.9653567671775818], [0, 0.6116622090339661, 0.9706628322601318]]","[[0.07798886413259797, 0.019259715778756625, 0.010085421187699587], [0.08308280743418875, 0.020188619900503534, 0.011113682968069059], [0.07363035839975636, 0.01870549987038474, 0.009587037688759455]]","[[0.03760541949138275, 0.022045507095357443, 0.009665469643996574], [0.036241803854995584, 0.022169909431355977, 0.010307758917264685], [0.03386035432242115, 0.021409336874121884, 0.007662305265474543]]"
4,"[[1.037384271621704, 0, 0], [1.0454891920089722, 0, 0], [1.0328400135040283, 0, 0]]","[[0.874596893787384, 0, 0], [0.860684871673584, 0, 0], [0.8725696802139282, 0, 0]]","[[0.02416568153281421, 0.011778447742159921, 0.012450223533088505], [0.02466002240813518, 0.01153394125837541, 0.013801221183363101], [0.0250342998045221, 0.012021742234660928, 0.012059559050940957]]","[[0.0200533372502222, 0.02179012386550331, 0.026728951811667324], [0.02186797610818357, 0.022464419258155826, 0.028850752522431685], [0.020594388345150313, 0.022299798232312134, 0.02650446203361586]]"
5,"[[0, 1.0306668281555176, 0.643068253993988], [0, 1.0311099290847778, 0.6434364318847656], [0, 1.0276974439620972, 0.6551869511604309]]","[[0, 0.9528735876083374, 0.5637063384056091], [0, 0.95003741979599, 0.5628070831298828], [0, 0.949623167514801, 0.577226459980011]]","[[0.06906123175438579, 0.013440685036560452, 0.020215096913673302], [0.06479007180977175, 0.013626531419868457, 0.02363277472154501], [0.06452099985457935, 0.014435750382615287, 0.020066300618747646]]","[[0.03420389102653607, 0.012256691126737983, 0.025465975817420976], [0.03360667181052294, 0.015307752888863853, 0.023458711057250427], [0.033720328100777144, 0.013591397133677048, 0.022132950862533887]]"
6,"[[0, 0.667305052280426, 1.0275790691375732], [0, 0.6662579774856567, 1.0276038646697998], [0, 0.668308675289154, 1.0298641920089722]]","[[0, 0.6080338954925537, 0.959958016872406], [0, 0.6049706339836121, 0.9598221778869629], [0, 0.6076269149780273, 0.9622814655303955]]","[[0.0778225561940189, 0.021681057979066817, 0.011177306573248242], [0.07985952028968679, 0.020285470452135836, 0.012087653481721996], [0.07445314612910044, 0.021817936030168798, 0.010295764672390947]]","[[0.03712199162080842, 0.02044304141527952, 0.011891452906716768], [0.03541688139520037, 0.020721198172897, 0.011026036659181986], [0.03596680542612681, 0.02317067030637945, 0.01131247088425409]]"
7,"[[1.042650580406189, 0, 0], [1.0502513647079468, 0, 0], [1.0407146215438843, 0, 0]]","[[0.8628080487251282, 0, 0], [0.8531856536865234, 0, 0], [0.8660330176353455, 0, 0]]","[[0.026693118425996455, 0.01215273567406548, 0.01264573397050774], [0.027182649617752606, 0.012226955274939017, 0.013417380317083368], [0.02632501108456891, 0.011855959543853534, 0.012665890125802326]]","[[0.021780920282902922, 0.028289925359700933, 0.026050119186193505], [0.022427515112391747, 0.024203433141645043, 0.028440837705306712], [0.020994418269243392, 0.024032964663165207, 0.027240606075763077]]"
8,"[[0, 1.0281875133514404, 0.646517276763916], [0, 1.0289289951324463, 0.6477473378181458], [0, 1.0228310823440552, 0.6580267548561096]]","[[0, 0.9470849633216858, 0.564388632774353], [0, 0.9462600946426392, 0.5655015110969543], [0, 0.9437219500541687, 0.5793379545211792]]","[[0.06441627998882345, 0.014354124406558987, 0.022239676394975337], [0.0666120842370126, 0.01644436277786844, 0.021178223979421276], [0.0650130997512916, 0.015796776508324572, 0.02049147536055518]]","[[0.03521805359743613, 0.014210846219269577, 0.02603445010406841], [0.036755370704591755, 0.015477077151489084, 0.024695528641351248], [0.03713770617024359, 0.018845155489542527, 0.027594088024430256]]"
9,"[[0, 0.6685980558395386, 1.0276963710784912], [0, 0.6673140525817871, 1.0275394916534424], [0, 0.6687626242637634, 1.0281487703323364]]","[[0, 0.6041766405105591, 0.9549335241317749], [0, 0.6027576923370361, 0.9563196301460266], [0, 0.6024215221405029, 0.9550278782844543]]","[[0.0791265641492086, 0.022651125053597992, 0.012952293967332433], [0.07838731234594762, 0.023474963661512447, 0.01179935210770381], [0.07671814908033181, 0.022651158480080317, 0.013864981632292045]]","[[0.03892229847774742, 0.023841650155496354, 0.014110841436262608], [0.036470553973397504, 0.023611200018598216, 0.014058532894263712], [0.0377954121295327, 0.02651145003451941, 0.012941286225214512]]"
