epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[6.594708442687988, 0, 0], [7.4524827003479, 0, 0], [7.330928325653076, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.07787887891473277, 0.07246064947971305, 0.056134954290318], [0.0366475919314778, 0.025550697601421167, 0.03508963881959535], [0.034852583685543954, 0.008511942963662937, 0.054727319525004245]]","[[0.08634724682704961, 0.12509291606018313, 0.09652303361643157], [0.06841747298032111, 0.05805133003060989, 0.09711722270034844], [0.056749143889586844, 0.09427914613872071, 0.09822202153672362]]"
1,"[[0, 1.991486668586731, 0], [0, 1.8342444896697998, 0.45628970861434937], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.3370472192764282, 0], [0, 0.40038082003593445, 0]]","[[0.011845821535518454, 0.07009858321028267, 0.023345010322080077], [0.03965201944396152, 0.0036584125205492077, 0.004554281633078675], [0.015840154455354274, 0.004676783047242971, 0.016599484752730938]]","[[0.08281269253337821, 0.08706228295598263, 0.14991216599231644], [0.06770294961636111, 0.0849313715596787, 0.10348581511417555], [0.06947213034988886, 0.08346941821020924, 0.12009160469351932]]"
2,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.01062168800032735, 0.016405267999066293, 0.022063402968573547], [0.0378400767859318, 0.0065073714871129555, 0.011648111571055296], [0.01450527838665954, 0.006834835358654816, 0.012389884262875694]]","[[0.06884491162378889, 0.09574864044782058, 0.15966711092435645], [0.06994409058093937, 0.07872082714932091, 0.10048184865540875], [0.06259746123688405, 0.08681904262764086, 0.11900942648337369]]"
3,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.03183844034436997, 0.035916676967021444, 0.02520362743201959], [0.04266338123922768, 0.004480450431959225, 0.0062748237016519385], [0.03191758552560705, 0.008119024891073887, 0.013190681111971508]]","[[0.08347653608227695, 0.08912175484587347, 0.1357457220536443], [0.0707772425343874, 0.07062167841228842, 0.10467981571131287], [0.05963301647410206, 0.07002208413454969, 0.12050208674850921]]"
4,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.03112802793085751, 0.06880939224827369, 0.06939955743986437], [0.020172191359220777, 0.005481909969721935, 0.00769453373038065], [0.016270378612742283, 0.005788389869795029, 0.008390892900765019]]","[[0.09431816401241622, 0.09706417644393096, 0.17081926808984368], [0.07432582575826663, 0.08749672200170623, 0.10123804058449345], [0.05781413767052111, 0.08154242542249095, 0.10811331420807796]]"
5,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.010400962236647573, 0.07152415845156891, 0.06686370657503038], [0.019756900250042213, 0.005239069267984715, 0.007709459187647397], [0.030771700114659226, 0.005114355294201076, 0.007829828182301593]]","[[0.09131978022280145, 0.1390330701265982, 0.15950764233421655], [0.06712356621321244, 0.12669159760644175, 0.1178632362581236], [0.07313957677577095, 0.069754106499791, 0.10039224892882032]]"
6,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.009772557431747016, 0.015862479745329058, 0.07472113269811849], [0.037883604104875616, 0.0029500688573666097, 0.004717086070452842], [0.01693205274271737, 0.005767416456094519, 0.011301308805458913]]","[[0.08596619673862055, 0.13342398762512916, 0.10403973454043271], [0.06811832518835297, 0.06785765623389227, 0.114590681895308], [0.06744142303526385, 0.11908210584828806, 0.10357222817954445]]"
7,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321465790271759]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.03025088469231833, 0.04215662075334402, 0.034985959035092135], [0.03928347301155158, 0.0065083088604134896, 0.016450781013985963], [0.018205192506564195, 0.0036665370238059985, 0.0033118958531414356]]","[[0.09182378673420533, 0.10004565624146926, 0.09869863644580815], [0.06380496393874656, 0.0770801423218308, 0.13271605871505], [0.05767759671261918, 0.12661404762210432, 0.12889385261947053]]"
8,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.05507863219638016, 0.07243502261323635, 0.08757483653783361], [0.019697243071180936, 0.005308039614626358, 0.008068595737390617], [0.01747378640886035, 0.004184768248387772, 0.01104758321780513]]","[[0.09066869959022336, 0.09864903737729554, 0.1686830753940048], [0.07195385357465969, 0.07043088359354564, 0.12151953521782485], [0.06195095243706414, 0.12498514565463788, 0.10395968760581832]]"
9,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.05455173642546281, 0.06163278977253751, 0.055042248311853226], [0.03838928140391437, 0.006342500719148328, 0.007377406860781834], [0.019322593765987696, 0.00570800749554957, 0.00369103078870108]]","[[0.09087575500040798, 0.12703962354598713, 0.14474265861199423], [0.06888478768154783, 0.08109619252706636, 0.12485369820529216], [0.06765987126557954, 0.1144139197254079, 0.10216578447192246]]"
