epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.1028867959976196, 0.5574023723602295], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8542869091033936, 0.42374151945114136], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03272367691139667, 0.007438158013957338, 0.010172705459188186], [9.004489475513128e-08, 9.004029552740831e-08, 9.004665009536237e-08], [0.028751007371225545, 0.011008913651462589, 0.011786524136938465], [0.013137557412463937, 0.002099635555297068, 0.004247348374457615]]","[[0.04061541488367864, 0.04869003872594822, 0.06373665890820483], [0.08083949088156746, 0.14849948997325058, 0.15882572492877214], [0.038821265294732794, 0.053247221698482936, 0.0672797806276846], [0.03940594624628219, 0.06827504192349679, 0.0845787967938499]]"
11,"[[0, 1.054250955581665, 0.5804201364517212], [0, 0, 0], [0, 1.10382080078125, 0.5556463599205017], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8519653677940369, 0.42239028215408325], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03682451898031813, 0.009690422451585485, 0.010926275080419191], [9.003687160527688e-08, 9.004856482302415e-08, 9.004025821030085e-08], [0.028069845222059835, 0.010355854705043748, 0.012397384054251472], [0.01541000484666144, 0.0019059025203806113, 0.004206920048831054]]","[[0.03660321263274167, 0.04779083013202033, 0.05740802702534687], [0.07977240588371218, 0.14091148324516803, 0.1505927768942576], [0.03713761044085545, 0.0540327436834796, 0.07161126511491157], [0.0385150065559966, 0.06754742847563397, 0.08654927995848483]]"
12,"[[0, 1.0542527437210083, 0.5804201364517212], [0, 0, 0], [0, 1.105036973953247, 0.553254246711731], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8507869839668274, 0.42269352078437805], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03798225290070801, 0.006848071587692578, 0.009878997663157939], [9.005530302970479e-08, 9.004182853291232e-08, 9.004133332240632e-08], [0.02499415559437929, 0.010333201416126278, 0.012257948941849846], [0.013855570031800669, 0.0015899726314513333, 0.0037077317813473997]]","[[0.03781297126059677, 0.04632252369464289, 0.06030289752985296], [0.08541117306020633, 0.137251438367438, 0.1507793707651362], [0.0396685446104191, 0.05016964283070287, 0.06765682626054455], [0.039357348968709294, 0.07123353111142201, 0.08742703248192064]]"
13,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.1048476696014404, 0.5538598895072937], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8527546525001526, 0.42563092708587646], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03935702888947763, 0.007547662517945257, 0.009736976915174576], [9.005348580699243e-08, 9.003672357193196e-08, 9.004457114472508e-08], [0.027927805651245932, 0.010389539340999504, 0.010756232390347254], [0.011732313382804982, 0.0015281414802480833, 0.003409584345745949]]","[[0.03807954777933792, 0.04528078737648097, 0.05891506493955511], [0.08322690960336786, 0.13494670696353295, 0.15500278472225162], [0.03921084413057317, 0.053253435337133524, 0.06516236927149797], [0.037973343830512575, 0.07585850801446471, 0.07985599760190218]]"
14,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.1043202877044678, 0.5559796094894409], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8547982573509216, 0.4291798174381256], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.035389040609031065, 0.008148610592856582, 0.01020593839694455], [9.006579197448037e-08, 9.003682502887287e-08, 9.004561875337158e-08], [0.02375427678680169, 0.010657904594787831, 0.010987191650380914], [0.011977417354059503, 0.0028378552021741496, 0.0032920547004833575]]","[[0.04034395539251353, 0.050697565198294166, 0.06272234352792931], [0.08331333114336394, 0.14345274426765492, 0.1507715890612739], [0.037208949614070605, 0.05377980261475052, 0.06589455506968304], [0.040850006020240005, 0.07489593441407046, 0.08155556452965199]]"
15,"[[0, 1.0542564392089844, 0.5804218649864197], [0, 0, 0], [0, 1.102968454360962, 0.5540070533752441], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.47177138924598694], [0, 0, 0], [0, 0.855971097946167, 0.43088260293006897], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.033606512528494725, 0.008357634513628589, 0.010030835513715388], [9.005558462143744e-08, 9.003729789720359e-08, 9.003633781935812e-08], [0.022353299409908094, 0.009695277438077536, 0.010193429776619413], [0.014243413019632025, 0.002424988693564137, 0.003122405886502485]]","[[0.03794154085045877, 0.04475982832161444, 0.0646088808790969], [0.08310901238178729, 0.14589200531113933, 0.15500340972568316], [0.038306452532145284, 0.05452492728318553, 0.06442486621702648], [0.04232060268259213, 0.07420108291099073, 0.08398723604573624]]"
16,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.102608323097229, 0.5438684821128845], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.47177138924598694], [0, 0, 0], [0, 0.8586891293525696, 0.4308742880821228], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03455986442974208, 0.006429200057642409, 0.009621478134405038], [9.005618729263133e-08, 9.00389157645721e-08, 9.00400574533677e-08], [0.02259864593392693, 0.010512866813408088, 0.010133504610391525], [0.012414369654628027, 0.0018941292157092931, 0.003880652410117511]]","[[0.038620458963276344, 0.0469469121104736, 0.06238367533794904], [0.07944510037433326, 0.14373838074232106, 0.15075496968780863], [0.03978555537970398, 0.05303061041830493, 0.06088784707127226], [0.039862556913826654, 0.06735655251009016, 0.0839137730824143]]"
17,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.102480173110962, 0.5475598573684692], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8660262227058411, 0.43864014744758606], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.033653275868005296, 0.007682968561373836, 0.010927774016553921], [9.00584989808002e-08, 9.003769734486464e-08, 9.004798171304097e-08], [0.02148026479275362, 0.00965193510853952, 0.008953509133151617], [0.013692123186808973, 0.0019719142335842136, 0.004118441948558724]]","[[0.03722468905158128, 0.04774114641007592, 0.05848232407265491], [0.08030397461548604, 0.13825170205953927, 0.15171318479732776], [0.038453971201131025, 0.05617592065419572, 0.06671545616573424], [0.041125971256446375, 0.06763199079320309, 0.08840228712725731]]"
18,"[[0, 1.0542527437210083, 0.5804201364517212], [0, 0, 0], [0, 1.1021051406860352, 0.54778653383255], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190624952316284, 0.4717697203159332], [0, 0, 0], [0, 0.8651405572891235, 0.43463975191116333], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03483315688921114, 0.007714383621105071, 0.009332743447585024], [9.00585090334791e-08, 9.004453077004729e-08, 9.004321118860118e-08], [0.022370800550003688, 0.007895103240888423, 0.008872634292788333], [0.011235119487389273, 0.002368040666642008, 0.003856134200423416]]","[[0.03974306501757741, 0.0494151099562361, 0.06109184872869123], [0.08003408700363034, 0.14294377958225832, 0.15394044124225628], [0.0372750247778222, 0.05265793410465564, 0.0583776385797731], [0.03861304519670735, 0.0725541742556923, 0.08225066165768949]]"
19,"[[0, 1.0542527437210083, 0.5804218649864197], [0, 0, 0], [0, 1.1022517681121826, 0.5476866960525513], [0, 0.8418038487434387, 0.4262046813964844]]","[[0, 0.9190643429756165, 0.4717697203159332], [0, 0, 0], [0, 0.8648033738136292, 0.4339066445827484], [0, 0.8158562183380127, 0.36230921745300293]]","[[0.03599306994245312, 0.006410943086620077, 0.010796901933126669], [9.002736434320845e-08, 9.004442123885697e-08, 9.004238062380556e-08], [0.022715034382488775, 0.009136199131049362, 0.00906484638086666], [0.013917246528214078, 0.002910266873143845, 0.0034982662649475026]]","[[0.0364296208023746, 0.05225890272196102, 0.06165201817495092], [0.07883968905209837, 0.14100628058272713, 0.15358038168224103], [0.039645929131923684, 0.053768101963998394, 0.060677483391101544], [0.03962395273381456, 0.07270768207125014, 0.0862238596851832]]"
