epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[1.0171324014663696, 0, 0], [1.0189481973648071, 0, 0], [1.0170351266860962, 0, 0]]","[[0.9781880974769592, 0, 0], [0.9784319996833801, 0, 0], [0.9851716160774231, 0, 0]]","[[0.008484696862195976, 0.015861728492499998, 0.01861859462019843], [0.005474877597727256, 0.016027463364812207, 0.01918034018222164], [0.0036547928514896588, 0.012605214133461435, 0.01499506305532629]]","[[0.003853292169929517, 0.026356349133471256, 0.04096408392186304], [0.0029321510351869606, 0.027127235627429948, 0.042724774290900804], [0.0028685489412931197, 0.026801655316843448, 0.04143488746494183]]"
11,"[[1.0169012546539307, 0, 0], [1.0179626941680908, 0, 0], [1.017038106918335, 0, 0]]","[[0.9791883826255798, 0, 0], [0.9793612957000732, 0, 0], [0.9851346015930176, 0, 0]]","[[0.008510703700639614, 0.016624986305367895, 0.01894793394075382], [0.005439910862121411, 0.013993915436507423, 0.01724152375075744], [0.0037815796250690033, 0.012419440459680223, 0.01579542109811583]]","[[0.003618500915587055, 0.025517009570023928, 0.04138379970592939], [0.0030093968489232595, 0.02655696031429237, 0.04085011119106249], [0.002784481784340288, 0.02715932031447492, 0.04209398085768983]]"
12,"[[1.016530156135559, 0, 0], [1.0179171562194824, 0, 0], [1.017038106918335, 0, 0]]","[[0.9788549542427063, 0, 0], [0.983189582824707, 0, 0], [0.9851037263870239, 0, 0]]","[[0.007993506117128278, 0.015395682496084149, 0.018517587532956018], [0.0035867318974862343, 0.011057947328578503, 0.014748249497147141], [0.0036872415770610564, 0.01264801471153541, 0.014886317866535305]]","[[0.0036684732532623046, 0.0260816926975838, 0.040452529180661174], [0.0027009597366442935, 0.027566699493153508, 0.04159675502982752], [0.0028173880904893084, 0.026878343402913365, 0.040674191912725914]]"
13,"[[1.0165971517562866, 0, 0], [1.017980933189392, 0, 0], [1.0170351266860962, 0, 0]]","[[0.9810624122619629, 0, 0], [0.9832698106765747, 0, 0], [0.9850728511810303, 0, 0]]","[[0.007048804439613244, 0.014788253874919867, 0.01648328620863128], [0.003610293227885771, 0.011278562115389808, 0.014537420337021515], [0.0035874530240238276, 0.013481442225992634, 0.016551457894616886]]","[[0.0032241611548605277, 0.02669758416883136, 0.03940546251805105], [0.0026812565178485517, 0.027802368360955874, 0.04202270349216535], [0.0028015536266045734, 0.028390994550757997, 0.04137719674259736]]"
14,"[[1.0166032314300537, 0, 0], [1.0180144309997559, 0, 0], [1.0170351266860962, 0, 0]]","[[0.9810963869094849, 0, 0], [0.9833254218101501, 0, 0], [0.9850543141365051, 0, 0]]","[[0.007232206507221395, 0.015368374883726178, 0.017952631535909782], [0.0038010509013210905, 0.011267194402844034, 0.015250565872602404], [0.0035087789939815426, 0.012720532043592874, 0.015783210134099602]]","[[0.0032405691747946536, 0.026837078979385715, 0.039416080921110284], [0.0027759460148288452, 0.027370588560701216, 0.041427687918584484], [0.002792537886169913, 0.02647789429408545, 0.04192048504664985]]"
15,"[[1.0166122913360596, 0, 0], [1.0180448293685913, 0, 0], [1.0170412063598633, 0, 0]]","[[0.9811303019523621, 0, 0], [0.9833778738975525, 0, 0], [0.9850388765335083, 0, 0]]","[[0.007015244818212496, 0.014882905943363646, 0.016921364615505117], [0.0036251270890578567, 0.011261167179371511, 0.014706627774668664], [0.003838874950008877, 0.0129108726409433, 0.014913778604541976]]","[[0.0033752969027031855, 0.02545175282080639, 0.04060266334868258], [0.0028868752055085114, 0.027543214490302434, 0.0412580267003102], [0.0029891433138284716, 0.0265258669738601, 0.04106156860294159]]"
16,"[[1.0166062116622925, 0, 0], [1.0180600881576538, 0, 0], [1.0170412063598633, 0, 0]]","[[0.981164276599884, 0, 0], [0.9833902716636658, 0, 0], [0.9850265383720398, 0, 0]]","[[0.007350515150319987, 0.015013324449447417, 0.0175114642695115], [0.0038247200062271913, 0.011639069989725422, 0.014744362155318226], [0.0035315349496501548, 0.012331617759521503, 0.015776946300673958]]","[[0.0035133344410159745, 0.025227608515806646, 0.038442901513758246], [0.0028843415687737155, 0.026998582075219837, 0.041768176471525253], [0.0029036639514777637, 0.027353371869058028, 0.04084222574002839]]"
17,"[[1.0166062116622925, 0, 0], [1.018078327178955, 0, 0], [1.0170472860336304, 0, 0]]","[[0.9812074899673462, 0, 0], [0.983399510383606, 0, 0], [0.9850203394889832, 0, 0]]","[[0.006939696289404899, 0.014754942094358018, 0.016668015942266624], [0.003659206912138478, 0.010867033848465973, 0.01437721508178451], [0.0035604003942311248, 0.013110347309096826, 0.015703832694579756]]","[[0.0032691490116285014, 0.02654618487683699, 0.0400387338464666], [0.002827844620586377, 0.027954110376451007, 0.0424049261893813], [0.002873455658906177, 0.027911821319899083, 0.04114621231543299]]"
18,"[[1.0166062116622925, 0, 0], [1.018087387084961, 0, 0], [1.0170472860336304, 0, 0]]","[[0.9812661409378052, 0, 0], [0.9833964109420776, 0, 0], [0.9850142002105713, 0, 0]]","[[0.007486199416756364, 0.014941290806411458, 0.01671796224947114], [0.003797255987744093, 0.01088555521627106, 0.014385380799626578], [0.003610130680626494, 0.012310063914021141, 0.0160658538220228]]","[[0.0032254341742089395, 0.025966575403624233, 0.03855388321405042], [0.002818972699872655, 0.026932784084371383, 0.04111543178087688], [0.0028630641197305235, 0.02683495085597649, 0.04156877481589076]]"
19,"[[1.0166062116622925, 0, 0], [1.0180904865264893, 0, 0], [1.0170412063598633, 0, 0]]","[[0.9813464283943176, 0, 0], [0.9833902716636658, 0, 0], [0.985001802444458, 0, 0]]","[[0.007255001643628838, 0.014576117383825556, 0.016763512013899723], [0.003664387311824808, 0.010869251523701298, 0.014010075898683073], [0.00347484629531338, 0.012583021686126171, 0.015368023765007354]]","[[0.003228338785377734, 0.0262420573762089, 0.04107297055213322], [0.002982462350999644, 0.028095352639159105, 0.041695891757989725], [0.002866196226528698, 0.026935830420531236, 0.04142379352244785]]"
