epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[0.9999707937240601, 0, 0], [0, 0, 0], [0.9999457001686096, 0, 0], [0, 0, 0], [0.9999248385429382, 0, 0], [0, 0, 0]]","[[0.9999721646308899, 0, 0], [0, 0, 0], [0.9999513030052185, 0, 0], [0, 0, 0], [0.9999327659606934, 0, 0], [0, 0, 0]]","[[0.008712672757162872, 0.019918602633322596, 0.02948153532220169], [0.0007639520845267904, 9.038444741900762e-08, 9.0347556653057e-08], [0.006806402530196833, 0.013784191459181144, 0.019659704314335405], [0.09525595549355863, 0.05268176960727311, 0.0805211135332223], [0.005421084339285285, 0.017101210533117677, 0.013725577609324005], [0.05497439816566922, 0.043635879090643544, 0.018492465209457954]]","[[0.007488477588661605, 0.036701219849998364, 0.04988624005464964], [0.08962503579379423, 0.11941618071914653, 0.140874901465013], [0.006484107127788178, 0.040320921209195906, 0.05238476041154934], [0.08113688002856853, 0.10103683368395457, 0.1283601365356699], [0.004581960446910173, 0.06557100091002827, 0.06178387422949271], [0.08607581806305575, 0.12493869398682944, 0.1348256175496376]]"
1,"[[5.305745601654053, 0, 0], [1.0466481447219849, 0, 0], [9.928292274475098, 0, 0], [1.768505334854126, 0, 0], [3.9596333503723145, 0, 0], [1.4840266704559326, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.10161470551835433, 0.06923637346417692, 0.08783575124739745], [9.048229443272012e-08, 9.041323063752172e-08, 9.035064743769977e-08], [0.027970087557483272, 0.010636941681331676, 0.015437029188633813], [0.031929031746442404, 0.007134238549776695, 0.009919678574858443], [0.010206978495680535, 0.006418507743801833, 0.010980310243365722], [0.007705402501021232, 0.008318721527649588, 0.004308107139174533]]","[[0.07737294942038704, 0.09388098635867734, 0.11393520174963859], [0.08287985286546336, 0.12004591172363291, 0.14225067438323488], [0.05691358414024125, 0.07395743665244442, 0.1109851760339513], [0.06170517335555899, 0.0798736364080522, 0.08654822346376181], [0.05775642302243743, 0.0899885210765507, 0.09582828998662181], [0.0768215865772179, 0.13814169806706472, 0.13907627660067112]]"
2,"[[0, 2.023214817047119, 0.38023698329925537], [0, 0, 0], [0, 1.2549201250076294, 0.4476880431175232], [0, 1.1325491666793823, 0.4301634132862091], [0, 1.451143741607666, 0.6721989512443542], [0, 0.12413252890110016, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0.27688485383987427, 0.017276844009757042], [0, 0.6139106154441833, 0.36412471532821655], [0, 0, 0], [0, 0, 0]]","[[0.07008494027786405, 0.06279861812864833, 0.07017947692685862], [9.03929467466763e-08, 9.03487134287013e-08, 9.02961467532798e-08], [0.0406689936952859, 0.018754939293613947, 0.018696268262743114], [0.01990441532207387, 0.008134203372371146, 0.009228390272289966], [0.03315902513271232, 0.021967692162761555, 0.025256968363057568], [9.044256629590048e-08, 0.0005437892195742688, 9.037818616738291e-08]]","[[0.05560719154084431, 0.06715658503860594, 0.0994911013058135], [0.09502055629156206, 0.14019561379053244, 0.14550739975035587], [0.05528897261266093, 0.09065086881476289, 0.08941198928307542], [0.055375430931436764, 0.07304458849970223, 0.0915330100684991], [0.07306616080700754, 0.07832538600286712, 0.07490489750037019], [0.0940303221149691, 0.14336331272822322, 0.14310487325938487]]"
3,"[[0, 0.6981343030929565, 1.5602924823760986], [0, 0, 0], [0, 0.667138934135437, 0.9742429256439209], [0, 0.5851898789405823, 0.8759798407554626], [0, 0.7732926607131958, 1.417301893234253], [0, 0, 0.05021236091852188]]","[[0, 0, 0.13410863280296326], [0, 0, 0], [0, 0, 0.13630539178848267], [0, 0.13933902978897095, 0.6005362272262573], [0, 0, 0], [0, 0, 0]]","[[0.06642443217547246, 0.06604442540262852, 0.04992085286435405], [9.04083111153948e-08, 9.034524036557377e-08, 9.035214101179881e-08], [0.03397508265366863, 0.014675958202827544, 0.01337179897207173], [0.016339161993786825, 0.017133186102297776, 0.0037899273595315463], [0.02592031483559003, 0.015616751902985981, 0.019244116897444256], [9.043056812828284e-08, 9.032231956618481e-08, 9.032531052815167e-08]]","[[0.06738187119079916, 0.07959376536549476, 0.07946847324005636], [0.0865449561756529, 0.14765285493239705, 0.14556799733878825], [0.06329771367345838, 0.08963745581911314, 0.08011235966419464], [0.057668372589780706, 0.06968015308003321, 0.09469051009513824], [0.058362211184957116, 0.09040604641845802, 0.09669312472185974], [0.09623326913307323, 0.13124868614602453, 0.1520705211581248]]"
4,"[[3.364276170730591, 0, 0], [0, 0, 0], [2.1728973388671875, 0, 0], [1.5010713338851929, 0, 0], [3.3483927249908447, 0, 0], [0, 0, 0]]","[[0.03905005380511284, 0, 0], [0, 0, 0], [0, 0, 0], [0.2072845846414566, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.01778870023172303, 0.00852450328398442, 0.00758644197251298], [9.049318908747172e-08, 9.039418231492663e-08, 9.035642814988046e-08], [0.024245384669715264, 0.009524954615896824, 0.00994313629817861], [0.012525411593946595, 0.005303500024014942, 0.00409188804222817], [0.01216533266423553, 0.013725212474088042, 0.009158479841682455], [9.04174204022251e-08, 9.03879439941651e-08, 9.038049383745979e-08]]","[[0.045473848774926086, 0.07186109952280209, 0.07272446779419281], [0.08009063185765508, 0.1405624889748402, 0.14598579127182137], [0.06271195301304926, 0.06472398940144473, 0.08759823443528997], [0.04036398430262835, 0.08906339785239678, 0.1009528922903213], [0.0589042606484644, 0.0712526957915201, 0.09874116924672065], [0.07854183146755342, 0.13009453660009437, 0.14550225822499152]]"
5,"[[0, 1.2232375144958496, 0.4289476275444031], [0, 0, 0], [0, 1.2010014057159424, 0.5674050450325012], [0, 0.9887162446975708, 0.4739150106906891], [0, 1.3558868169784546, 0.5099940896034241], [0, 0, 0]]","[[0, 0.584630012512207, 0.3411729037761688], [0, 0, 0], [0, 0, 0], [0, 0.6403946876525879, 0.3906373977661133], [0, 0.1235523521900177, 0], [0, 0, 0]]","[[0.01779484924257674, 0.004713597213018183, 0.00869179665687967], [9.043977836844942e-08, 9.038658648127635e-08, 9.038217558386208e-08], [0.03766258112858386, 0.016804054665508838, 0.017492511852240423], [0.027709041607909997, 0.002467852631088465, 0.004848504171079752], [0.009340212941362598, 0.009314108835555416, 0.009600490695322747], [9.043372153289639e-08, 9.033410691357056e-08, 9.03657930115259e-08]]","[[0.056769760110815734, 0.07696728012609257, 0.07869276737409098], [0.08682040067577242, 0.11921125201239145, 0.1376522108903446], [0.06474035019055635, 0.07800184281441352, 0.0934914954485297], [0.054099870654210284, 0.07336277472232214, 0.08711465652642228], [0.06087145088770795, 0.07474137892440542, 0.08500216623588895], [0.0862888031654033, 0.1591369345930975, 0.14414068170098887]]"
6,"[[0, 0.5851898789405823, 0.8759798407554626], [0, 0, 0], [0, 0.719500720500946, 1.0582507848739624], [0, 0.5851854085922241, 0.8759778141975403], [0, 0.5209882855415344, 1.0669910907745361], [0, 0, 0]]","[[0, 0.13934116065502167, 0.6005381941795349], [0, 0, 0], [0, 0, 0.05697205290198326], [0, 0.1393347680568695, 0.6005381941795349], [0, 0, 0.30392247438430786], [0, 0, 0]]","[[0.020670775305202463, 0.00798483276725743, 0.008142593373195924], [9.04462496855719e-08, 9.038348299988949e-08, 9.04109815218563e-08], [0.03215309647999972, 0.015228297929519428, 0.017119075417007776], [0.02601293747049627, 0.01079447055896385, 0.005708402532597136], [0.009961856470995574, 0.006650177303715385, 0.0052201615456954065], [9.04387118890248e-08, 9.035602855885168e-08, 9.039926747692987e-08]]","[[0.05701534231728171, 0.06443275521582773, 0.0956714274801925], [0.07024821229293493, 0.1332802723961912, 0.14753737190500435], [0.05819170346225793, 0.06738454116275358, 0.08760491299096357], [0.064492152668533, 0.07890807035443342, 0.08034381791069563], [0.07150328622193541, 0.07553718216121787, 0.10314129348253426], [0.09251764667433643, 0.13366810750955027, 0.1506778647084482]]"
7,"[[1.5010713338851929, 0, 0], [0, 0, 0], [2.3860318660736084, 0, 0], [1.5010796785354614, 0, 0], [1.9407762289047241, 0, 0], [0, 0, 0]]","[[0.2072845846414566, 0, 0], [0, 0, 0], [0, 0, 0], [0.20727995038032532, 0, 0], [0.03714636340737343, 0, 0], [0, 0, 0]]","[[0.01497268722079351, 0.0024106491971101866, 0.005073346599485854], [9.040955316046259e-08, 9.040431803576983e-08, 9.035893803667616e-08], [0.01980733032729781, 0.00801269294057654, 0.008147569280409309], [0.014025798437677001, 0.007726025117073537, 0.004079459148625138], [0.00382537145391994, 0.0025183409718604853, 0.0016802333932232239], [9.048374448048847e-08, 9.037008806372185e-08, 9.035085992703254e-08]]","[[0.04691699563076531, 0.07598370522457219, 0.08301040338260145], [0.08300347974557176, 0.11843931992662095, 0.14160932250022704], [0.05211109865474201, 0.08740933278513986, 0.10481378603462625], [0.042041838503849224, 0.0707407128056589, 0.08947323848184732], [0.046587650936380856, 0.06397250187814657, 0.09172585471199596], [0.08948140510336183, 0.13071281307532426, 0.14002863307399574]]"
8,"[[0, 0.9887184500694275, 0.4739150106906891], [0, 0, 0], [0, 1.344896674156189, 0.457016259431839], [0, 0.9887162446975708, 0.4739150106906891], [0, 1.0037034749984741, 0.4319470524787903], [0, 0, 0]]","[[0, 0.6403989195823669, 0.39063936471939087], [0, 0, 0], [0, 0.4767768383026123, 0.28010258078575134], [0, 0.6403946876525879, 0.3906373977661133], [0, 0.5952014327049255, 0.3499205708503723], [0, 0, 0]]","[[0.02529724894407005, 0.006773201910213031, 0.0038686460627773535], [9.043465783811278e-08, 9.039565188213343e-08, 9.037113857079898e-08], [0.008511983530402185, 0.0040114892982560735, 0.0031846420968000715], [0.021398858497166485, 0.006146123330961906, 0.00619006613413419], [0.006460233701985462, 0.0009024718150235051, 0.0018994749590114984], [9.043060753775754e-08, 9.039138312454933e-08, 9.036206873622892e-08]]","[[0.051900311992026694, 0.07372033702458242, 0.08618278991966297], [0.09434121652848694, 0.14606047491812102, 0.14922254425596165], [0.05204567647359144, 0.07126511237046175, 0.09729008063158141], [0.05475713987511612, 0.07493329121748495, 0.0977303866656122], [0.05087375081269342, 0.05860477084136001, 0.08672285337511888], [0.07178466364495302, 0.12220226795028172, 0.13426884625376495]]"
9,"[[0, 0.5851854085922241, 0.8759778141975403], [0, 0, 0], [0, 0.5085768103599548, 0.9900479316711426], [0, 0.5851854085922241, 0.8759778141975403], [0, 0.5444766879081726, 0.8390429019927979], [0, 0, 0]]","[[0, 0.13933689892292023, 0.6005381941795349], [0, 0, 0], [0, 0.053883906453847885, 0.5489733815193176], [0, 0.13933689892292023, 0.6005381941795349], [0, 0.09873344004154205, 0.563224732875824], [0, 0, 0]]","[[0.01479874022704497, 0.007007587410856262, 0.006476924773469579], [9.048029956967652e-08, 9.037311944147301e-08, 9.034659374325054e-08], [0.009203302025552394, 0.0014808873691018127, 0.003910674091179565], [0.01704817059958916, 0.0036387987337431907, 0.0015921637859345578], [0.008416904534990617, 0.003295490711604329, 0.0014160113529708795], [9.041135677424724e-08, 9.037891474494415e-08, 9.039374198780402e-08]]","[[0.05614796690133013, 0.07974744103294981, 0.08828516052478634], [0.08767762421788014, 0.1447110192225681, 0.14672289678565034], [0.05233696503907373, 0.07382795094768918, 0.0749327484813717], [0.056978933804034286, 0.06948541701715848, 0.09348511082813589], [0.05546112136607364, 0.07280655145892526, 0.0829085251091291], [0.0757622968398508, 0.13105535421677533, 0.15085345771915284]]"
