epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[1.0512691736221313, 0, 0], [0.9790840148925781, 0, 0], [1.2113419771194458, 0, 0], [0.9790840148925781, 0, 0]]","[[0.8544948697090149, 0, 0], [0.9255033731460571, 0, 0], [0.6960000395774841, 0, 0], [0.9255033731460571, 0, 0]]","[[0.02998836259933186, 0.01275921067518003, 0.013250442527600074], [0.004650065945409506, 0.0033899362118219663, 0.0036035068886881728], [0.0272429992630573, 0.016606458657132516, 0.015899762206039718], [0.004329330112118201, 0.003463650608368607, 0.0032537226582268174]]","[[0.022977428446461428, 0.027739347047829228, 0.028659382882298502], [0.026199460605631098, 0.05230534955089429, 0.062074318895918], [0.02938352848920313, 0.0411297101723399, 0.04421269283002695], [0.02667009515275213, 0.05234385398537148, 0.05968023965772023]]"
11,"[[0, 1.0260952711105347, 0.6481617093086243], [0, 0.9231809973716736, 0.5377231240272522], [0, 1.0696450471878052, 0.6238401532173157], [0, 0.9231809973716736, 0.5377231240272522]]","[[0, 0.943571150302887, 0.5651769042015076], [0, 0.8944007158279419, 0.49588218331336975], [0, 0.8490530252456665, 0.45944711565971375], [0, 0.8944007158279419, 0.49588218331336975]]","[[0.06669055353777095, 0.016049933361661817, 0.020826417985484628], [0.018886208989316165, 0.004839268299369265, 0.005808562682893895], [0.05240297695355217, 0.024707792540874674, 0.026203443778734778], [0.018009936775715323, 0.003776034221974628, 0.006102914631812231]]","[[0.03521110646647103, 0.01897984352131791, 0.026849606304104455], [0.03767415151113171, 0.05361955209754683, 0.06570642386898798], [0.0437912997544359, 0.04346665365782373, 0.05134689255531513], [0.03559334922069696, 0.05356920262928507, 0.0627213528429941]]"
12,"[[0, 0.6674063205718994, 1.0276204347610474], [0, 0.5613183379173279, 0.8830645680427551], [0, 0.6439206004142761, 1.046615719795227], [0, 0.5613183379173279, 0.8830645680427551]]","[[0, 0.598408043384552, 0.9489104151725769], [0, 0.5504440665245056, 0.8480510711669922], [0, 0.5065280795097351, 0.835620641708374], [0, 0.5504440665245056, 0.8480510711669922]]","[[0.08253036801896388, 0.02259876535135092, 0.014968601516479921], [0.023696361502105856, 0.005727087946910707, 0.005961986462075896], [0.05448267310647086, 0.026453121403386494, 0.02191270494101522], [0.023832377289863038, 0.00494928666601296, 0.004981714845522931]]","[[0.038602697725966424, 0.024448012194364845, 0.016348586507819826], [0.0388834513321688, 0.05472294239987997, 0.06343080471447309], [0.043415684611479884, 0.04789578176896284, 0.03964808030220981], [0.04078630714613185, 0.05318151124958862, 0.059569915243229306]]"
13,"[[1.0590815544128418, 0, 0], [0.978863000869751, 0, 0], [1.2020200490951538, 0, 0], [0.978863000869751, 0, 0]]","[[0.844662070274353, 0, 0], [0.9254910349845886, 0, 0], [0.7185965776443481, 0, 0], [0.9254910349845886, 0, 0]]","[[0.030994058842087942, 0.013733103380436214, 0.013687001663955643], [0.004003062553405748, 0.003048469870414426, 0.004233939627163542], [0.022312100418748294, 0.01168468218167303, 0.011459721621559522], [0.004380738730830615, 0.0030325678577361385, 0.0039565718621284015]]","[[0.02282511265520734, 0.029187592885094017, 0.03386356478509269], [0.026530993275955785, 0.05356733188001793, 0.06129305122831489], [0.02901867540885224, 0.04299644979607518, 0.048497356242643765], [0.025647486742826103, 0.05259901118083402, 0.05785025996332532]]"
14,"[[0, 1.0234006643295288, 0.6483218669891357], [0, 0.9231719374656677, 0.5377594828605652], [0, 1.0375767946243286, 0.6040738224983215], [0, 0.9231719374656677, 0.5377594828605652]]","[[0, 0.9405151009559631, 0.5649169087409973], [0, 0.894413411617279, 0.4959368407726288], [0, 0.8651124835014343, 0.47157779335975647], [0, 0.894413411617279, 0.4959368407726288]]","[[0.0696059693481929, 0.017581775628934385, 0.02191121265133187], [0.01810662417831607, 0.0045559074436652474, 0.005747280946427191], [0.047485104963482884, 0.019501464675523, 0.020951837190154657], [0.0173279008828334, 0.0038262280801849443, 0.00491679285466295]]","[[0.03349101442777185, 0.020865646564836342, 0.026114610419551126], [0.03762641103287092, 0.05479953430068562, 0.06586887213139599], [0.04360871449297598, 0.04441801292450227, 0.0512264066341632], [0.039273478160973034, 0.051856625667815216, 0.06419087265002305]]"
15,"[[0, 0.6640462875366211, 1.027191162109375], [0, 0.5612749457359314, 0.8830794095993042], [0, 0.6366291642189026, 1.0035216808319092], [0, 0.5612749457359314, 0.8830794095993042]]","[[0, 0.5923160314559937, 0.9433873891830444], [0, 0.5504131317138672, 0.8480643033981323], [0, 0.5187520980834961, 0.8467411398887634], [0, 0.5504131317138672, 0.8480643033981323]]","[[0.08187573174369074, 0.025319688687691293, 0.014051063240299495], [0.025244428247413155, 0.005355427077939607, 0.005579666318104246], [0.0506458755293645, 0.020950412055222647, 0.018018993028119865], [0.023121712795746825, 0.005384660363111431, 0.005023779884654405]]","[[0.03629440371673284, 0.027541759158511613, 0.015180901761020427], [0.038831501057778516, 0.05438013342420525, 0.061376228119284254], [0.04227175437347992, 0.04502979472919463, 0.042844103733821415], [0.03908729277804507, 0.056919079614424745, 0.060888401098987244]]"
16,"[[1.063697338104248, 0, 0], [0.9788505434989929, 0, 0], [1.1086511611938477, 0, 0], [0.9788505434989929, 0, 0]]","[[0.8385865688323975, 0, 0], [0.9255033731460571, 0, 0], [0.7581011652946472, 0, 0], [0.9255033731460571, 0, 0]]","[[0.03197954609260083, 0.013889247786409292, 0.01421429841233516], [0.004059698797884629, 0.003393314876211981, 0.0038075650371698173], [0.01950196796824223, 0.010029488056366056, 0.008674819380073143], [0.0037309552762969907, 0.0036247581210866004, 0.003800593009454343]]","[[0.02332785457687267, 0.029243650037030753, 0.02988267008347508], [0.024699200566359592, 0.053388947146079294, 0.06374876721859828], [0.030791337146406122, 0.045076308047208295, 0.04859781478173548], [0.02498362746603276, 0.050636448548032405, 0.06155967758474421]]"
17,"[[0, 1.0203644037246704, 0.6474517583847046], [0, 0.9231683015823364, 0.5377561450004578], [0, 1.0197585821151733, 0.5997530221939087], [0, 0.9231683015823364, 0.5377561450004578]]","[[0, 0.9376081228256226, 0.5634728074073792], [0, 0.8944079875946045, 0.4959368407726288], [0, 0.8752471208572388, 0.47525259852409363], [0, 0.8944079875946045, 0.4959368407726288]]","[[0.07109118307125996, 0.017537331639767083, 0.02072662443198582], [0.019713991174823947, 0.005200360510392636, 0.004856888845569152], [0.043251356598849336, 0.017573036249844177, 0.018315110591980162], [0.01901959072932333, 0.003929728780563309, 0.005429509229552032]]","[[0.0357744612823865, 0.021450110085411117, 0.02994262201002582], [0.03683879577911866, 0.051943365576131294, 0.06242239342375416], [0.0441652405176961, 0.04612884834351327, 0.05543871695783961], [0.03682694481019792, 0.05268916094695272, 0.062630835047469]]"
18,"[[0, 0.6610588431358337, 1.0262714624404907], [0, 0.5612749457359314, 0.8830794095993042], [0, 0.6295745968818665, 0.9852990508079529], [0, 0.5612749457359314, 0.8830794095993042]]","[[0, 0.5879573225975037, 0.9390965700149536], [0, 0.5504095554351807, 0.848065972328186], [0, 0.5229654312133789, 0.8444093465805054], [0, 0.5504095554351807, 0.848065972328186]]","[[0.08483267147886368, 0.025317262683194855, 0.017195197042212885], [0.02585107470377901, 0.005168868777469963, 0.00409145477168808], [0.04836260239961737, 0.019662535566818202, 0.017548268421604306], [0.024560258137234954, 0.004982440893419739, 0.004718273579263713]]","[[0.035950736013690816, 0.027606343130091342, 0.018160638370863864], [0.039662825358749695, 0.05265931233938039, 0.059628618909739424], [0.043589314839777245, 0.048768598786022965, 0.04634762597889241], [0.041074704158984204, 0.05045223654050556, 0.06310742727238605]]"
19,"[[1.0674448013305664, 0, 0], [0.9788505434989929, 0, 0], [1.0972874164581299, 0, 0], [0.9788505434989929, 0, 0]]","[[0.836011528968811, 0, 0], [0.9255033731460571, 0, 0], [0.7679215669631958, 0, 0], [0.9255033731460571, 0, 0]]","[[0.03252073886522171, 0.013719791857296267, 0.014780335251834656], [0.004337157197299191, 0.003543787322611123, 0.0035534764744804465], [0.017694612548249524, 0.009124010857316638, 0.007749195429509599], [0.004158391895609868, 0.003249022085647151, 0.004490711197517066]]","[[0.022133436850505003, 0.030852353286809166, 0.02945254995291597], [0.02665246649774188, 0.04983877508144586, 0.0621601461478075], [0.029159381483879247, 0.04142134470352339, 0.04581182907773273], [0.025539794120072384, 0.04982559077104255, 0.06404910554473134]]"
