epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.0, 0, 0], [40.85588073730469, 1.0, 0.5572073459625244], [43.57594299316406, 0.42621830105781555, 1.0]]","[[1.0, 0, 0], [0, 1.0, 0.6251130700111389], [0, 0.43010103702545166, 1.0]]","[[0.0233951964542574, 0.02858452672976163, 0.3330579712271168], [0.08231612000887849, 0.02793019835405443, 0.3776484588918223], [0.05055813402210361, 0.07916422952044752, 0.25396582438946586]]","[[0.039493583680688504, 0.036424805828075085, 0.07605891103270764], [0.0767965385190452, 0.025186779653827582, 0.08127964440833778], [0.08446161619932631, 0.06256947600538713, 0.029961329822181058]]"
1,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.0026106352477255662, 0.021525349729607658, 0.007072080774894193], [0.11243659412691002, 0.07322517370027985, 0.04580907209798453], [0.08538883994671481, 0.0542621238545311, 0.11174528676413464]]","[[0.13468734699744242, 0.08201000658718381, 0.18403781724524174], [0.06739948052177998, 0.12447716827672617, 0.10084474516110334], [0.22620816018257248, 0.14981084557141944, 0.11406213573118898]]"
2,"[[49.454017639160156, 2.0993266105651855, 0], [75.75672149658203, 4.049806594848633, 0], [69.30039978027344, 3.0550739765167236, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.00012650062311744033, 6.896603735645045e-06, 0.005803959646939771], [0.06068744432017683, 0.03995493004680006, 0.06402788384999546], [0.04664809038601994, 0.04508667763220665, 0.19319237724325988]]","[[0.0389430486561363, 0.09980680647202965, 0.21922701472972467], [0.05185715569336069, 0.3336259773948877, 0.09853499651846293], [0.12602385975940542, 0.09177096285382817, 0.10621783571829226]]"
3,"[[47.01811218261719, 0, 2.157473564147949], [67.92695617675781, 0, 3.1071696281433105], [59.02108383178711, 0, 2.9044904708862305]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.088242697543077e-08, 9.073560610303387e-08, 1.0331786488698632e-05], [0.04167555749470243, 0.030935015455026922, 0.01693954911990589], [9.143618076845004e-08, 1.0831037699083209e-07, 9.086276242832362e-08]]","[[0.044824933150270446, 0.33499224534288735, 0.16220767053924992], [0.03601587417392544, 0.10101776682928239, 0.11237007025282991], [0.11359051771842421, 0.07746704421474711, 0.1217025060201064]]"
4,"[[0.4972839057445526, 0, 0], [0, 0, 0], [0.4972839057445526, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.143176801090502e-08, 9.116952070568716e-08, 9.069182863379798e-08], [0.05533364138298499, 0.00786325286805452, 0.004463808098352301], [9.10626466649966e-08, 9.071859314208214e-08, 9.088538070958155e-08]]","[[0.06975069653307273, 0.08783457722839953, 0.1496648271919931], [0.061877664803368135, 0.06332098754509793, 0.10286550187082476], [0.044934392430507, 0.3506813900945418, 0.1206145519875345]]"
5,"[[43.993526458740234, 0, 0], [55.645652770996094, 1.6443679332733154, 0.15860772132873535], [43.9935302734375, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.111827938129916e-08, 9.084012423540926e-08, 9.082070923080077e-08], [0.03113152707409795, 0.019441750251977506, 0.003270210087305249], [9.090939449126858e-08, 9.101260721620501e-08, 9.072060473145102e-08]]","[[0.03906980582046772, 0.12088460941971235, 0.18830274094569088], [0.2073341151367846, 0.06989776377092066, 0.09344157674682803], [0.03477259902796754, 0.10679345731449913, 0.10715908761237918]]"
6,"[[46.5477180480957, 0, 0], [55.286346435546875, 1.02687668800354, 1.7566401958465576], [46.5477180480957, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.110194194599246e-08, 9.061420026999252e-08, 9.065288622583945e-08], [0.04004789713089732, 0.015536088776596185, 0.003816975063568459], [9.096996793377273e-08, 9.090996052902169e-08, 9.095187158215313e-08]]","[[0.21110660298960113, 0.1514665444195343, 0.1358215048525959], [0.026965563249694877, 0.10166867670342766, 0.16371945355789716], [0.1806456171311352, 0.10162480557811648, 0.3248797718554092]]"
7,"[[0.4972839057445526, 0, 0], [0, 0, 0], [0.4972839057445526, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.087907429241729e-08, 9.143759130584646e-08, 9.102048026420387e-08], [0.03347051476529211, 0.010144224017264732, 0.009852457951587198], [9.137161538037862e-08, 9.098460628468874e-08, 9.092924432560895e-08]]","[[0.0587181838736984, 0.11940649180526199, 0.1563440110313573], [0.038542172022860775, 0.12226734063262469, 0.0712971132628046], [0.04410899097091185, 0.1425774460024873, 0.20230184864000628]]"
8,"[[43.993526458740234, 0, 0], [55.645652770996094, 1.6443679332733154, 0.15860772132873535], [43.9935302734375, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.121381781884314e-08, 9.070584704000926e-08, 9.063837779412645e-08], [0.022717884021636468, 0.008584856256047886, 0.017047748174500197], [9.099895367250082e-08, 9.102671259445983e-08, 9.075998050351881e-08]]","[[0.06692732309861185, 0.11446495154772843, 0.1099696185971622], [0.17669832336352723, 0.05729236210445913, 0.056927339362975025], [0.1967845201997134, 0.26461937661362606, 0.12732313306262086]]"
9,"[[46.5477180480957, 0, 0], [55.286346435546875, 1.02687668800354, 1.7566401958465576], [46.5477180480957, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.099830863454781e-08, 9.068108053755343e-08, 9.061296377278485e-08], [0.04235681614038266, 0.013429012716993215, 0.0044663053524348125], [9.122345224102155e-08, 9.070108176489329e-08, 9.079572616988312e-08]]","[[0.04207707841889494, 0.42289327687959655, 0.13765044257020592], [0.048066816806105396, 0.07688782295631957, 0.34509092690199844], [0.10466723253710483, 0.07886848238871783, 0.187475516500914]]"
10,"[[0.4972839057445526, 0, 0], [0, 0, 0], [0.4972839057445526, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.097105325476276e-08, 9.092211112651135e-08, 9.082585365994462e-08], [0.01925095058690115, 0.00985018377692018, 0.005627704682205957], [9.101666261812079e-08, 9.068687672115199e-08, 9.081861964997124e-08]]","[[0.05938899171203603, 0.09324623027457737, 0.13454861930388257], [0.03785583177965686, 0.06523514880146003, 0.5687275559688197], [0.05165854347607058, 0.12472805517189683, 0.12368254562202478]]"
11,"[[43.993526458740234, 0, 0], [55.645652770996094, 1.6443679332733154, 0.15860772132873535], [43.9935302734375, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.088088348917976e-08, 9.074469483101959e-08, 9.084556332289292e-08], [0.017866388063653864, 0.007671109768305692, 0.008528138609994755], [9.145191372852756e-08, 9.095459855921641e-08, 9.093150377617931e-08]]","[[0.1319637335484412, 0.10725031429137877, 0.12569072100681805], [0.15728599908387128, 0.08517409198022191, 0.3098462187768805], [0.045824915673573705, 0.07373832959597301, 0.12596399805126215]]"
12,"[[46.5477180480957, 0, 0], [55.286346435546875, 1.02687668800354, 1.7566401958465576], [46.5477180480957, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[9.125569371613458e-08, 9.075507306794192e-08, 9.062681131475458e-08], [0.0408267738675295, 0.008232801223553132, 0.011151783678864954], [9.150553984112523e-08, 9.073192910350775e-08, 9.070877293662786e-08]]","[[0.05534746728344304, 0.0897359207098494, 0.13635728088113935], [0.04757357211371266, 0.25066229371536375, 0.08643735341854313], [0.04606756035240289, 0.11410306110209054, 0.3903723345696137]]"
