epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.5632895231246948, 0, 0], [1.4467214345932007, 0, 0], [1.4689173698425293, 0, 0]]","[[0.8162539005279541, 0, 0], [0.8128228783607483, 0, 0], [0.8586156368255615, 0, 0]]","[[0.017202083424834053, 0.028084204689154072, 0.03056445359196125], [0.007796429510802243, 0.050803733563781546, 0.033162583261860085], [0.004998402156209732, 0.00540097945674607, 0.007278412457091355]]","[[0.024021542257816098, 0.05463370124528743, 0.07154665814217576], [0.02477464136035856, 0.06081745959726512, 0.06970605649250954], [0.028220538605943205, 0.06119599654153262, 0.07624090952785072]]"
1,"[[0, 1.0259677171707153, 0.5641642212867737], [0, 1.0271375179290771, 0.5780314207077026], [0, 0.8960584998130798, 0.42137306928634644]]","[[0, 0.8891268968582153, 0.4491085410118103], [0, 0.9103747010231018, 0.47246116399765015], [0, 0.8114539980888367, 0.35656601190567017]]","[[0.033773618771217435, 0.010443131930027116, 0.01617406314367103], [0.0365409531152817, 0.007419798358935303, 0.012337270665417887], [0.011019658946911832, 0.0024467973045315195, 0.003322039193343422]]","[[0.03842539807553173, 0.042798475551287435, 0.06413884253102793], [0.03857730662151798, 0.04655388625916507, 0.06318836554913461], [0.04266836604400356, 0.07061190353369445, 0.08667977092138295]]"
2,"[[0, 1.0347133874893188, 0.5741353631019592], [0, 1.0426921844482422, 0.587476372718811], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9056149125099182, 0.4590287506580353], [0, 0.9258288741111755, 0.4852221608161926], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03347234225961485, 0.007939254527891237, 0.014052222987779382], [0.03592355494348584, 0.005936477526866117, 0.009419386605088193], [0.013705458652219981, 0.0029981948331051613, 0.002895462624679643]]","[[0.03678159291050295, 0.04403391636317595, 0.0621817161885903], [0.04037035903541041, 0.04470199581204736, 0.05841456098238642], [0.04058230278275773, 0.07384960232193072, 0.08100696377591841]]"
3,"[[0, 1.0414592027664185, 0.5823013782501221], [0, 1.0454626083374023, 0.5875762104988098], [0, 0.8960548043251038, 0.4213714003562927]]","[[0, 0.9149900674819946, 0.4696270823478699], [0, 0.924765408039093, 0.48317113518714905], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.035321892027377, 0.009104823216169114, 0.013414972557039077], [0.03428025932154297, 0.006578779672002263, 0.010271662556779025], [0.01223315271616629, 0.0015499012806028968, 0.0023654033316880116]]","[[0.03888569890296829, 0.04770662572918756, 0.06672573895194703], [0.03777264479382351, 0.04963147597632383, 0.061338671614121605], [0.03748716788714033, 0.06596773222093032, 0.08670515353052549]]"
4,"[[0, 1.0483369827270508, 0.5805183053016663], [0, 1.0455832481384277, 0.5870517492294312], [0, 0.8960603475570679, 0.4213714003562927]]","[[0, 0.9204354286193848, 0.4756518304347992], [0, 0.9241020679473877, 0.4821164608001709], [0, 0.8114595413208008, 0.3565676808357239]]","[[0.036407702542403206, 0.006790681529702999, 0.012666169243753142], [0.03433155957845489, 0.007643927608094183, 0.009642334134155689], [0.011290597265076103, 0.002196195980040089, 0.0035992721099284983]]","[[0.0373952748906336, 0.0463129427593935, 0.05846367582802291], [0.03739482170751001, 0.04829430137707234, 0.06250927834066915], [0.03834509737894697, 0.07294299159835292, 0.0885644434687667]]"
5,"[[0, 1.0500433444976807, 0.5802527070045471], [0, 1.0456074476242065, 0.5869096517562866], [0, 0.8960584998130798, 0.4213697016239166]]","[[0, 0.9200092554092407, 0.4753219485282898], [0, 0.923926055431366, 0.4817865788936615], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03702617171397218, 0.006636585640518319, 0.010522523001132223], [0.034390738501302344, 0.007006021172048952, 0.01128756681089141], [0.014862127209717742, 0.0017709891345398256, 0.002956272110740555]]","[[0.03893302342075458, 0.043585159477136176, 0.0569877127205929], [0.039070001111248434, 0.04642689295410446, 0.06381051673707896], [0.03953274424094574, 0.07312759459508465, 0.08307955660178959]]"
6,"[[0, 1.0500303506851196, 0.5802273154258728], [0, 1.0456185340881348, 0.586862325668335], [0, 0.8960548043251038, 0.4213714003562927]]","[[0, 0.9199925661087036, 0.47535693645477295], [0, 0.9238705039024353, 0.4816732704639435], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.03854003760737472, 0.006594031332319508, 0.01078071484405798], [0.034813765274632, 0.007736901719704952, 0.01242619637107534], [0.013939310447132739, 0.0016407192185833922, 0.0032264701712657494]]","[[0.038045157049942165, 0.049899328182769424, 0.056243905574583766], [0.04171869313213495, 0.043304308735192046, 0.063925977843475], [0.039866481934516376, 0.07301808741570531, 0.08439667856209035]]"
7,"[[0, 1.0500322580337524, 0.5802374482154846], [0, 1.0456204414367676, 0.5868487358093262], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200000166893005, 0.47538524866104126], [0, 0.9238482713699341, 0.4816332757472992], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03246850124301114, 0.007743201526800119, 0.010543430525709848], [0.03376018237957369, 0.00645310880927977, 0.010810844172175987], [0.010840287471884353, 0.0026581594045757854, 0.0031719059517197213]]","[[0.03805054065180297, 0.045183719578866646, 0.06276425811925729], [0.03845857466048219, 0.0400752581226299, 0.05773087735053887], [0.04045456266104752, 0.07046665468940905, 0.08066904908561166]]"
8,"[[0, 1.0500303506851196, 0.580244243144989], [0, 1.0456241369247437, 0.5868420004844666], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200018644332886, 0.47539857029914856], [0, 0.9238408207893372, 0.4816182851791382], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.035392131851188634, 0.006281971710291803, 0.00910512584489191], [0.03695290349634174, 0.007722436795534257, 0.01139623090610689], [0.013095416377960186, 0.0037160461608410425, 0.0037063958737936953]]","[[0.03903917187428755, 0.047274397603306186, 0.05896641901283603], [0.03845449987371765, 0.04481801560870825, 0.06320987030053674], [0.039381738380736914, 0.07144697610031528, 0.08060997446681345]]"
9,"[[0, 1.0500303506851196, 0.580244243144989], [0, 1.0456204414367676, 0.5868403315544128], [0, 0.8960548043251038, 0.4213714003562927]]","[[0, 0.9200055599212646, 0.4754035770893097], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.03631113649830287, 0.006997505495384337, 0.010842884362380055], [0.034571076500466306, 0.006787095116970446, 0.010604798045048285], [0.011113510684986254, 0.004647790235409729, 0.0023890464202554014]]","[[0.04018048258451267, 0.046884999627657846, 0.06360171103264427], [0.0358220816690597, 0.04662130770463982, 0.06530135695492315], [0.04186541027412267, 0.06890850345336746, 0.08825466553180798]]"
