epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[0, 1.0500266551971436, 0.580244243144989], [0, 1.0456204414367676, 0.5868352055549622], [0, 0.8960603475570679, 0.4213714003562927]]","[[0, 0.9200037121772766, 0.4754035770893097], [0, 0.9238371253013611, 0.4816083014011383], [0, 0.8114576935768127, 0.3565676808357239]]","[[0.03374887679631996, 0.007634148030594693, 0.010205267114648815], [0.03241758623909073, 0.007785555246169863, 0.01038699535913365], [0.012950984223166923, 0.0022506689691526595, 0.00297895417951427]]","[[0.03768349147651531, 0.04961577602022545, 0.057756457995402855], [0.03659112706233916, 0.04521963356705201, 0.06207208358806688], [0.04178552453251088, 0.06731381275974924, 0.08411120850044615]]"
11,"[[0, 1.0500303506851196, 0.5802459120750427], [0, 1.0456241369247437, 0.5868352055549622], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754035770893097], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.03867523399643262, 0.006604606258285162, 0.009858822955313993], [0.035060645511082254, 0.006117710545355532, 0.00963418211586042], [0.012517830921893468, 0.0020447516603936326, 0.003847956872475165]]","[[0.038345113529756246, 0.04557365248511548, 0.06355292708013219], [0.039576350260136096, 0.04582572883496152, 0.061726055090311455], [0.03756816089115145, 0.07753610890690459, 0.08787277167401046]]"
12,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456241369247437, 0.5868352055549622], [0, 0.8960584998130798, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754035770893097], [0, 0.9238371253013611, 0.4816083014011383], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.036447178430336305, 0.007307616144952559, 0.009737425373608003], [0.03453455661743603, 0.007667644966298936, 0.010600269113448847], [0.013213097838913218, 0.0019363217412737739, 0.002816052839156195]]","[[0.0379260506532815, 0.047491467631072426, 0.05893028632953543], [0.03709824517739223, 0.048914800218438186, 0.06254293692160492], [0.03959890774795777, 0.06684405446949426, 0.08585608400659683]]"
13,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456241369247437, 0.5868369340896606], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754052460193634], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.03136722728256388, 0.0066607721535598095, 0.010616294690075875], [0.03780269423371086, 0.006806461582238945, 0.012465074965719107], [0.01303644215082044, 0.0016898175986470101, 0.0035218076012956067]]","[[0.040763753483886916, 0.04872517334983699, 0.059022416328282125], [0.03914497334339148, 0.04862712726150712, 0.058988703430515925], [0.039032701391393046, 0.06961906335920635, 0.08464463797585171]]"
14,"[[0, 1.0500303506851196, 0.580244243144989], [0, 1.0456241369247437, 0.5868352055549622], [0, 0.8960603475570679, 0.4213714003562927]]","[[0, 0.9200037121772766, 0.4754035770893097], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.03139009745890965, 0.006183578570934822, 0.009656555268083917], [0.03809138316630371, 0.006450438590150651, 0.009854005709261317], [0.014524864491161114, 0.0030390458700926683, 0.003184003910651892]]","[[0.03659276932236517, 0.04531893077761557, 0.06185576885660617], [0.038628524482817894, 0.04963345700768045, 0.058099034518836426], [0.039130486839852735, 0.07202540153530648, 0.08615709925110372]]"
15,"[[0, 1.0500303506851196, 0.580244243144989], [0, 1.0456241369247437, 0.5868369340896606], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200037121772766, 0.4754035770893097], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03418498467401571, 0.005548689060964441, 0.010988897847672695], [0.03693627601290173, 0.0062091854867864366, 0.011587170667312447], [0.011922945835082242, 0.0048461567420391, 0.0026899139136281006]]","[[0.036486555904010676, 0.04748264752873966, 0.05974577224134066], [0.03759028654591596, 0.046793872450029673, 0.057640743591415584], [0.04081540404374554, 0.0731876887916932, 0.08224261337255022]]"
16,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456204414367676, 0.5868352055549622], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754052460193634], [0, 0.9238371253013611, 0.4816083014011383], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03294444487701586, 0.0076815696424308, 0.009094997384574331], [0.03540196670065829, 0.005555988653024778, 0.011623231112046432], [0.01737538063820179, 0.0014445978171169643, 0.0036043130648286395]]","[[0.03707558327284168, 0.04750672835030168, 0.06568309652203437], [0.036295493422485114, 0.04670915332623128, 0.06259041775860384], [0.0413866267522266, 0.07492570019999073, 0.08462114676314486]]"
17,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456241369247437, 0.5868352055549622], [0, 0.8960548043251038, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754052460193634], [0, 0.9238371253013611, 0.481609970331192], [0, 0.8114539980888367, 0.35656267404556274]]","[[0.03229160367796118, 0.007728611365511572, 0.0097445080041983], [0.03718796848579571, 0.007326854348799213, 0.013872055092864525], [0.010311992393299513, 0.00227639440637807, 0.003737143353168812]]","[[0.039422796052070545, 0.04978315466983173, 0.06260176097919244], [0.04050546517119651, 0.044071427686336026, 0.06228502396256179], [0.0422087246623831, 0.06738087390901194, 0.0854599328599876]]"
18,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456241369247437, 0.5868352055549622], [0, 0.8960603475570679, 0.4213714003562927]]","[[0, 0.9200055599212646, 0.4754035770893097], [0, 0.9238371253013611, 0.4816083014011383], [0, 0.8114595413208008, 0.3565676808357239]]","[[0.038038024274030316, 0.006223827327114966, 0.012363411605347473], [0.03402928639255239, 0.006232075337377092, 0.010317799971301757], [0.01396786721113226, 0.002679153928795533, 0.003434911672150761]]","[[0.039053180337856985, 0.049824896515970996, 0.06024714141277169], [0.039152363827577266, 0.04504263946278676, 0.061568119378381664], [0.04034789398646013, 0.06882157617250398, 0.0798985408166199]]"
19,"[[0, 1.0500303506851196, 0.5802475810050964], [0, 1.0456241369247437, 0.5868369340896606], [0, 0.8960603475570679, 0.4213697016239166]]","[[0, 0.9200055599212646, 0.4754052460193634], [0, 0.9238371253013611, 0.4816083014011383], [0, 0.8114576935768127, 0.35656267404556274]]","[[0.031938072725188026, 0.007008031488656337, 0.011379212465600813], [0.03561022753532555, 0.008112802676537415, 0.008899438199131858], [0.015435267223287337, 0.0026703126468221533, 0.003723000523900919]]","[[0.03568056154044577, 0.047426573693206, 0.0638352782499347], [0.037242551434824474, 0.04594746376659323, 0.06139283977422807], [0.03912390152284853, 0.07170753004075651, 0.08999454535107436]]"
