epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
10,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.9951306581497192, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04837599032825188, 0.0021188930650267563, 0.012119494999139951], [0.047797490427256686, 0.002371700636885833, 0.012571114688153669], [0.039362250836120036, 0.0033196723678860125, 0.013355136698590994]]","[[0.026977153901379697, 0.003166049332922669, 0.01809738311061328], [0.026928481885219426, 0.003007779490038089, 0.018880060217798943], [0.026664867867211537, 0.006412207869117451, 0.02433231530144914]]"
11,"[[0, 1.0029348134994507, 0.6327323317527771], [0, 1.0024594068527222, 0.6329547762870789], [0, 0.993195652961731, 0.6143879890441895]]","[[0, 0.9948108196258545, 0.6200251579284668], [0, 0.9951324462890625, 0.6202298402786255], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04731443276305363, 0.002188878180373685, 0.012408304907274318], [0.04720547575799449, 0.0022691192476424833, 0.012821596669855244], [0.03924389330800197, 0.003185390796147901, 0.012653426117232034]]","[[0.027240615583954256, 0.0030531456786038417, 0.01881560316925574], [0.027423193636776776, 0.0031523815182913123, 0.018766334147693804], [0.026931782378128308, 0.006543952837762322, 0.023905186982754862]]"
12,"[[0, 1.0029348134994507, 0.6327306628227234], [0, 1.0024594068527222, 0.6329547762870789], [0, 0.9931992292404175, 0.6143879890441895]]","[[0, 0.9948108196258545, 0.6200251579284668], [0, 0.9951324462890625, 0.6202314496040344], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04689804796351489, 0.002306164330618147, 0.012382559927064867], [0.04696961427222046, 0.0020941105543149053, 0.01274379005959306], [0.0392539703207951, 0.0031739763718488766, 0.012733383268687185]]","[[0.026927262700615337, 0.0030155312128657356, 0.018013026830282747], [0.026793511437556233, 0.0030964263032732674, 0.017629048756206273], [0.02617117639941978, 0.006379457136568725, 0.023601582278856583]]"
13,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.6329547762870789], [0, 0.9931974411010742, 0.6143863797187805]]","[[0, 0.9948090314865112, 0.6200251579284668], [0, 0.9951324462890625, 0.6202298402786255], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04711728752538205, 0.0021714405008898584, 0.012650407652682601], [0.04686459037878276, 0.0022088971461539987, 0.011981832838612273], [0.03994405355664586, 0.0033147911884554896, 0.01351427027899286]]","[[0.02649293820689431, 0.0030345508179701456, 0.01764562557379068], [0.026984157557178805, 0.00307182513431195, 0.018177561833914693], [0.026714242529230964, 0.006681567904879402, 0.024648611334317748]]"
14,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200235486030579], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861053228378296, 0.6023156642913818]]","[[0.045951792547013655, 0.0022964567389559885, 0.012541489378573085], [0.04632106556074127, 0.0022585014006634057, 0.012550420634499685], [0.03924983323149798, 0.0032125613001611594, 0.012852689864788098]]","[[0.027075555856337617, 0.003191568790187594, 0.018715917088560283], [0.02718094837033214, 0.003046081795360188, 0.01847541566573234], [0.02710378014105933, 0.006913126890459062, 0.024585062196911173]]"
15,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931974411010742, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200235486030579], [0, 0.9951324462890625, 0.6202298402786255], [0, 0.9861071109771729, 0.6023172736167908]]","[[0.04751588309798214, 0.0021907368256066624, 0.012115136391422872], [0.04782633519922557, 0.0023172957285539342, 0.012119156875309886], [0.04027244179813188, 0.003200464406613666, 0.012188643394850202]]","[[0.027005909939069227, 0.0032712426064922277, 0.017908527665548284], [0.026967919057206784, 0.0029859563184692446, 0.018911019918258287], [0.0270716185895648, 0.0064111319465140785, 0.02451620725211845]]"
16,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.993195652961731, 0.6143879890441895]]","[[0, 0.994807243347168, 0.6200235486030579], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.047326699950870015, 0.0022384598100249277, 0.012536832007005744], [0.04771137223551826, 0.0021196945335559625, 0.012992644967009429], [0.040327970924188154, 0.0032984180443403543, 0.012548092710308116]]","[[0.026865781382904262, 0.0029566477493291657, 0.01856317045518955], [0.02706593712962293, 0.003133747082691917, 0.01866632808514579], [0.026656632140460046, 0.006678551757710414, 0.02433273457702474]]"
17,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931974411010742, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.9951306581497192, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04664912873249644, 0.002244565508314038, 0.012354718809781545], [0.04726445104262308, 0.002087029586848909, 0.012408473691862933], [0.04015490966072291, 0.0033099872136556265, 0.013021980492862378]]","[[0.027147065826860006, 0.0028971626236963376, 0.018289758065878788], [0.02743108576208536, 0.002963405463533861, 0.01891076023126155], [0.02726629881365355, 0.006627114285098879, 0.024006269564982325]]"
18,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.6329531669616699], [0, 0.9931974411010742, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.9951306581497192, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.047531461550959046, 0.002177195934820215, 0.012216720620205358], [0.0471522839135878, 0.0022458268855462256, 0.01190248156716565], [0.040604926722987725, 0.0033861212092863133, 0.012512096805147319]]","[[0.026608364646693396, 0.0032919320049304332, 0.018963412747188046], [0.026790022724819694, 0.003055354587752265, 0.018406638391156516], [0.026549538606681196, 0.006530554435143674, 0.023525013867249978]]"
19,"[[0, 1.0029330253601074, 0.6327306628227234], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.9948090314865112, 0.6200251579284668], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04684624439392249, 0.0022528329424703992, 0.01286521094868208], [0.047042203928432086, 0.0022411496168756777, 0.01226059883303682], [0.040399846438747194, 0.0034432804452575773, 0.013362045926621716]]","[[0.026905940052238154, 0.0028974314569865933, 0.017913318359283746], [0.02669494274037203, 0.0029537415917874482, 0.018553967628635964], [0.027316383444811375, 0.006263788527892773, 0.02397446761647181]]"
