epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.0171351432800293, 0, 0], [1.0177775621414185, 0, 0], [1.0178937911987305, 0, 0]]","[[0.9815124869346619, 0, 0], [0.981521725654602, 0, 0], [0.9809135794639587, 0, 0]]","[[0.006698951724662623, 0.01278539644153659, 0.01543049372953527], [0.006655647621332022, 0.011538909006756113, 0.014883779796767102], [0.0056052170448540216, 0.011960105829365911, 0.015495753953642671]]","[[0.0032893190307859282, 0.024301208912344288, 0.03746250268477423], [0.0030504313342437114, 0.02378461006606398, 0.03544610384078533], [0.003068647824758016, 0.025083465328347102, 0.0376809980475421]]"
1,"[[0, 1.0029276609420776, 0.6327046751976013], [0, 1.0024486780166626, 0.6327599287033081], [0, 0.993195652961731, 0.6143636703491211]]","[[0, 0.9948216080665588, 0.6199875473976135], [0, 0.9951126575469971, 0.6200546622276306], [0, 0.9861250519752502, 0.6023189425468445]]","[[0.04752873159661696, 0.002143901162299983, 0.01205167483516345], [0.04774419522912561, 0.0021774508808809472, 0.012453346920535563], [0.039101706209536326, 0.003398630114948544, 0.012644563746301275]]","[[0.02683556234425997, 0.0030733986661798437, 0.018573265154958562], [0.027025870887334488, 0.003106008266646627, 0.01840881197496165], [0.026325931903118733, 0.006477504770905645, 0.02480469254292675]]"
2,"[[0, 1.0029330253601074, 0.6327258348464966], [0, 1.0024594068527222, 0.6329417824745178], [0, 0.9931974411010742, 0.6143831014633179]]","[[0, 0.9948090314865112, 0.6200202703475952], [0, 0.995128870010376, 0.6202167272567749], [0, 0.9861053228378296, 0.6023107171058655]]","[[0.048066335182538375, 0.002283912439648434, 0.012517162599896802], [0.04628250938878835, 0.0022586578778573084, 0.012899607755972858], [0.039641122058828006, 0.003447692435019382, 0.012674581835459916]]","[[0.027151302347082254, 0.003099554570051025, 0.018310626006938942], [0.02722040876775479, 0.0030511634332482896, 0.018812086986664218], [0.027296159549549424, 0.0063892712221092504, 0.024129013651159128]]"
3,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.002457618713379, 0.632951557636261], [0, 0.993195652961731, 0.6143863797187805]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.995128870010376, 0.6202281713485718], [0, 0.9861053228378296, 0.6023156642913818]]","[[0.04677624271804121, 0.002065974242830991, 0.012653421956809501], [0.04675978951562794, 0.002094148234088919, 0.01233278859490187], [0.03997704732214707, 0.0033246177398386567, 0.01231687042510796]]","[[0.027103339301516174, 0.0030249011366596194, 0.018417557392446854], [0.026977621048595475, 0.0030539230170315555, 0.017876736311675016], [0.02714398150787376, 0.006581967304703052, 0.023921352770613285]]"
4,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.993195652961731, 0.6143863797187805]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861053228378296, 0.6023156642913818]]","[[0.04840271263045096, 0.0022187198223494052, 0.012159994811883273], [0.04749195872586932, 0.0021089536677189086, 0.012237168454337378], [0.040775209275411686, 0.003345687815114427, 0.013125844015732928]]","[[0.026450194120525496, 0.0029377648424057067, 0.018037293886267732], [0.027126998086642328, 0.002910468512708532, 0.01885620127319068], [0.026905733251546705, 0.006454194693231803, 0.023229249571311825]]"
5,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.6329547762870789], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200235486030579], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861071109771729, 0.6023172736167908]]","[[0.04715061637490172, 0.0022068430519411306, 0.012581867162924448], [0.04752755931841485, 0.002223617950469326, 0.01261113065533847], [0.04038885024774083, 0.0033774519054637193, 0.012745554087228302]]","[[0.02611948143350193, 0.003015010982427825, 0.018872248241319504], [0.026962573017275303, 0.003150811878540163, 0.018837097942027297], [0.02742098037509288, 0.0063862438655359205, 0.024583580500611952]]"
6,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.994807243347168, 0.6200251579284668], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861053228378296, 0.6023172736167908]]","[[0.04661860809325489, 0.002278146630357451, 0.012267384269595226], [0.04661900675601284, 0.002188372223142179, 0.012669994590176599], [0.03890917367900523, 0.0034751297275506556, 0.012979720919633357]]","[[0.026449329544887816, 0.0029985750620486217, 0.019357443950885393], [0.027704032187182398, 0.0029773056536650006, 0.018435213994936563], [0.02643243302060188, 0.006414389835427644, 0.024813407865102707]]"
7,"[[0, 1.0029348134994507, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.9948090314865112, 0.6200251579284668], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861071109771729, 0.6023172736167908]]","[[0.04680393800030469, 0.0021088755958306097, 0.012592666844829728], [0.0475254416841103, 0.002061231920938982, 0.012626700021193418], [0.039355692854529514, 0.0032454784559554626, 0.013012898024012105]]","[[0.02672630899688759, 0.0031563869793695626, 0.019457138011997548], [0.027063380388158552, 0.0029959626734631325, 0.018656245532222983], [0.027038152608516285, 0.006214430547482458, 0.024535206459057355]]"
8,"[[0, 1.0029330253601074, 0.6327306628227234], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.9948108196258545, 0.6200251579284668], [0, 0.9951324462890625, 0.6202281713485718], [0, 0.9861071109771729, 0.6023172736167908]]","[[0.046813070984890785, 0.0021079125227800315, 0.012290440768231667], [0.04823933774724102, 0.0022520164487920915, 0.01215081194845332], [0.03925742801329094, 0.003143064225269759, 0.013074997437458836]]","[[0.027098426470315337, 0.0031419043569453544, 0.017862506323053993], [0.026771972001359, 0.003061760970714217, 0.018105902682228676], [0.027004868681947316, 0.006301184370241363, 0.024250231466097238]]"
9,"[[0, 1.0029330253601074, 0.6327274441719055], [0, 1.0024594068527222, 0.632951557636261], [0, 0.9931992292404175, 0.6143895983695984]]","[[0, 0.9948090314865112, 0.6200251579284668], [0, 0.9951324462890625, 0.6202298402786255], [0, 0.9861071109771729, 0.6023172736167908]]","[[0.0472756453720202, 0.0023594800214189232, 0.01282002948427652], [0.0473156412637694, 0.0023386253216777877, 0.012554459680354724], [0.0405542969633394, 0.0032883307894756024, 0.013064024981373651]]","[[0.026763890742313834, 0.003056607730537226, 0.018122268300391094], [0.02682347836197024, 0.003079542490149956, 0.018709862785079603], [0.02670461283137247, 0.006090823716329722, 0.024562865199163245]]"
