epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[1.4589775800704956, 0, 0], [0.08724375069141388, 0, 0], [2.1366069316864014, 0, 0], [1.1142823696136475, 0, 0]]","[[0.8504636287689209, 0, 0], [0, 0, 0], [0.576935350894928, 0, 0], [0.9030925035476685, 0, 0]]","[[0.011523453217857142, 0.0471596125263978, 0.04248112738421839], [9.374588983877025e-08, 9.003237993789534e-08, 9.003002438150347e-08], [0.02111488737441608, 0.016246035709013344, 0.015553646699439844], [0.0020620836312480553, 0.004742714152241892, 0.003496158171387807]]","[[0.02907778222894717, 0.07380885131003367, 0.0841370001623579], [0.082274579304605, 0.13541241135639737, 0.15135456701723718], [0.02812985540528856, 0.05788788160357689, 0.06513523155870724], [0.026799680376635333, 0.06349447034717347, 0.08039797224569925]]"
1,"[[0, 0.6065178513526917, 1.012965440750122], [0, 0, 0], [0, 0.5740994811058044, 1.0216271877288818], [0, 0.4619099795818329, 0.7790031433105469]]","[[0, 0.6038148999214172, 0.9075541496276855], [0, 0, 0], [0, 0.5158960819244385, 0.7976704239845276], [0, 0.48479318618774414, 0.7440806031227112]]","[[0.04334882618375289, 0.016428400942014754, 0.009546067662847676], [9.003303929842742e-08, 9.004436072341246e-08, 9.004779684634657e-08], [0.031480503915298774, 0.011815645824687245, 0.010325497259553309], [0.012206135542540469, 0.002502649938644823, 0.0028555571500649317]]","[[0.0403005785544395, 0.04174700748969601, 0.04430414443443756], [0.07835367678007102, 0.1385157338570996, 0.15313834690137254], [0.04394809938415211, 0.05564369679611448, 0.062417056436405986], [0.04134643499090939, 0.07023139068365308, 0.08539467626730333]]"
2,"[[0, 0.6107848286628723, 1.0165722370147705], [0, 0, 0], [0, 0.5702038407325745, 1.0269122123718262], [0, 0.4619155526161194, 0.7790082097053528]]","[[0, 0.6043763160705566, 0.9052748680114746], [0, 0, 0], [0, 0.5164685845375061, 0.800807774066925], [0, 0.4847950339317322, 0.7440856099128723]]","[[0.04793963885128674, 0.013661881444982356, 0.009216351810196184], [9.005512933072415e-08, 9.004105671866212e-08, 9.00372793371483e-08], [0.031190905306017768, 0.011837668398616715, 0.011567339107047749], [0.009052354093448374, 0.0048737476198401864, 0.002196008056019036]]","[[0.03975179274758516, 0.05004440765935542, 0.041663455435847624], [0.07957174456759303, 0.14035575858104157, 0.1538222309085106], [0.04270270037710749, 0.054812849193963564, 0.062395729712110444], [0.040518089181454935, 0.07323908513841394, 0.08523436679588123]]"
3,"[[0, 0.611178457736969, 1.0168311595916748], [0, 0, 0], [0, 0.570534348487854, 1.027815580368042], [0, 0.46191367506980896, 0.7790031433105469]]","[[0, 0.6042373180389404, 0.9044434428215027], [0, 0, 0], [0, 0.5148547887802124, 0.7993099093437195], [0, 0.48479318618774414, 0.7440806031227112]]","[[0.042802113872080924, 0.016060536703065422, 0.009240755123153555], [9.004681086164262e-08, 9.003202804379428e-08, 9.003788049208362e-08], [0.0308359997430747, 0.011460505979174208, 0.012186797489238663], [0.011988275545164906, 0.002102694035371171, 0.0028218352491533364]]","[[0.037673388935151, 0.040421798023427734, 0.041733317738042605], [0.08246713309532988, 0.14100760354952072, 0.1534838498581549], [0.04482856950618061, 0.05898575398696795, 0.06258860178764418], [0.04187609553464726, 0.07049807170733326, 0.08230873846095654]]"
4,"[[0, 0.6112082004547119, 1.0168547630310059], [0, 0, 0], [0, 0.5727904438972473, 1.0301214456558228], [0, 0.4619155526161194, 0.7790082097053528]]","[[0, 0.6042095422744751, 0.9043517708778381], [0, 0, 0], [0, 0.5175950527191162, 0.8008543848991394], [0, 0.4847950339317322, 0.7440856099128723]]","[[0.0462990717441869, 0.012834085394969484, 0.010357937777766656], [9.005324691972501e-08, 9.003222480617749e-08, 9.005172127353338e-08], [0.029290013919649922, 0.012417637503721598, 0.010525122029248215], [0.013379834440181043, 0.0037804682910560065, 0.0032178463627846442]]","[[0.038214862086750456, 0.046556676623383884, 0.03810520061200469], [0.08186616333123027, 0.13632059280032827, 0.1525374699610486], [0.04295315102749889, 0.06192071628316356, 0.0625018263714302], [0.0427306720837837, 0.07409989037924279, 0.08142524339504592]]"
5,"[[0, 0.6112063527107239, 1.0168564319610596], [0, 0, 0], [0, 0.5749777555465698, 1.0309994220733643], [0, 0.4619155526161194, 0.7790082097053528]]","[[0, 0.604194700717926, 0.9043351411819458], [0, 0, 0], [0, 0.5189365148544312, 0.7977687120437622], [0, 0.4847950339317322, 0.7440856099128723]]","[[0.04141041055659635, 0.013207322303881037, 0.008102154848789686], [9.00558238685241e-08, 9.004648949192523e-08, 9.003854662656874e-08], [0.02905648951991377, 0.010879705913592955, 0.010895756215544174], [0.012266619334773195, 0.0024332431507790024, 0.003231723771187617]]","[[0.03838741107440312, 0.04433849365699209, 0.04231903316987447], [0.08205077565191023, 0.1346508200667183, 0.15317793472663715], [0.042722302162648156, 0.04586708018473052, 0.06472480491484874], [0.04271028614086952, 0.07199335664669032, 0.08894904220518904]]"
6,"[[0, 0.611202597618103, 1.0168582201004028], [0, 0, 0], [0, 0.5761178731918335, 1.0326048135757446], [0, 0.4619155526161194, 0.7790082097053528]]","[[0, 0.6041873097419739, 0.904328465461731], [0, 0, 0], [0, 0.5194515585899353, 0.7976537346839905], [0, 0.4847950339317322, 0.7440856099128723]]","[[0.0414430210889711, 0.012250878381371014, 0.00995390446675532], [9.005012522071452e-08, 9.004774973364692e-08, 9.004022629529484e-08], [0.02913774340306878, 0.010498800774782517, 0.010615664152213348], [0.01200130722119501, 0.00483724381631775, 0.0023607658651958155]]","[[0.038879805494418516, 0.04246940416133348, 0.04215147096975895], [0.0810777585055899, 0.1410336325968193, 0.15791175254242326], [0.04466623427292163, 0.0551210502544305, 0.06140147995727653], [0.04284773762793936, 0.06972966320560509, 0.07941090812719756]]"
7,"[[0, 0.611202597618103, 1.0168582201004028], [0, 0, 0], [0, 0.576403796672821, 1.0342475175857544], [0, 0.4619099795818329, 0.7790031433105469]]","[[0, 0.6041854619979858, 0.904328465461731], [0, 0, 0], [0, 0.5182750225067139, 0.7967440485954285], [0, 0.48479318618774414, 0.7440806031227112]]","[[0.042887433133894495, 0.012824598480291797, 0.00957553727369426], [9.003756216652956e-08, 9.004328925032678e-08, 9.002783129906695e-08], [0.029683903903369554, 0.011685533281157168, 0.010607892458282331], [0.013417950720782956, 0.0030415710236952145, 0.003558686332370867]]","[[0.038349559611611114, 0.04186589927766159, 0.03971995338172312], [0.08186539172832491, 0.1422454685966512, 0.1574755255912612], [0.04377361345998757, 0.06046564649674919, 0.06394852021633553], [0.04114917108240605, 0.07227809516533569, 0.08484849639933342]]"
8,"[[0, 0.611202597618103, 1.0168582201004028], [0, 0, 0], [0, 0.5764743685722351, 1.0368714332580566], [0, 0.46191367506980896, 0.7790031433105469]]","[[0, 0.6041854619979858, 0.904328465461731], [0, 0, 0], [0, 0.5156644582748413, 0.7950445413589478], [0, 0.48479318618774414, 0.7440822720527649]]","[[0.041882897789062866, 0.014859220896346137, 0.010258565839336766], [9.004920053174248e-08, 9.004323947059937e-08, 9.005032379429397e-08], [0.029462134972936607, 0.011074214652689414, 0.009197346774166946], [0.014172471898904523, 0.0020202852493309276, 0.003406048206334865]]","[[0.036651823415353016, 0.039787346634839516, 0.04300947279119069], [0.08509946375396892, 0.13871661706063865, 0.15586853336356626], [0.041559705704561, 0.05546003231513674, 0.05963831006560853], [0.04277494359643262, 0.07585400062476438, 0.08585932907722274]]"
9,"[[0, 0.611202597618103, 1.0168582201004028], [0, 0, 0], [0, 0.5789551138877869, 1.0448615550994873], [0, 0.46191367506980896, 0.7790031433105469]]","[[0, 0.6041854619979858, 0.9043267965316772], [0, 0, 0], [0, 0.5120329856872559, 0.7956860065460205], [0, 0.48479318618774414, 0.7440856099128723]]","[[0.038685220795634905, 0.01409990391734872, 0.01063780661203646], [9.004893059548801e-08, 9.004180204095984e-08, 9.004487461581249e-08], [0.026578187146968604, 0.010500669907158831, 0.009970523728618341], [0.011190239372527512, 0.003769001790201656, 0.003309026850320473]]","[[0.03890566897384587, 0.041982186583769315, 0.041557300552445976], [0.08427152094659159, 0.14285439430914926, 0.14874962099611083], [0.045427896217969464, 0.05430598085929261, 0.06247326955745758], [0.04146931726062719, 0.07174903625833322, 0.08195789120091031]]"
