epoch,likelihood,decodingST,decodingTS
150,"[[-10164.869140625, -265.36328125, -2498.537353515625], [-8485.1005859375, -77.96988677978516, -1496.84033203125], [-8939.52734375, -198.75320434570312, -1968.5], [-7584.18212890625, -103.05805206298828, -1563.6744384765625], [-11498.2841796875, -243.438720703125, -2616.304443359375]]","[[0.07154827412786095, 0.0003860169427443052, 0.04772558106838356], [0.06785658510711069, 2.7211512803119532e-05, 0.03339515529135592], [0.06334202627291698, 0.018600882083232902, 0.04979427122053305], [0.11323830754897835, 0.01337525621498484, 0.09836823241759003], [0.054088605129671535, 0.011430984095397063, 0.030526218272101082]]","[[0.09449752448491762, 0.27247676517857505, 0.15515651624905466], [0.10487005167210109, 0.27251560785739215, 0.17189810133342984], [0.09840057471781737, 0.1987261494681935, 0.15899525595052993], [0.09976919732150825, 0.2430044587469601, 0.16051723240621527], [0.08401744743949817, 0.19511562917035088, 0.13731127726766457]]"
151,"[[-10122.458984375, -263.7815856933594, -2485.98193359375], [-8463.7939453125, -77.80386352539062, -1493.2669677734375], [-8896.0498046875, -196.4948272705078, -1955.3218994140625], [-7560.81201171875, -102.57164001464844, -1557.9371337890625], [-11462.625, -242.4471435546875, -2607.5234375]]","[[0.07134081047825895, 0.00043559494484429073, 0.04839385369448966], [0.06766554632652484, 0.0001809203209927039, 0.03341982429904113], [0.06391221840638348, 0.019448688266263184, 0.05042208703116525], [0.11339412914923795, 0.013578197407585174, 0.0984461662775266], [0.05339052063980537, 0.010932115605464678, 0.030743822739518385]]","[[0.0950668673064144, 0.27267746344646465, 0.15626823550983895], [0.10275657039666018, 0.2728063082485527, 0.170916326408231], [0.0990193331317546, 0.19940235135558226, 0.15593907958419606], [0.09902646226624914, 0.2439964174993945, 0.16302292806051732], [0.08405965668247668, 0.1944049229840216, 0.1381283002696765]]"
152,"[[-10080.208984375, -262.2108154296875, -2473.462890625], [-8442.712890625, -77.6360092163086, -1489.7039794921875], [-8853.3720703125, -194.54837036132812, -1942.2408447265625], [-7537.232421875, -102.09123992919922, -1552.3385009765625], [-11427.044921875, -241.45770263671875, -2598.739501953125]]","[[0.07098738507901323, 0.0005849014234819612, 0.0482724879833414], [0.0672174482497416, 4.065406178007106e-06, 0.03415426052128119], [0.06380603040731453, 0.019079037853651965, 0.0499981572074018], [0.11324698497827124, 0.013909783010933159, 0.09878262684633105], [0.05492062676877483, 0.011169089849075064, 0.031025739173936275]]","[[0.09514523532742004, 0.27258120288620286, 0.15492513042002942], [0.10366886733906083, 0.27255139789573074, 0.17363820283966805], [0.09750588322465067, 0.2007906287411791, 0.1568350958791198], [0.09857416049515069, 0.24341970543363717, 0.16223246850977902], [0.08512870345403295, 0.1936615869057393, 0.1363655155472814]]"
153,"[[-10038.203125, -260.6567687988281, -2461.064208984375], [-8421.7509765625, -77.47208404541016, -1486.1861572265625], [-8810.4921875, -192.1351776123047, -1928.187744140625], [-7514.4912109375, -101.73272705078125, -1547.3433837890625], [-11389.560546875, -240.6136016845703, -2589.97705078125]]","[[0.0712823862910654, 0.00043551033366628537, 0.048295567584000124], [0.06802390352763227, 7.279289952199799e-05, 0.0342608458215091], [0.06381288993996745, 0.019594146608572588, 0.05023920734697321], [0.11317069809434983, 0.013431099890154044, 0.09881181383023785], [0.05367086762276339, 0.010215056050089178, 0.02972977346282335]]","[[0.09570283213866435, 0.2727767534247207, 0.15474613274205276], [0.10226285024442934, 0.272816881063027, 0.1712383553864943], [0.09796915781092826, 0.20130941703943522, 0.15687475721768313], [0.10003871382385594, 0.2429312834869452, 0.16118561291900352], [0.08447591877190454, 0.19148942036551939, 0.13728652305273406]]"
154,"[[-9996.3837890625, -259.1166076660156, -2448.732177734375], [-8400.8505859375, -77.30610656738281, -1482.6458740234375], [-8768.81640625, -189.92901611328125, -1914.2830810546875], [-7492.859375, -101.85433197021484, -1545.3072509765625], [-11352.3857421875, -239.6709442138672, -2580.0234375]]","[[0.07081909384120043, 0.0005155532655526729, 0.04844922916885751], [0.06642707387442572, 3.762488115280234e-05, 0.033420998343854896], [0.06375981365088883, 0.019772857190106036, 0.0508088190506925], [0.11356130636527567, 0.013502490539227363, 0.09778982561914021], [0.053953614316978885, 0.009763558255812523, 0.029995040086233587]]","[[0.09523106956496051, 0.2723381752492468, 0.1549420988962437], [0.10214086193468067, 0.27286624296098033, 0.17176911293681515], [0.09743046755807701, 0.20132714308796928, 0.1567156579486952], [0.09827645842373797, 0.2431070719224809, 0.16366409548892324], [0.08416861181346123, 0.19155439440175703, 0.13813942770333126]]"
155,"[[-9954.7451171875, -257.58404541015625, -2436.452392578125], [-8379.9599609375, -77.14225769042969, -1479.0723876953125], [-8727.380859375, -185.890869140625, -1897.82080078125], [-7469.72705078125, -101.3901138305664, -1539.712158203125], [-11316.833984375, -238.8434600830078, -2572.026123046875]]","[[0.07172217688228066, 0.0005495328188356595, 0.04779851396021264], [0.06743702540347367, 7.498423406296122e-05, 0.03440319012983267], [0.06359474822008446, 0.01841042756954687, 0.05010978249893757], [0.11336726899232825, 0.013501431695319619, 0.09821251117669641], [0.05385545052288682, 0.009598996658618303, 0.030445714772243553]]","[[0.09462455726225491, 0.2725938315844062, 0.15779166024820673], [0.10241235222712403, 0.2725982381436271, 0.1711095753611797], [0.09769117110350732, 0.20183351426691612, 0.15772137286074525], [0.09964380400554705, 0.24387481182095977, 0.16272695225981124], [0.08549313466600827, 0.1918892421578375, 0.13779060889935363]]"
156,"[[-9913.298828125, -256.06158447265625, -2424.24267578125], [-8359.1064453125, -76.97834777832031, -1475.4542236328125], [-8683.3056640625, -177.0966796875, -1863.86767578125], [-7446.85302734375, -100.85140228271484, -1534.7176513671875], [-11281.6650390625, -237.8656005859375, -2563.344482421875]]","[[0.07116067593987012, 0.0004631172468970945, 0.047958790616298666], [0.06764233865427192, 5.780728177182085e-06, 0.03416618580233294], [0.06367140636418767, 0.015993699960291922, 0.05088646744037451], [0.1131944161690056, 0.014099948129892929, 0.09845363272803757], [0.053849648310313684, 0.00944527723888849, 0.030778468302284236]]","[[0.09476161067237734, 0.27241856920510676, 0.15508335217823893], [0.10267867195868058, 0.2725903959578974, 0.17075821425251797], [0.09811337359108567, 0.20073597469276852, 0.15548580123286324], [0.09925364711107688, 0.24188174132608734, 0.16198763574183106], [0.08511359231657122, 0.19129425944725006, 0.13687135518688948]]"
157,"[[-9872.005859375, -254.54583740234375, -2412.0732421875], [-8338.330078125, -76.81458282470703, -1471.863525390625], [-8645.009765625, -175.3451690673828, -1852.6112060546875], [-7423.27490234375, -100.38739776611328, -1529.096435546875], [-11246.78515625, -237.37684631347656, -2556.6572265625]]","[[0.07096924755483754, 0.0005680043780520019, 0.0485001852385733], [0.06675997233589612, 3.6592950699961265e-05, 0.03358048250772072], [0.06374618126202054, 0.015247145968931439, 0.05073298477548423], [0.1130642766466918, 0.013312408352248638, 0.09815459872930557], [0.05361052442916121, 0.009754322525477279, 0.030528347276659134]]","[[0.09563556969743428, 0.27239644226359, 0.15465632368291085], [0.10356162658796068, 0.2726339048063879, 0.17153786981061409], [0.09756222827738538, 0.20196864270726322, 0.15544340007940166], [0.09966859559514724, 0.24230201016720804, 0.16262264640101637], [0.0842521633162898, 0.18910564426651008, 0.13738083200657752]]"
158,"[[-9830.8447265625, -253.03857421875, -2399.95263671875], [-8317.5, -76.65239715576172, -1468.246826171875], [-8607.9931640625, -172.67420959472656, -1838.7020263671875], [-7400.39990234375, -99.9265365600586, -1523.5706787109375], [-11211.25390625, -236.33108520507812, -2546.943359375]]","[[0.0708844887414078, 0.0003558406659498005, 0.04755380994095727], [0.06750321196776399, 3.8214344020458066e-05, 0.03373344130434178], [0.06342880263818035, 0.014824336155378438, 0.05093273643044345], [0.1137028200539559, 0.013560466641795398, 0.0984895530186619], [0.05487268892287678, 0.009036621559054993, 0.030647961673802897]]","[[0.09454359579687834, 0.2724558420187973, 0.15400872780627553], [0.10291375089889883, 0.27274763591364615, 0.1714453644569666], [0.0978826852995971, 0.20079911266831799, 0.1559139891410287], [0.09821760553824807, 0.2422091352799027, 0.16262644400434279], [0.08478081468063374, 0.18972810348206898, 0.13721739150779]]"
159,"[[-9789.904296875, -251.53807067871094, -2387.888427734375], [-8296.794921875, -76.48927307128906, -1464.6661376953125], [-8570.9375, -170.3850555419922, -1825.1678466796875], [-7377.3505859375, -99.46311950683594, -1518.0390625], [-11176.3974609375, -235.35353088378906, -2538.322021484375]]","[[0.07086079115942298, 0.0005801104387638502, 0.04884107057555425], [0.06692656656273514, 3.292218577714768e-06, 0.03330923849507807], [0.06365751109061206, 0.014021522567401324, 0.05062268636310658], [0.11352616907703425, 0.014039920548460715, 0.09918815476702104], [0.05379053028981395, 0.009058366727221783, 0.029834808665812507]]","[[0.09448519604713582, 0.2724402280983922, 0.1551339599111273], [0.10245574548773012, 0.27285688656408286, 0.17197350462070884], [0.09890235703115838, 0.20005582088931043, 0.15694364989290402], [0.09926303806744999, 0.2433692002566117, 0.16289440371644553], [0.0850460043834413, 0.18937814396385458, 0.137157269673468]]"
160,"[[-9747.111328125, -250.15765380859375, -2376.09326171875], [-8276.12890625, -76.32819366455078, -1461.079345703125], [-8534.4287109375, -168.85914611816406, -1814.56591796875], [-7353.5546875, -98.8839340209961, -1517.3564453125], [-11140.388671875, -234.55926513671875, -2529.215087890625]]","[[0.07057583880929683, 0.00035669268728573476, 0.048233919704597686], [0.06725503135000303, 3.922533344117041e-05, 0.03342927054668791], [0.06438502766399067, 0.013820411947317665, 0.0510584810727191], [0.1131259976372056, 0.012837786741821318, 0.09881055865056669], [0.05434200003961267, 0.008793962820685208, 0.02986147937777626]]","[[0.09453068376161711, 0.2725247906461505, 0.15534298184620093], [0.10401245763657634, 0.27243824540500783, 0.17172353512424382], [0.09803976922983408, 0.19860824543171293, 0.15730618465170904], [0.09994168893455474, 0.24677767572467757, 0.16231283178022518], [0.08430087330711863, 0.1888468863596662, 0.1383363412311216]]"
161,"[[-9706.58203125, -248.66978454589844, -2364.14013671875], [-8255.5185546875, -76.16779327392578, -1457.5206298828125], [-8499.6845703125, -167.47418212890625, -1804.240966796875], [-7330.82568359375, -98.44085693359375, -1511.767822265625], [-11105.7919921875, -233.58261108398438, -2520.6796875]]","[[0.07113198621874559, 0.0004012473589132045, 0.04731966460075081], [0.06731563873451483, 7.852823834789795e-05, 0.03437622400070577], [0.06413309960582957, 0.01288845944402937, 0.05101773756579793], [0.11363120910625922, 0.013601393721034692, 0.09834895338624576], [0.05421913956066982, 0.008062678233504, 0.030698612451909506]]","[[0.09393443155748318, 0.27259939687600265, 0.1551577267724935], [0.1030317761686854, 0.27251239516075354, 0.17146922210020343], [0.09773175514345403, 0.19938890203007734, 0.15652881374613703], [0.09800760584687833, 0.2462969355328086, 0.16323367336403355], [0.08509331139079422, 0.18851027099524595, 0.1403451373495587]]"
162,"[[-9666.18359375, -247.18751525878906, -2352.204833984375], [-8234.9833984375, -76.00383758544922, -1453.9619140625], [-8465.8173828125, -165.6350860595703, -1792.287353515625], [-7308.6455078125, -97.99927520751953, -1506.3565673828125], [-11071.302734375, -232.61257934570312, -2512.13134765625]]","[[0.07115624079970466, 0.0004168726828157031, 0.04716925657461525], [0.06753508645875449, 3.751737611947439e-05, 0.03410804065235376], [0.06403697086299114, 0.013169712321805254, 0.05130313068320841], [0.11380480331951492, 0.013462342340232825, 0.09949892923554773], [0.05494310876400965, 0.008908595391278688, 0.031175258402670724]]","[[0.09466915703694315, 0.27264442131802163, 0.15532569262554258], [0.10295604037223155, 0.2726889676086113, 0.17178135794902155], [0.09845746710883027, 0.19963746149516742, 0.15765988464279693], [0.09987089644260935, 0.2470231849990803, 0.16325488507654595], [0.08410772511153161, 0.1896422098096048, 0.13802578757065243]]"
163,"[[-9626.4990234375, -245.76666259765625, -2340.496337890625], [-8214.6455078125, -75.84843444824219, -1450.424072265625], [-8432.375, -163.4257354736328, -1779.841796875], [-7286.044921875, -97.55829620361328, -1500.9326171875], [-11036.900390625, -231.64651489257812, -2503.60986328125]]","[[0.07045550507621977, 0.0004540898025667937, 0.048169297890745665], [0.06726519896928575, 3.7501152468985746e-05, 0.033628048743492386], [0.06387504461048946, 0.011273229173601835, 0.05157980363345856], [0.11406401887402577, 0.014041834219257511, 0.09970977984353808], [0.054024964359219795, 0.008541973963507477, 0.030150785780348816]]","[[0.09421804028535526, 0.27264625483621374, 0.15539739902064686], [0.10191977199142606, 0.2725721405804608, 0.17142168357754148], [0.0978566648342127, 0.2008712571736169, 0.15673284071638233], [0.10050632987851071, 0.24615744589349708, 0.16302728732799168], [0.08455531715183671, 0.18953785771805012, 0.13615351260786027]]"
164,"[[-9583.05859375, -244.24172973632812, -2325.95068359375], [-8194.234375, -75.68828582763672, -1446.9088134765625], [-8399.064453125, -161.01278686523438, -1766.9599609375], [-7263.455078125, -97.25081634521484, -1495.9417724609375], [-11002.6240234375, -230.68504333496094, -2495.107421875]]","[[0.07118138087119784, 0.00046129009430794974, 0.04797749033560249], [0.06674973744793682, 6.161195755069124e-06, 0.034051734843209794], [0.06454832519479563, 0.0113501079014541, 0.05157818944126612], [0.11417458556584639, 0.013948664605234674, 0.09974235991068447], [0.053602210347087134, 0.008246222111599888, 0.030639329705088293]]","[[0.09440160530014256, 0.2727600653475562, 0.1553790700296179], [0.10247006891484352, 0.27261946586975033, 0.17158258287555958], [0.09706764540387043, 0.20071632334569764, 0.15587645866500444], [0.09936986051187116, 0.24567841490563852, 0.1622488007756011], [0.08508575990527915, 0.18906750556503085, 0.1389904140799411]]"
165,"[[-9543.2255859375, -242.78379821777344, -2314.259765625], [-8173.953125, -75.52950286865234, -1443.374755859375], [-8366.3076171875, -159.1894989013672, -1755.116455078125], [-7241.07275390625, -96.79019927978516, -1490.541015625], [-10968.3173828125, -229.84771728515625, -2487.111083984375]]","[[0.07109385022437459, 0.0005353605625021114, 0.0474558183071654], [0.0666588667158793, 3.798734772132129e-05, 0.0339581893603218], [0.06410569570339307, 0.01123940467661469, 0.05131769335018753], [0.11360665175314358, 0.013099225286730765, 0.09859039240346673], [0.054349841001314264, 0.008313726245739006, 0.03010480058614962]]","[[0.0948150518481406, 0.2725521090210065, 0.15539313043200292], [0.10371056006867509, 0.27265952234387014, 0.1703162704773571], [0.09703032040571909, 0.19957763395107106, 0.15773847347812087], [0.09831213827432835, 0.24609604829099865, 0.16328522372881374], [0.08442241345525513, 0.18817495213926116, 0.13705789202430924]]"
166,"[[-9503.646484375, -241.3336944580078, -2302.596435546875], [-8153.6171875, -75.37139892578125, -1439.8577880859375], [-8337.3876953125, -158.3791046142578, -1747.31640625], [-7218.806640625, -96.34381866455078, -1485.1488037109375], [-10934.25, -228.8880157470703, -2478.66015625]]","[[0.07014574263260179, 0.0004419371407545505, 0.04698940728025719], [0.06801976303250454, 3.7560283354437956e-05, 0.03412801602407522], [0.0643222605988788, 0.010879457896698188, 0.05151781225958667], [0.11416510510751665, 0.014583384901654929, 0.09868653250070424], [0.05452568637805344, 0.007993756548985192, 0.030746268230258486]]","[[0.09510562504019532, 0.2723196355307207, 0.15567232044929005], [0.10224777212163937, 0.272655896138897, 0.17111142128716952], [0.09833502341491494, 0.20057594998072284, 0.15594931410647606], [0.10061880957334295, 0.2463403589482825, 0.1615024233854842], [0.0847554112065958, 0.188655973604017, 0.13798656332834444]]"
167,"[[-9464.2197265625, -239.89236450195312, -2290.98779296875], [-8133.39599609375, -75.21246337890625, -1436.334716796875], [-8306.76953125, -156.02711486816406, -1734.1142578125], [-7191.919921875, -95.3587417602539, -1478.068115234375], [-10900.3466796875, -227.94166564941406, -2470.26220703125]]","[[0.07076317286625383, 0.00040270165938708003, 0.04709344552765401], [0.06760765946111455, 5.713331230027426e-06, 0.03354169634192987], [0.06459763100655352, 0.010586152509945504, 0.051390178407359426], [0.1137503179600786, 0.013640731456674741, 0.09863267666728415], [0.05445156977375089, 0.008259971354491356, 0.030240410882318103]]","[[0.09495011599476318, 0.27216424829508945, 0.15484600738884036], [0.10288043519401295, 0.27248899041995667, 0.17173355372589272], [0.0983255401946298, 0.20116950228292999, 0.15899411218410145], [0.0989908741461397, 0.24824212164252185, 0.16356458533627477], [0.08476866488492779, 0.18816650521997208, 0.13718556840987572]]"
168,"[[-9424.935546875, -238.459228515625, -2279.43701171875], [-8113.2978515625, -75.05613708496094, -1432.8677978515625], [-8277.375, -154.50025939941406, -1723.59423828125], [-7169.5126953125, -94.94163513183594, -1472.792724609375], [-10866.431640625, -226.97195434570312, -2461.72900390625]]","[[0.07115146051168479, 0.000506167464315534, 0.04796560250619597], [0.06758378556186959, 3.779736534425387e-05, 0.034035980735983906], [0.06459159357676676, 0.010586360457643836, 0.051439156203391886], [0.11455354649209716, 0.012991650020390374, 0.09979553378455969], [0.055510389371571246, 0.008436463709180702, 0.030784952305777318]]","[[0.09434485209157767, 0.2724033651936684, 0.15412377497415916], [0.10403865795803915, 0.2725947348940401, 0.1714658434736279], [0.09803432141764154, 0.20063009258851183, 0.15678949874931336], [0.09995731078743897, 0.24740600920222514, 0.16342958810079108], [0.08436146264590076, 0.18845810455649348, 0.13769144616137827]]"
169,"[[-9385.810546875, -237.0361785888672, -2267.943359375], [-8093.28125, -74.90200805664062, -1429.37158203125], [-8241.8095703125, -153.3679962158203, -1713.7958984375], [-7147.4384765625, -94.51611328125, -1467.4779052734375], [-10838.703125, -225.47129821777344, -2447.154541015625]]","[[0.0700292634700092, 0.0004937966116445705, 0.04693362891699379], [0.06710639895803727, 3.905416485159809e-06, 0.0340227772072555], [0.06486301631929382, 0.010997956633724841, 0.05189467819661108], [0.11379236172332988, 0.013870968861431686, 0.09986763620800403], [0.05389587545556814, 0.007039701004522449, 0.03048901479267776]]","[[0.0940832661670372, 0.272851906754951, 0.15428251796340153], [0.10336669389710508, 0.27271967792713664, 0.17160626896246534], [0.09792251748385014, 0.20083459925544156, 0.15713308688380537], [0.0985329915316533, 0.247728197999469, 0.16213550708002125], [0.08493327435838624, 0.1861491036234194, 0.1360655140277007]]"
170,"[[-9347.4345703125, -235.47727966308594, -2254.878662109375], [-8069.89501953125, -75.18525695800781, -1423.7178955078125], [-8210.501953125, -149.6022186279297, -1694.34912109375], [-7125.419921875, -94.09844970703125, -1462.200439453125], [-10804.5244140625, -224.61212158203125, -2438.5703125]]","[[0.07033558020431523, 0.0004690648195996252, 0.047054943163497585], [0.06813305582933203, 3.705322391225766e-05, 0.034019255978987924], [0.06501941914955545, 0.010429600704505868, 0.051896485718643054], [0.11426210345877148, 0.013200395733095137, 0.09993273257857323], [0.05402000616711444, 0.007120323264945324, 0.029703206043723458]]","[[0.09356252184810815, 0.27277260326016983, 0.15524476842798102], [0.10218250402880664, 0.27278608652166464, 0.17198459139159394], [0.09846211242136645, 0.2026771215084218, 0.15811175150228005], [0.0984410558613787, 0.2470348510233219, 0.16298684958738188], [0.08574843357876957, 0.18691572982209037, 0.13693797432421936]]"
171,"[[-9308.654296875, -234.0703125, -2243.50830078125], [-8050.02685546875, -75.007080078125, -1420.1077880859375], [-8183.5390625, -148.3032989501953, -1684.95751953125], [-7103.1767578125, -93.73053741455078, -1456.923095703125], [-10770.9443359375, -223.67385864257812, -2430.248779296875]]","[[0.07095818912033426, 0.0006266573875187905, 0.046810109992792705], [0.0680494628900306, 6.898163977934585e-06, 0.03475593155829736], [0.06498117105557358, 0.01026499050686237, 0.051861258190091054], [0.1140032172934315, 0.013135820002873897, 0.09977123938909785], [0.05519290155768274, 0.006841284634362519, 0.0302027921563755]]","[[0.0938878314405042, 0.27233961575858884, 0.1553569883687472], [0.10278224831949065, 0.27257980215226835, 0.17104808797297275], [0.09889929215557035, 0.20213272228647086, 0.15685365430877468], [0.0983069851832309, 0.24743647157643942, 0.1625459959134284], [0.08537247660112657, 0.1857858647445003, 0.13662708900674236]]"
172,"[[-9270.048828125, -232.67059326171875, -2232.189697265625], [-8030.08837890625, -74.85179138183594, -1416.6629638671875], [-8159.40087890625, -147.5771026611328, -1678.65771484375], [-7081.36669921875, -93.33970642089844, -1451.7916259765625], [-10737.4326171875, -222.7220916748047, -2421.85546875]]","[[0.07027021337285257, 0.0005818566030914618, 0.046479273125591795], [0.06779581723135582, 4.234873398659998e-06, 0.034121920192759975], [0.06566551010298156, 0.010805795763292875, 0.05165281986743054], [0.11366648045037137, 0.013611839558391623, 0.10029539066013124], [0.054423931765586075, 0.0071531381848897665, 0.028802763749813727]]","[[0.09319232235811634, 0.2723956804634187, 0.1540712755000136], [0.10322904483357642, 0.27252025063045054, 0.17301422079997592], [0.09839766847076564, 0.2028811394947867, 0.15691294520702567], [0.09905209950913234, 0.24724931038292092, 0.1626453467403235], [0.08481907319976369, 0.18611615735926024, 0.1370810730104549]]"
173,"[[-9231.591796875, -231.2795867919922, -2220.917724609375], [-8009.03955078125, -74.57335662841797, -1409.1123046875], [-8130.57177734375, -146.28033447265625, -1669.0628662109375], [-7062.01904296875, -93.0881576538086, -1448.943359375], [-10703.451171875, -221.7481689453125, -2413.08251953125]]","[[0.07151732838686513, 0.00047937570313121117, 0.04707789993683082], [0.06755290709874474, 3.716216538381133e-05, 0.033620307321211906], [0.06659070316210247, 0.011057386203602122, 0.051623461028670325], [0.11359121706804906, 0.01277919442975408, 0.09971752578413504], [0.05436891880744822, 0.00625628609112404, 0.02889476421326794]]","[[0.09420939378451262, 0.2726802273966549, 0.15371887049711153], [0.10117323031875995, 0.2729006881489917, 0.17127017654542823], [0.0998902931962903, 0.20360311845852566, 0.15772849744917006], [0.09941274779234395, 0.2481680864045124, 0.16249965061214186], [0.08464118980341756, 0.1848904966670488, 0.1359939572789454]]"
174,"[[-9193.029296875, -229.9260711669922, -2210.471435546875], [-7989.41552734375, -74.41986083984375, -1405.8289794921875], [-8099.82666015625, -145.30699157714844, -1660.658203125], [-7040.13818359375, -92.74163818359375, -1443.533935546875], [-10668.447265625, -220.96034240722656, -2404.66064453125]]","[[0.07053269868461405, 0.0005446568378376356, 0.046992940978105205], [0.06731518247011514, 5.062676915373831e-06, 0.0343480586354013], [0.06600966421384523, 0.010594262804585353, 0.0515372804684748], [0.11395932573624241, 0.013191660313599904, 0.09993330544377944], [0.054526270496986204, 0.006590282160524964, 0.030142505567313543]]","[[0.0937411697100774, 0.2724889408663531, 0.15376488075584438], [0.10229351013086366, 0.2726664639695412, 0.1724922090478401], [0.0985728164237182, 0.20497959911885197, 0.15912053586638672], [0.0996376998993444, 0.24802784780955905, 0.16283116100345532], [0.08405017528477522, 0.18530228736403023, 0.13625541795605986]]"
175,"[[-9154.91015625, -228.58314514160156, -2200.44189453125], [-7969.646484375, -74.26763916015625, -1402.46435546875], [-8073.15185546875, -144.94664001464844, -1656.4959716796875], [-7018.3701171875, -92.32467651367188, -1438.3304443359375], [-10635.162109375, -219.88414001464844, -2395.4501953125]]","[[0.07004732903158872, 0.00042042667600704743, 0.046005078759991165], [0.06777108466713133, 3.726913208674935e-05, 0.03400987760329962], [0.06686359194512279, 0.010961310381925316, 0.051943997491634954], [0.11433329139285764, 0.013624795472824155, 0.09943386435324353], [0.05385798083580011, 0.0061803929487981284, 0.02992741025225442]]","[[0.09529508132354714, 0.27266552301972313, 0.15580990613059928], [0.10407086220833885, 0.2726292899275822, 0.17204131426083288], [0.09884124659702347, 0.2036862732787044, 0.15697055609013716], [0.09936597842217215, 0.2468143408615199, 0.16262807614365019], [0.08511928765442128, 0.18572180486687356, 0.1358283377170695]]"
176,"[[-9117.0205078125, -227.21124267578125, -2189.318359375], [-7949.93896484375, -74.11257934570312, -1399.0548095703125], [-8047.10546875, -144.4752197265625, -1650.6011962890625], [-6996.8994140625, -91.88282012939453, -1433.510986328125], [-10602.1826171875, -218.9675750732422, -2387.31494140625]]","[[0.06987117644877767, 0.0005999703450506281, 0.04592190730162146], [0.06745386192497396, 5.424723907203214e-06, 0.03428524059586756], [0.06651810676459599, 0.010684855097641551, 0.05223450231540119], [0.11432839474757409, 0.01322981199793958, 0.09983711312940712], [0.05369034582544536, 0.006003589230545174, 0.02971101160583461]]","[[0.0948406107952242, 0.272434518384024, 0.15407175502247566], [0.1020053295748848, 0.2726338602258302, 0.17184859910806263], [0.09870183890625418, 0.20396720382862046, 0.15848104508253244], [0.09974274783560984, 0.24826862274019224, 0.16267418429339206], [0.08433217001154387, 0.1845824641952984, 0.1355973131029983]]"
177,"[[-9079.2939453125, -225.84864807128906, -2178.261962890625], [-7930.2099609375, -73.96147918701172, -1395.6693115234375], [-8021.43994140625, -144.045654296875, -1644.96240234375], [-6974.68310546875, -91.46522521972656, -1428.1351318359375], [-10569.310546875, -218.03843688964844, -2379.121826171875]]","[[0.06968784338338857, 0.00034970332498965073, 0.04706978167595972], [0.06793424512720758, 3.724954863425696e-05, 0.033335394346165406], [0.06688350268141922, 0.011187908556847901, 0.0525294926950361], [0.11399408345848239, 0.012707373390626697, 0.09981856707801486], [0.05429112185748351, 0.0062006691656997254, 0.028775906942352204]]","[[0.09377004879917061, 0.2722817348624051, 0.15487720957052745], [0.1026230488311491, 0.2727451885124538, 0.1737064712154692], [0.09745428040449865, 0.20524505256013245, 0.15783193388145716], [0.09892920303050778, 0.24719912903676627, 0.1623377616448682], [0.0843796732715576, 0.184701816255509, 0.13545962279951848]]"
178,"[[-9041.720703125, -224.49282836914062, -2167.24462890625], [-7910.72509765625, -73.8106918334961, -1392.31103515625], [-7998.6044921875, -144.20005798339844, -1640.105224609375], [-6952.94921875, -91.05561828613281, -1422.9390869140625], [-10536.5302734375, -217.1128692626953, -2370.966552734375]]","[[0.069547022042974, 0.0005772683684528219, 0.046210718352160236], [0.06813020477286573, 8.222176762363622e-06, 0.03325408202894374], [0.06692472677871751, 0.010737591745586418, 0.05288298401599152], [0.11443428584398341, 0.013491859158722232, 0.10104644094967948], [0.053865890602654704, 0.006395142156736227, 0.02935899536061374]]","[[0.09468927055323627, 0.272485183685536, 0.1534549306063547], [0.10201940951433149, 0.2725608718566743, 0.17089336214652578], [0.09911951714353168, 0.2051567130146303, 0.15776026533422371], [0.09856354918359646, 0.24797582862706, 0.1625809832518333], [0.0848231281707272, 0.18502534130616669, 0.13519751668510058]]"
179,"[[-9004.376953125, -223.2468719482422, -2157.0537109375], [-7891.22314453125, -73.65812683105469, -1388.939208984375], [-7976.9130859375, -143.38589477539062, -1630.609375], [-6931.69775390625, -90.65289306640625, -1417.8397216796875], [-10503.86328125, -216.19154357910156, -2362.833984375]]","[[0.06977011198653119, 0.0006544432433416093, 0.04558321612204847], [0.06768738533938874, 5.651924814439591e-06, 0.03428069949927059], [0.06683649717827204, 0.01058931995590255, 0.052416199358181856], [0.1142332857717797, 0.013489010206110694, 0.10052858256452131], [0.05376574422593848, 0.00549298412793657, 0.029816619375976964]]","[[0.09448825880927686, 0.2728134588527315, 0.15413681800528878], [0.10136717778424462, 0.27279688397256535, 0.1733535162531925], [0.0987977285382875, 0.20331898808828716, 0.1581573863607054], [0.09899808377990134, 0.24656843925915767, 0.16265816472538852], [0.08455139506324481, 0.1844480165115691, 0.13765307945910096]]"
