epoch,likelihood,decodingST,decodingTS
51,"[[-16823.3203125, -471.0498352050781, -4221.49853515625], [-10949.7587890625, -94.66506958007812, -1966.670654296875], [-15615.4443359375, -418.0018310546875, -3645.1337890625], [-10275.3349609375, -161.88465881347656, -2167.4326171875], [-19759.001953125, -543.8744506835938, -5090.669921875]]","[[0.027349997822472345, 0.0018212661617334242, 0.019446360302119537], [0.06318765839734668, 9.000021220962933e-08, 0.030987765657523862], [0.0444486362459751, 9.000028572203661e-08, 0.013828571549129903], [0.10628430184162592, 0.014597315930179745, 0.09040333739950389], [0.07278323486855146, 0.0012577093293438565, 0.04156914592228706]]","[[0.09492866114240932, 0.27186742358114885, 0.15720834133752482], [0.1030467265342071, 0.2724619414024011, 0.17439253657463552], [0.10299929789722423, 0.2727059183398047, 0.17063736872431046], [0.09981964769967488, 0.2508978165848685, 0.1620507830643615], [0.0960522182792152, 0.27227656617734725, 0.1531851343866289]]"
52,"[[-16753.279296875, -468.4832458496094, -4200.92919921875], [-10921.9140625, -94.43080139160156, -1961.6861572265625], [-15537.5107421875, -416.11083984375, -3628.182373046875], [-10244.26953125, -161.07444763183594, -2160.266357421875], [-19465.623046875, -528.4895629882812, -4995.11865234375]]","[[0.02734698034707251, 0.0018716387324285964, 0.019562239023343645], [0.06381895819178071, 9.000023806045325e-08, 0.03107576575975054], [0.044682545292966766, 9.000029062238604e-08, 0.014617473021011454], [0.10642103179231985, 0.014435603255474015, 0.0913842515927006], [0.07343764853018979, 0.001068946067694407, 0.04311161918760901]]","[[0.0940052530473084, 0.27155945992383684, 0.15773646629529342], [0.10341380973577663, 0.272563970364799, 0.1734697919932845], [0.10087603365391518, 0.27260521524056425, 0.17020092006171694], [0.09811333401115888, 0.2508946906119106, 0.16330156172849394], [0.09612975835513808, 0.27219620026056857, 0.15307645947316614]]"
53,"[[-16683.466796875, -465.92840576171875, -4180.46044921875], [-10894.0654296875, -94.18697357177734, -1956.6378173828125], [-15458.759765625, -414.2673645019531, -3611.38671875], [-10214.72265625, -160.25494384765625, -2153.123046875], [-19198.09375, -514.4564208984375, -4909.20166015625]]","[[0.027413720669917475, 0.001893138213044018, 0.01975761151951668], [0.06353638754372687, 9.00002268030805e-08, 0.030632712985706922], [0.04486950284334283, 9.000019699462908e-08, 0.015306339784991132], [0.10641386588586024, 0.014198700589241746, 0.09025508739608061], [0.07480216286868484, 0.0011295115255159395, 0.04375117072277185]]","[[0.09430343989684042, 0.2720790801783036, 0.15747739446674047], [0.10323159971782207, 0.27264456649234936, 0.17413120551488284], [0.10110168039441297, 0.27253065121378106, 0.1724803227315159], [0.09760336491366803, 0.2511336258971364, 0.16290750324881834], [0.09656225922814915, 0.27231917529024746, 0.1559462682471804]]"
54,"[[-16613.96875, -463.3851623535156, -4160.068359375], [-10866.2216796875, -93.95062255859375, -1951.6258544921875], [-15381.4658203125, -412.4544372558594, -3593.552978515625], [-10184.119140625, -159.4365692138672, -2145.82568359375], [-18937.759765625, -499.8666687011719, -4818.9052734375]]","[[0.027386883506599263, 0.0016910947380353956, 0.019803041380689636], [0.06379029603189808, 9.000026195461563e-08, 0.03115208546459837], [0.04499488217017521, 9.000033055204826e-08, 0.016138847166549945], [0.10625468785264185, 0.014199442364617138, 0.09070544423240999], [0.07493470782364987, 0.0008149593149088279, 0.043665530643145156]]","[[0.09429090883367965, 0.2721644199185071, 0.15775984962203268], [0.10342836755086209, 0.27268630008951045, 0.17397590373195218], [0.1023959773599289, 0.2726342241626165, 0.17123690523427101], [0.0985421342644591, 0.25081518001516484, 0.16358411560603506], [0.0969621001765365, 0.2725029095962111, 0.15516151211281545]]"
55,"[[-16541.421875, -460.6393127441406, -4139.0068359375], [-10838.482421875, -93.71353149414062, -1946.6190185546875], [-15304.2412109375, -410.469482421875, -3576.6171875], [-10153.01953125, -158.6184844970703, -2138.443359375], [-18698.580078125, -486.3852844238281, -4735.2158203125]]","[[0.02826765159128182, 0.0022161060836288124, 0.019697730635814873], [0.06260502548728193, 9.00002534602041e-08, 0.030866393156209225], [0.04506459494945562, 9.000019895972205e-08, 0.01576170167350951], [0.10665067666983609, 0.014306667787965776, 0.09124334188511973], [0.07632480303288253, 0.0005688640367598048, 0.04332846179599702]]","[[0.09557544070180093, 0.2719824219365055, 0.15814537626185107], [0.10329380093090712, 0.2725369626746823, 0.17294624421090513], [0.10298550970635714, 0.272700753094747, 0.17059406163675894], [0.09842328565382341, 0.25033465957282325, 0.16300326046271107], [0.09812654538655398, 0.27274768546252015, 0.15629980547629985]]"
56,"[[-16453.880859375, -457.9289855957031, -4117.98193359375], [-10810.7041015625, -93.47267150878906, -1941.579833984375], [-15219.9580078125, -408.85400390625, -3559.710205078125], [-10121.939453125, -157.79664611816406, -2131.04638671875], [-18449.923828125, -473.481689453125, -4658.9951171875]]","[[0.02974341185294465, 0.0018364655605403609, 0.019875539918196145], [0.06365673671171006, 9.000030007591694e-08, 0.0315452282827286], [0.046224252912124814, 9.000026401541034e-08, 0.015801351669990422], [0.10632957300710788, 0.014333595361103088, 0.09081418871034744], [0.07734589852090407, 0.00046953080934448104, 0.04439325596610737]]","[[0.09389265052813096, 0.2720963588466261, 0.15689815417971328], [0.10282318688921857, 0.2727686411582164, 0.17482980872170184], [0.10127354631930555, 0.2729986795016915, 0.17109409166405237], [0.09902640254167458, 0.2511423156785263, 0.16358190398115388], [0.09718249778973365, 0.2724762038793509, 0.15497763733641973]]"
57,"[[-16339.6484375, -455.074951171875, -4096.33154296875], [-10783.294921875, -93.24076080322266, -1936.6466064453125], [-15109.287109375, -408.478271484375, -3543.35302734375], [-10091.2666015625, -156.98361206054688, -2123.721923828125], [-18222.513671875, -461.15087890625, -4581.720703125]]","[[0.03087869942472157, 0.0017522343404773985, 0.020298261095182887], [0.06347799022307869, 9.000014176148703e-08, 0.03130040281760054], [0.04796600221962074, 9.000024388020136e-08, 0.0176481432231849], [0.10674233893144512, 0.013495983196116956, 0.09098754449440662], [0.07737729764200756, 0.00027925538725648156, 0.044195639558186485]]","[[0.09402095669134468, 0.2722078837078708, 0.15683910719529617], [0.10369777554162923, 0.27279419213474465, 0.17452997086049857], [0.1012723499875857, 0.2726064127567705, 0.17149144038195988], [0.09866183173298143, 0.2500653811100002, 0.16159767630607047], [0.09689546200672497, 0.2726298051919898, 0.15516691296831142]]"
58,"[[-16202.8232421875, -450.8190612792969, -4068.148193359375], [-10755.8623046875, -93.00341033935547, -1931.7049560546875], [-15026.228515625, -406.78265380859375, -3526.398681640625], [-10060.5390625, -156.17520141601562, -2116.385498046875], [-17945.095703125, -449.9326477050781, -4510.68701171875]]","[[0.034410206814134287, 0.001776745466489232, 0.01938001466822052], [0.06294050597557123, 9.000029260641722e-08, 0.03123340431464293], [0.04827575843313313, 9.000024093935337e-08, 0.01739808437073947], [0.10658187115395647, 0.014198127509160639, 0.09050214919896342], [0.07682595094845975, 0.0005953265348268357, 0.047101605857828625]]","[[0.09465777958343055, 0.27237077243957214, 0.15619441341115034], [0.10337526212784146, 0.27282040134930985, 0.17436569702447657], [0.10026900047996659, 0.2728321846709212, 0.1704970029149875], [0.097952975412639, 0.25072572635768003, 0.1617561629213055], [0.09749721130642877, 0.27253133132938095, 0.1561484749000159]]"
59,"[[-16069.1591796875, -447.0606689453125, -4040.287841796875], [-10728.23828125, -92.76604461669922, -1926.7125244140625], [-14944.7353515625, -405.35614013671875, -3509.75390625], [-10029.27734375, -155.37710571289062, -2108.979736328125], [-17727.03125, -440.096923828125, -4455.853515625]]","[[0.0359892105584638, 0.0014858837253314784, 0.020460401518322242], [0.06318988648849722, 9.00002713584356e-08, 0.03149712216249028], [0.04844958954128129, 9.000028879207648e-08, 0.01803559953239543], [0.10698527305485524, 0.014346773079082479, 0.09049057995828753], [0.07742765387984875, 0.0003706813497981855, 0.04706704924280243]]","[[0.09389915270859216, 0.2722382090644365, 0.15660743456994064], [0.10424965941007143, 0.2728717222814903, 0.17457885611685225], [0.10096032585672514, 0.2725392087269844, 0.1703318699598474], [0.09956152315435385, 0.25046193101666675, 0.16251166875162104], [0.09624512133361676, 0.2726750442380725, 0.15822205905017533]]"
60,"[[-15937.2099609375, -443.4811096191406, -4015.73876953125], [-10701.0107421875, -92.53488159179688, -1921.79443359375], [-14866.181640625, -403.5507507324219, -3492.194091796875], [-9998.8837890625, -154.5724334716797, -2101.6689453125], [-17527.55078125, -428.8846740722656, -4383.79833984375]]","[[0.03934251620760159, 0.001440490818135738, 0.020769172881545235], [0.06362123887673563, 9.000026445953105e-08, 0.030194364018026238], [0.04802158070637637, 9.000015894048966e-08, 0.019277567621647205], [0.10662947222964701, 0.013759196511999758, 0.09033979435613386], [0.07748972287308226, 0.00014163183198053075, 0.0469645122799851]]","[[0.09290448103407707, 0.27210113396397045, 0.15680795481567603], [0.10453151232487642, 0.2727363059194483, 0.17265448333958308], [0.10125406760791814, 0.2728209229133316, 0.17061034173611717], [0.09885374123701635, 0.25007187329245006, 0.1627351563172723], [0.09797122706615141, 0.27249023842148784, 0.15709479781879254]]"
61,"[[-15801.6416015625, -440.36041259765625, -3991.667236328125], [-10673.8291015625, -92.3052978515625, -1916.90966796875], [-14789.521484375, -401.44781494140625, -3473.94775390625], [-9968.6904296875, -153.78492736816406, -2094.53076171875], [-17329.69921875, -418.9573669433594, -4320.8369140625]]","[[0.04021899689223347, 0.0010504867922250024, 0.021244796281759817], [0.06342014618596305, 9.000025546693584e-08, 0.031203649901105183], [0.047482296399680664, 1.196184720603511e-06, 0.019519788501055676], [0.10705227430516813, 0.014159832504070212, 0.09149635709683579], [0.07766286665730339, 0.00013062697112269157, 0.04644822846299834]]","[[0.09282672945475547, 0.2722591750190835, 0.1566589662068035], [0.10412194741105807, 0.27282506331821393, 0.17479237849896226], [0.10146115267462844, 0.2723742780964701, 0.1690551865182842], [0.09882521959585779, 0.2496055230374952, 0.16357160817081318], [0.09677963256231187, 0.27274657213366604, 0.15709234191640223]]"
62,"[[-15662.6728515625, -436.59271240234375, -3963.418701171875], [-10646.74609375, -92.06951141357422, -1911.9925537109375], [-14706.982421875, -399.8323974609375, -3456.57666015625], [-9938.728515625, -153.01905822753906, -2087.766845703125], [-17148.51953125, -410.5521240234375, -4274.99462890625]]","[[0.043847559765616245, 0.0007925599464200164, 0.021876506822894173], [0.0634792950957334, 9.000017624837631e-08, 0.031022204994008953], [0.04828818322253433, 3.971659536981273e-05, 0.019325836858430596], [0.10675011227431537, 0.014430613174925024, 0.09057800604895508], [0.07669639488819979, 4.346970738348551e-05, 0.0476599903506863]]","[[0.09355023057273579, 0.27260079362103246, 0.15653658703934956], [0.10289502094008458, 0.2725531230061042, 0.17383320322506798], [0.10079672524816136, 0.272630890826694, 0.1694392322618572], [0.09909030979914822, 0.2499917607647237, 0.1624876087982213], [0.09639151261188184, 0.2726330712627694, 0.15678620513953195]]"
63,"[[-15524.8369140625, -434.1581115722656, -3938.587646484375], [-10619.6328125, -91.84104919433594, -1907.1259765625], [-14624.21875, -398.09259033203125, -3438.80859375], [-9908.1494140625, -152.23553466796875, -2080.609619140625], [-16966.84375, -403.4306945800781, -4222.01171875]]","[[0.04568098584039237, 0.0007914667395055408, 0.02273023557747733], [0.06330649901198791, 9.000028650055059e-08, 0.03033961016335349], [0.04859556500789078, 2.1686612384164025e-06, 0.01905667450618839], [0.10652611145742884, 0.014152751696402713, 0.09180713542803916], [0.07689279764016044, 0.0001221088039114534, 0.046971975715457484]]","[[0.09363825692262692, 0.2723048528965782, 0.15700082757299647], [0.10438021426771285, 0.2728836263642586, 0.17331955408429625], [0.10092963507224476, 0.27256531238139303, 0.16922995481186917], [0.09858469059154776, 0.25033358530014843, 0.16250788855364323], [0.09614197326267822, 0.2724583222455621, 0.15465611979381222]]"
64,"[[-15381.357421875, -430.8044128417969, -3909.58056640625], [-10590.1953125, -91.92391967773438, -1902.65771484375], [-14532.5654296875, -396.46295166015625, -3421.96728515625], [-9876.8984375, -151.44662475585938, -2073.723876953125], [-16782.279296875, -394.7359619140625, -4159.0537109375]]","[[0.048337648144367334, 0.00048686033750926265, 0.02436376055460575], [0.06417153128389132, 9.000027481900652e-08, 0.031106666749779865], [0.048483683727042495, 4.080050753750451e-06, 0.019684602332707034], [0.10698090458915016, 0.013508989929287894, 0.0910173614378653], [0.07598973194456515, 0.0006308797736288906, 0.0454792822281017]]","[[0.0931239750001341, 0.2724890396514084, 0.1563754452836929], [0.10444595999138723, 0.272588372278038, 0.17296801708873896], [0.099785867684188, 0.2726586695917325, 0.1681487218292639], [0.09904229182551523, 0.24939092363030546, 0.16271620287573516], [0.09463369776993315, 0.27237811330456413, 0.15335695501090688]]"
65,"[[-15270.4248046875, -427.4854431152344, -3880.932861328125], [-10563.40234375, -91.69861602783203, -1897.8870849609375], [-14446.5712890625, -395.0029602050781, -3403.6552734375], [-9846.3935546875, -150.6614990234375, -2067.22216796875], [-16602.275390625, -385.4670104980469, -4089.442138671875]]","[[0.05094636820655933, 0.0005008781406952334, 0.026020523172596247], [0.06349036977660841, 9.000033620764311e-08, 0.0315675120007663], [0.049142370368019384, 3.738083783475741e-05, 0.020831977665559095], [0.10728752194260721, 0.014262016541737426, 0.09113581942705824], [0.07616693516831363, 0.0017575554802950792, 0.04584467668468057]]","[[0.09297448526263884, 0.27248321374558765, 0.15567088135513044], [0.10294721548196774, 0.27269386362750514, 0.17358586536788212], [0.10033581364680924, 0.27278550274487545, 0.16852113210957587], [0.09922766898493696, 0.2491629173878805, 0.16256079820082753], [0.09506350291478362, 0.2717189765114659, 0.15352438950050118]]"
66,"[[-15154.697265625, -425.01312255859375, -3855.681396484375], [-10536.53125, -91.46977996826172, -1893.031494140625], [-14355.478515625, -393.5535583496094, -3385.25146484375], [-9816.1982421875, -149.8878631591797, -2059.978271484375], [-16440.43359375, -376.8207702636719, -4022.896728515625]]","[[0.05288322153303769, 0.00044052250543027483, 0.027142266114956633], [0.06336034680640648, 9.000025161706617e-08, 0.031108541827991998], [0.05036365595830379, 2.650835560778093e-05, 0.020654405581239082], [0.10696996865388168, 0.014524100504464664, 0.09139640847508886], [0.07413063982630554, 0.0036765703134820564, 0.0447227588306613]]","[[0.09349507253082416, 0.27264239547915775, 0.15577078582165726], [0.10324690158742042, 0.27260518696093927, 0.17466284754610342], [0.0991783676426292, 0.2725956923751265, 0.16800139468640501], [0.09911482624056135, 0.2504885214033813, 0.16179490099366092], [0.0941482189680643, 0.2700377368910635, 0.15366647527440305]]"
67,"[[-15047.8466796875, -422.377197265625, -3829.8427734375], [-10509.7294921875, -91.2424545288086, -1888.219482421875], [-14278.056640625, -391.8811340332031, -3368.1884765625], [-9787.111328125, -149.1082000732422, -2053.1337890625], [-16273.2265625, -369.93011474609375, -3948.4404296875]]","[[0.0538046503284727, 0.00042268453579034725, 0.029262928927530987], [0.06329457665430786, 9.000021354583367e-08, 0.03126419943352788], [0.05046555607423418, 0.00011296833599117282, 0.02124889758976655], [0.10707931616415478, 0.013609925420952634, 0.09129551979953116], [0.07383991535833, 0.006374390070646566, 0.0427359168592862]]","[[0.09307847084197912, 0.2724368593260509, 0.1566363349514536], [0.10262091386797437, 0.27275561132948856, 0.174093225228905], [0.09954509063490677, 0.2728160840000995, 0.1680081127842488], [0.09897562151313231, 0.2502537729040185, 0.16169219754227282], [0.0935329944345204, 0.26600733365622165, 0.15087927238686447]]"
68,"[[-14949.673828125, -419.9140625, -3803.658447265625], [-10483.021484375, -91.0147705078125, -1883.4046630859375], [-14203.9970703125, -390.190673828125, -3351.454833984375], [-9757.1767578125, -148.34185791015625, -2046.012939453125], [-16117.87890625, -364.3544616699219, -3899.286865234375]]","[[0.05628590751384466, 0.00037998039896090395, 0.03154863569655408], [0.06414513968690133, 9.000023069689998e-08, 0.031120699032197375], [0.049699486321073065, 0.00029838671998620405, 0.021192750969397704], [0.10713198059556787, 0.01382142169344107, 0.09166334394824524], [0.07285187861625828, 0.009099706798176704, 0.04229514239924107]]","[[0.09331057369373717, 0.27230508415804633, 0.15735584254604218], [0.10328757344892638, 0.27234043067569236, 0.17296202193362112], [0.09921951991571945, 0.27257295916698954, 0.16867058064753324], [0.09992621452216874, 0.2502734763916763, 0.16245211947956067], [0.09167746580300624, 0.2588303111829293, 0.14846559631413622]]"
69,"[[-14845.7314453125, -417.1313171386719, -3778.987060546875], [-10456.5302734375, -90.78958129882812, -1878.629638671875], [-14133.2587890625, -388.4326171875, -3335.41650390625], [-9726.7275390625, -147.7639617919922, -2040.2398681640625], [-15972.345703125, -359.7229919433594, -3863.877685546875]]","[[0.05691344058106214, 0.00014959069876718768, 0.032131616004115224], [0.06450333703583544, 9.000027256676657e-08, 0.031323168453586264], [0.050268998848047336, 0.00025415953046356755, 0.02187828236432639], [0.10738084618519951, 0.014234321384963663, 0.0923684931739479], [0.07212585883920393, 0.009719319571573053, 0.042037135175499396]]","[[0.09435346053407843, 0.272462180376622, 0.1564050818090386], [0.10309028593193209, 0.27268131010865587, 0.17275992535349588], [0.09910159937017254, 0.27268285943362996, 0.16733200749107582], [0.09945230573899952, 0.2490312857454337, 0.16226662696443286], [0.09216911117761306, 0.246662274126734, 0.1474348556398026]]"
70,"[[-14743.236328125, -415.2503662109375, -3757.951171875], [-10429.794921875, -90.56356048583984, -1873.806884765625], [-14062.4541015625, -386.944091796875, -3319.7099609375], [-9697.40625, -147.01475524902344, -2034.5477294921875], [-15823.19921875, -353.1640319824219, -3818.71435546875]]","[[0.058253871626798764, 0.00030176787199846046, 0.03418535949228536], [0.06367851693965958, 9.000013036714903e-08, 0.031236068316543103], [0.05085482090900201, 0.00027661053677858203, 0.021974754088462316], [0.10721684481886369, 0.013717419802066503, 0.09165094912823156], [0.07091959809687558, 0.008530396905416961, 0.04212369450250019]]","[[0.09533225448493181, 0.2727431397912312, 0.15463483922460908], [0.10316885137707049, 0.27279761903875854, 0.17304014008580712], [0.09838009302049405, 0.27237534183716067, 0.16741537114528054], [0.09896899952490541, 0.2496763378935585, 0.16325548982745947], [0.09001793404366094, 0.23573059039463073, 0.14615364717194712]]"
71,"[[-14652.1142578125, -414.3897705078125, -3755.68603515625], [-10403.4873046875, -90.34087371826172, -1869.0784912109375], [-13992.06640625, -385.2013244628906, -3303.865478515625], [-9664.6533203125, -147.038818359375, -2029.46630859375], [-15676.2744140625, -346.0227355957031, -3772.062255859375]]","[[0.05940281291915629, 0.00021455039121906166, 0.0367905739052658], [0.06378504865685278, 9.000021975654548e-08, 0.031703129483412064], [0.05108555235546104, 0.0003018290727288166, 0.021956530494791363], [0.10716555637586712, 0.014300158620176365, 0.09156985755402544], [0.07045986889057035, 0.006518227049164048, 0.04072831783836973]]","[[0.09492061927658706, 0.2724656788273409, 0.15505949917957984], [0.103270218233674, 0.2726785044915143, 0.17416319420146345], [0.09930239198796707, 0.2725132162916684, 0.16812230430416739], [0.09871770813258415, 0.2470355109408663, 0.16312300783841643], [0.08937469182230053, 0.23119698863363156, 0.1449954085287933]]"
72,"[[-14535.7568359375, -412.1446838378906, -3729.752685546875], [-10377.1083984375, -90.1214599609375, -1864.346435546875], [-13903.634765625, -384.5591735839844, -3288.1787109375], [-9634.931640625, -146.29412841796875, -2022.460205078125], [-15535.5712890625, -338.7646484375, -3721.755615234375]]","[[0.06198244452545566, 0.00027152856301172746, 0.03843419756766658], [0.06361789734906607, 9.000029770840018e-08, 0.03155281899639206], [0.05226244656334179, 0.0005975970423819734, 0.0235229307870393], [0.10748735001714438, 0.014833182673198024, 0.09185327032100142], [0.07000742105756351, 0.004404090003642675, 0.040395125389378846]]","[[0.09581319433666681, 0.2725045473754205, 0.15549664234157928], [0.10415899315866203, 0.27249260203056724, 0.17261045438818906], [0.09940503092395449, 0.2722645196387018, 0.16661145252153858], [0.09967648666782127, 0.24826056769272553, 0.16129260446217975], [0.08900574147651993, 0.22350326603808834, 0.14391450212101717]]"
73,"[[-14416.072265625, -409.52142333984375, -3703.016845703125], [-10350.7236328125, -89.89683532714844, -1859.5921630859375], [-13823.1015625, -385.2264099121094, -3272.934326171875], [-9605.7724609375, -145.53854370117188, -2015.4512939453125], [-15396.6962890625, -332.3463134765625, -3679.20068359375]]","[[0.06345215402357073, 0.00034640610713203323, 0.03978480998370953], [0.06363476984506235, 9.000022557427876e-08, 0.031446342078209316], [0.05353255354639084, 0.0029825336060884254, 0.026952539815413158], [0.10760828316628966, 0.0145106408646179, 0.09177498217818567], [0.06756146119108403, 0.0027778839522304977, 0.04005909638420919]]","[[0.09520482414255937, 0.2724219018411022, 0.15581304068503754], [0.10331937803722849, 0.2727207295612628, 0.1716998167888525], [0.09820869338365457, 0.2709319276948151, 0.16440726810531436], [0.09839912151274736, 0.24714817009713883, 0.16126631899764501], [0.08894662594410624, 0.219017451508244, 0.14477646420692095]]"
74,"[[-14304.8955078125, -407.4312744140625, -3680.32373046875], [-10324.5849609375, -89.67630004882812, -1854.8819580078125], [-13745.8701171875, -383.3277587890625, -3257.318115234375], [-9576.33203125, -144.7943115234375, -2008.448486328125], [-15266.0400390625, -326.0450439453125, -3636.226318359375]]","[[0.064673867161248, 0.0001937238974976161, 0.040737766577123476], [0.06416737743687426, 9.000025509286587e-08, 0.031780837428549105], [0.052906148668412256, 0.004497670739861817, 0.026278190270396733], [0.10759129621882486, 0.014553149861236873, 0.09208955060677075], [0.06730999992593259, 0.0016081164711988474, 0.03973014868118908]]","[[0.09402932125964615, 0.2726431456929829, 0.15607783654365417], [0.10371338571582202, 0.27282893205425823, 0.1732449902625079], [0.09756963917138092, 0.26888173414088473, 0.16337032292373288], [0.09919822603490422, 0.2483896022598029, 0.1628579217467533], [0.08797305596262027, 0.2184321452692295, 0.14241158014085076]]"
75,"[[-14188.9140625, -405.0921325683594, -3652.78125], [-10298.4033203125, -89.45701599121094, -1850.1839599609375], [-13676.7880859375, -381.2207946777344, -3238.0546875], [-9547.3837890625, -144.0519256591797, -2001.519287109375], [-15144.6103515625, -320.2874755859375, -3599.973388671875]]","[[0.06598548543684178, 0.00016416188263962696, 0.042069123448349274], [0.06408499761459394, 9.000023724537835e-08, 0.031289777842982765], [0.05331940893405549, 0.006337380287168657, 0.028551699734353585], [0.10788180784717127, 0.01457173534677783, 0.09119446873756035], [0.06672912559030297, 0.0008751756249786905, 0.03990878114613325]]","[[0.09479732799670867, 0.27251203204563595, 0.15625559949267392], [0.10414850092969613, 0.2725917871013196, 0.17354923929933325], [0.09898151376968352, 0.26600628038771634, 0.1645885049637661], [0.09792232834444886, 0.24768373502601615, 0.16304123841694756], [0.08712072404624156, 0.21501302497990998, 0.1429723749137482]]"
76,"[[-14093.390625, -404.5586242675781, -3639.9150390625], [-10272.3369140625, -89.23812103271484, -1845.5108642578125], [-13604.73828125, -379.7903137207031, -3220.57861328125], [-9518.4150390625, -143.31573486328125, -1994.6033935546875], [-15034.4931640625, -315.2740173339844, -3561.908203125]]","[[0.067838285803568, 6.144115267793242e-06, 0.04545817146738342], [0.06478261194652925, 9.000027783918492e-08, 0.03126560906736037], [0.05405484081657843, 0.008539251139720318, 0.02888770472205637], [0.1080615665778941, 0.015007320364085872, 0.09275920542900302], [0.06531778565374585, 0.000798222368849365, 0.03899023718700788]]","[[0.09563051701664432, 0.2725391766015726, 0.1585643430023446], [0.10370436417796113, 0.2727923348383808, 0.17233103682918105], [0.09777323248725654, 0.26281796978570204, 0.16576785217275591], [0.09800123683530089, 0.24860462150525955, 0.16308881407996925], [0.08717366755073946, 0.21523699960693946, 0.14253136308797268]]"
77,"[[-13978.001953125, -403.73602294921875, -3613.353271484375], [-10246.4267578125, -89.02083587646484, -1840.8544921875], [-13528.609375, -378.137451171875, -3203.539794921875], [-9491.451171875, -142.68862915039062, -1990.4417724609375], [-14925.0302734375, -310.97454833984375, -3529.949462890625]]","[[0.06986489844033, 7.462529952195777e-05, 0.04889061569820903], [0.06410562242027913, 9.000030227754405e-08, 0.03190857340121701], [0.054754395213599254, 0.009230412088383419, 0.028697665841151587], [0.10779960575041504, 0.014880718030511945, 0.09193162288628157], [0.06480825754505015, 0.0006393438884162565, 0.038588322061101]]","[[0.09522969818954206, 0.2726878196692994, 0.15797940988497275], [0.1025645268475077, 0.27270978186998107, 0.17299147648331112], [0.09828313760768474, 0.26022578639154004, 0.16396793772147142], [0.09848308463041887, 0.24789943611727502, 0.1631194933636958], [0.08684909323343272, 0.2155962458335945, 0.14063625723148093]]"
78,"[[-13867.1220703125, -403.84954833984375, -3591.1533203125], [-10220.453125, -88.80322265625, -1836.1837158203125], [-13453.8896484375, -376.615966796875, -3187.166748046875], [-9461.8359375, -141.95712280273438, -1983.421630859375], [-14822.265625, -308.094970703125, -3504.644775390625]]","[[0.07171047314862, 0.0003428723883123122, 0.05328098788998541], [0.06370479516354771, 9.000025622891145e-08, 0.03117453582526988], [0.05440300324037515, 0.010067881912419393, 0.03006164910718867], [0.10770035930094347, 0.014005554109972241, 0.09211346196587755], [0.06293804626619526, 0.0007810294701335021, 0.03944089992765419]]","[[0.09586519439093547, 0.27269083379646586, 0.16013212594378948], [0.10307471976476262, 0.2728254344897594, 0.17235143535418387], [0.09696789672766185, 0.2581571017482488, 0.16260407368222596], [0.09836502465083537, 0.24707165588420102, 0.16366626137401072], [0.08562300076536154, 0.21389233920349432, 0.14073729069719587]]"
79,"[[-13769.76953125, -402.69305419921875, -3568.4462890625], [-10194.4580078125, -88.58557891845703, -1831.5029296875], [-13382.623046875, -374.7124938964844, -3169.475830078125], [-9432.58203125, -141.2323455810547, -1976.519775390625], [-14723.9677734375, -305.2098693847656, -3474.4228515625]]","[[0.07298055672384109, 0.00032962966350784894, 0.054970193742985264], [0.06439260155281024, 9.000024663790285e-08, 0.03132829015520506], [0.05493300145818979, 0.01004944218634312, 0.030818685751275502], [0.10734997529620735, 0.014241547398573735, 0.09224873918565249], [0.062176546202616194, 0.0010119398626000948, 0.0389336213136732]]","[[0.0952530300819166, 0.27241230891106255, 0.15936080927172397], [0.10241836999931755, 0.27259760219937973, 0.17449868023097667], [0.09886931891006383, 0.25752473442408924, 0.1644853204837286], [0.09954436861826234, 0.24870330367196558, 0.16319164670395164], [0.08553745492723525, 0.21500273722284444, 0.14122975078104832]]"
80,"[[-13686.802734375, -400.55242919921875, -3543.117919921875], [-10168.810546875, -88.36985778808594, -1826.90673828125], [-13312.34765625, -372.91259765625, -3152.9853515625], [-9404.69140625, -140.5087127685547, -1969.7279052734375], [-14638.3857421875, -303.7570495605469, -3451.9365234375]]","[[0.07358594664366387, 0.0003928015525831188, 0.056840301933330686], [0.06341678505174339, 9.000022277393094e-08, 0.03134341465099402], [0.05498617165625828, 0.01076860255755665, 0.0301632939304296], [0.10833301804924732, 0.013884635274996593, 0.091985144691906], [0.06176580251567216, 0.0016540697472695537, 0.03823180031335431]]","[[0.0969613424749894, 0.272434873675172, 0.15795271779414058], [0.10387832141399943, 0.27258212983379315, 0.17365355012272282], [0.09885569048106965, 0.2558284955048371, 0.1624046554323897], [0.09864792756345445, 0.24711516212126614, 0.1632601766620659], [0.08472487531851715, 0.21494959816105114, 0.14089348535222895]]"
