epoch,likelihood,decodingST,decodingTS
48,"[[-2.5245251655578613, -2.7571303844451904, -3.6297621726989746], [-2.525782346725464, -2.757370710372925, -3.629389762878418], [-2.5255939960479736, -2.7582929134368896, -3.63002347946167], [-2.521291971206665, -2.754363536834717, -3.6282846927642822], [-6.263523101806641, -5.533795356750488, -3.574394941329956]]","[[8.889238378063789e-08, 8.889588810178862e-08, 8.88911149553722e-08], [8.889187745135275e-08, 8.889306918634604e-08, 8.891123979058919e-08], [8.889111970297584e-08, 8.88929532003415e-08, 8.890428887627548e-08], [8.889136960118866e-08, 8.890763501133099e-08, 8.889263600164196e-08], [0.01956391076209434, 0.018470125357331082, 0.009657550884160246]]","[[0.1400056089696197, 0.1648196692011323, 0.2424602295965564], [0.1336585039114137, 0.16741353162078826, 0.24599803328084818], [0.13853934386452252, 0.1641598237165464, 0.24007761086068138], [0.1375114841572309, 0.1646970236990303, 0.24286752173641565], [0.0997626792515073, 0.13107190591894105, 0.17751225868938705]]"
49,"[[-2.5273351669311523, -2.7552809715270996, -3.6277976036071777], [-2.5234429836273193, -2.760225772857666, -3.6321542263031006], [-2.527207374572754, -2.7601523399353027, -3.63041353225708], [-2.5256075859069824, -2.7575523853302, -3.629631519317627], [-6.261782169342041, -5.535487651824951, -3.575376510620117]]","[[8.891773956751327e-08, 8.889330025798967e-08, 8.891508471079683e-08], [8.889728660943785e-08, 8.889185833761009e-08, 8.889130841916271e-08], [8.891534789066718e-08, 8.889373998267247e-08, 8.891214355042334e-08], [8.889987542742634e-08, 8.890193788006627e-08, 8.889873507638258e-08], [0.021023331723530443, 0.0174846249110656, 0.011199512101759212]]","[[0.1253398175594959, 0.1690694560270027, 0.24153583303958287], [0.13101553382328673, 0.15843252212895187, 0.2415412221833754], [0.12901713110221863, 0.16279971117269404, 0.2384414003066916], [0.13523346623213645, 0.16244264959681692, 0.23640976120833085], [0.09977776302718115, 0.13709479711996167, 0.17871552534059848]]"
50,"[[-2.5238194465637207, -2.756625175476074, -3.629396915435791], [-2.524989128112793, -2.757174491882324, -3.629483222961426], [-2.526474714279175, -2.7594850063323975, -3.6302335262298584], [-2.522333860397339, -2.7598824501037598, -3.632171869277954], [-6.258320331573486, -5.530459403991699, -3.5739078521728516]]","[[8.889347588765492e-08, 8.889586367119249e-08, 8.890175078814733e-08], [8.890304074499075e-08, 8.889061849307628e-08, 8.890031341405116e-08], [8.889202552027338e-08, 8.890139425288275e-08, 8.889988080480671e-08], [8.890266275349987e-08, 8.889755328276395e-08, 8.891237916508897e-08], [0.0199886774789855, 0.017882916783954438, 0.011961534903714162]]","[[0.13500308843117922, 0.16699015720875135, 0.2388674625600624], [0.14262545241330252, 0.16633870280076785, 0.2403250902537516], [0.12939485990699073, 0.16384327963147066, 0.24165514304181845], [0.12944283072054516, 0.16892605751325943, 0.2442025847888046], [0.09506752996704555, 0.13361337635848025, 0.1804574076705645]]"
51,"[[-2.52321457862854, -2.7557713985443115, -3.630427837371826], [-2.5250496864318848, -2.757326602935791, -3.6297781467437744], [-2.518872022628784, -2.7622814178466797, -3.6345300674438477], [-2.524256467819214, -2.757174491882324, -3.6298134326934814], [-6.268046855926514, -5.536895275115967, -3.5751187801361084]]","[[8.892127778812831e-08, 8.889160004518075e-08, 8.891355187622149e-08], [8.89019617239648e-08, 8.889062870990936e-08, 8.890366002952214e-08], [8.889210112481358e-08, 8.889329473291841e-08, 8.890122538400149e-08], [8.889413743694663e-08, 8.890862436435291e-08, 8.889095494623519e-08], [0.020724484976818027, 0.01736084882062405, 0.011065092674620778]]","[[0.1308009476144919, 0.1589283729630035, 0.23980743396367707], [0.13008021099516376, 0.15861553454252297, 0.2337026444169448], [0.13612526769549607, 0.16821776407268196, 0.23561778777089532], [0.12711972577613542, 0.15875200994794608, 0.2408008340568153], [0.10061664053327321, 0.13494085281518944, 0.1796033452189566]]"
52,"[[-2.524343729019165, -2.7568359375, -3.629403829574585], [-2.5220448970794678, -2.7606379985809326, -3.6326801776885986], [-2.5268242359161377, -2.757817268371582, -3.6287825107574463], [-2.5268309116363525, -2.7510080337524414, -3.625126600265503], [-6.2620038986206055, -5.535149097442627, -3.5752246379852295]]","[[8.889652762003682e-08, 8.889138507772531e-08, 8.88940797817502e-08], [8.889167761880421e-08, 8.891406790975393e-08, 8.889513925516479e-08], [8.889524548512604e-08, 8.89011625746779e-08, 8.888956383138006e-08], [8.889677763779462e-08, 8.889110664809958e-08, 8.889784124605465e-08], [0.01822548097307206, 0.01803686488443487, 0.010813480496480553]]","[[0.13722790332026483, 0.17270535039614057, 0.2392403069335684], [0.14278334746202426, 0.16974570766420466, 0.2370145069368856], [0.12818833196161356, 0.16211444079337953, 0.2408359116147906], [0.12919239120859632, 0.1605154938699217, 0.24217282571123003], [0.09581697981934567, 0.12910343761846632, 0.18227032374762717]]"
53,"[[-2.5250091552734375, -2.7574148178100586, -3.6301047801971436], [-2.5295331478118896, -2.760996103286743, -3.630249500274658], [-2.527301549911499, -2.7588963508605957, -3.630443572998047], [-2.525473117828369, -2.7575278282165527, -3.6294286251068115], [-6.25956392288208, -5.5357818603515625, -3.5761585235595703]]","[[8.890118289695556e-08, 8.88978147053882e-08, 8.889370708985051e-08], [8.88896268687693e-08, 8.889388275660911e-08, 8.889748878946998e-08], [8.889633860308832e-08, 8.889218884328519e-08, 8.889471115893025e-08], [8.889018619822458e-08, 8.889301853225221e-08, 8.889801625602946e-08], [0.017679494064344554, 0.018025633848788514, 0.01127926272746528]]","[[0.12829197583278598, 0.16394120630963885, 0.23861804195289835], [0.1327478841493896, 0.1676765239779276, 0.2408878954983471], [0.13250318005798403, 0.16419085280473486, 0.24592776203115863], [0.13442189117345524, 0.1703029486113034, 0.25078570313375625], [0.10109961456887066, 0.13960304727671427, 0.178664945678696]]"
54,"[[-2.525815963745117, -2.7575817108154297, -3.629403829574585], [-2.5254125595092773, -2.7574002742767334, -3.629446268081665], [-2.526467800140381, -2.75771427154541, -3.6284894943237305], [-2.5275299549102783, -2.760103225708008, -3.629781723022461], [-6.265257358551025, -5.538907051086426, -3.576345682144165]]","[[8.890793960830278e-08, 8.889552401503216e-08, 8.889354242733084e-08], [8.889164834709599e-08, 8.889367760752982e-08, 8.889467954525449e-08], [8.889233408604843e-08, 8.889265819069599e-08, 8.88920337047044e-08], [8.889227202829166e-08, 8.890878348457953e-08, 8.889134671266543e-08], [0.01957728499122915, 0.01820871079169874, 0.01080317050230024]]","[[0.13189338589295055, 0.16017617227861627, 0.23745786641321143], [0.12747386693614385, 0.16652396269345993, 0.2379938993047867], [0.12878653205513801, 0.16255252686565203, 0.24097544927342757], [0.13714925176610915, 0.16558986453758853, 0.23584708923537348], [0.10119382459145523, 0.1371228112013056, 0.17626125780357302]]"
55,"[[-2.5264410972595215, -2.757974147796631, -3.6294991970062256], [-2.524384021759033, -2.7566349506378174, -3.6294286251068115], [-2.5237925052642822, -2.7570273876190186, -3.629063129425049], [-2.525284767150879, -2.7576160430908203, -3.6296651363372803], [-6.266258716583252, -5.538489818572998, -3.5759096145629883]]","[[8.888983327026945e-08, 8.889149681695117e-08, 8.890308204365696e-08], [8.889838082685193e-08, 8.889314190035265e-08, 8.889527169322469e-08], [8.891170242051279e-08, 8.88953254539229e-08, 8.889296367796324e-08], [8.889352660382802e-08, 8.889033671026345e-08, 8.890188311368575e-08], [0.017792137758481045, 0.016783927102892646, 0.01121046884729569]]","[[0.13067859597252537, 0.16013180703765587, 0.23913629282043913], [0.14829565630733987, 0.1629683148253181, 0.2338989764593121], [0.12539870003359666, 0.16523201028756454, 0.24560671379970356], [0.13403817629157355, 0.15966889675473567, 0.24641412370395457], [0.09525430012764158, 0.13682393467379966, 0.17974567274392347]]"
56,"[[-2.528470993041992, -2.7595293521881104, -3.6298346519470215], [-2.5259368419647217, -2.7579152584075928, -3.6293227672576904], [-2.5258426666259766, -2.7575278282165527, -3.6297497749328613], [-2.5253655910491943, -2.758577585220337, -3.630228281021118], [-6.261647701263428, -5.536409854888916, -3.5758635997772217]]","[[8.889192924623372e-08, 8.889149450036289e-08, 8.891206839542021e-08], [8.89031703630597e-08, 8.88954188459392e-08, 8.889342221968311e-08], [8.889119168511741e-08, 8.890456458630119e-08, 8.890846831091849e-08], [8.88945117782823e-08, 8.889158832746311e-08, 8.889447498126763e-08], [0.019989088201066676, 0.01870736326263867, 0.0110553535998076]]","[[0.13274853365421127, 0.1730115750569812, 0.2500651731914633], [0.13705620446165212, 0.160806777761158, 0.23719555190021038], [0.13197190089346655, 0.15910024577783127, 0.24212401641817596], [0.13603792566424858, 0.15928152298716913, 0.2454426250720159], [0.10112696765191036, 0.1408528672321713, 0.17714478694001937]]"
57,"[[-2.522958993911743, -2.7603533267974854, -3.6310508251190186], [-2.529412269592285, -2.7546775341033936, -3.6267242431640625], [-2.5300776958465576, -2.7592594623565674, -3.6289713382720947], [-2.5231473445892334, -2.75732159614563, -3.63124680519104], [-6.26202392578125, -5.535468101501465, -3.5754611492156982]]","[[8.889452145178612e-08, 8.891076261211276e-08, 8.88998087460207e-08], [8.88951659909376e-08, 8.891315691984405e-08, 8.890697545570627e-08], [8.889043708136832e-08, 8.890364926383927e-08, 8.889354167026816e-08], [8.88957841321954e-08, 8.889106558326132e-08, 8.891266089342637e-08], [0.019004764206721505, 0.01855255490786467, 0.01127845177362943]]","[[0.1285729739624751, 0.172293071022995, 0.243587170095064], [0.13227362841717832, 0.16394816877487658, 0.23640432700963587], [0.1388942431364661, 0.16792427862182285, 0.24713999283235794], [0.1339891405908875, 0.16903470405214763, 0.23893168182350116], [0.09858612215356033, 0.13837150442288706, 0.18176125904488993]]"
58,"[[-2.525728464126587, -2.7575571537017822, -3.629354476928711], [-2.5252108573913574, -2.7574541568756104, -3.6296403408050537], [-2.528235912322998, -2.759347677230835, -3.630072832107544], [-2.523947238922119, -2.7571401596069336, -3.6317903995513916], [-6.26303243637085, -5.535482883453369, -3.5752017498016357]]","[[8.889736599790784e-08, 8.889650485722498e-08, 8.889026532355715e-08], [8.891096700223856e-08, 8.89034969303221e-08, 8.88972475581402e-08], [8.888970023412059e-08, 8.889947079056598e-08, 8.890251325697777e-08], [8.890717813085092e-08, 8.889374076277945e-08, 8.88921039873705e-08], [0.01823284103392689, 0.018458535400314648, 0.010302492961758999]]","[[0.13716113012086759, 0.16502889624399572, 0.24564048935670646], [0.13260324401525206, 0.15767485583315907, 0.24324436251907014], [0.12837027364799197, 0.16288917463432795, 0.24626003218613163], [0.13577445904354532, 0.16334858156990525, 0.2304114134403189], [0.0951070975920154, 0.13460357147171434, 0.1802734915375447]]"
59,"[[-2.5259504318237305, -2.7581164836883545, -3.6299829483032227], [-2.529069423675537, -2.7590582370758057, -3.6288936138153076], [-2.5234766006469727, -2.7569684982299805, -3.631354570388794], [-2.5254528522491455, -2.7575130462646484, -3.6296210289001465], [-6.259133338928223, -5.534751892089844, -3.57561993598938]]","[[8.88923575403921e-08, 8.889099788224085e-08, 8.8910395837701e-08], [8.889413637901572e-08, 8.889486546604014e-08, 8.889184315898896e-08], [8.889894081053112e-08, 8.889248748843487e-08, 8.889607520859936e-08], [8.889237097077075e-08, 8.889181137671212e-08, 8.889073600184912e-08], [0.02025017631195506, 0.0175887430956852, 0.012666222294921651]]","[[0.13783876937795664, 0.162589103834857, 0.24654197999283953], [0.13104134406651735, 0.16749660290183102, 0.2439628113828264], [0.12957635893371608, 0.17927445073004983, 0.23853658131891747], [0.131122898143187, 0.16415057275553785, 0.24131381247385225], [0.10056010428088527, 0.13878855578531976, 0.17888075096679756]]"
60,"[[-2.523994207382202, -2.756065845489502, -3.6295769214630127], [-2.5224413871765137, -2.7549033164978027, -3.629532814025879], [-2.5270190238952637, -2.7549915313720703, -3.627652645111084], [-2.5230464935302734, -2.755143642425537, -3.629495620727539], [-6.263845443725586, -5.535408973693848, -3.5750515460968018]]","[[8.889477923874334e-08, 8.889621111923042e-08, 8.891248958763812e-08], [8.890226538779587e-08, 8.889710060427026e-08, 8.889691796974242e-08], [8.88959750026647e-08, 8.889379335968222e-08, 8.890337130776101e-08], [8.889661574882153e-08, 8.889367315433289e-08, 8.890032448082629e-08], [0.018083169417339066, 0.01814055834789958, 0.01186767050179312]]","[[0.1299087463006132, 0.1649992008587754, 0.24811453834888464], [0.12936334361549653, 0.16804316810571285, 0.23978807237952465], [0.13741822125770287, 0.16609419709158513, 0.2399207916121988], [0.13791394187249395, 0.15773540525786406, 0.250184641143373], [0.09882844733595854, 0.1292865779792646, 0.178209831088905]]"
61,"[[-2.526010751724243, -2.7583961486816406, -3.6301116943359375], [-2.525136947631836, -2.7572383880615234, -3.6297974586486816], [-2.5244243144989014, -2.7568604946136475, -3.6309289932250977], [-2.5225086212158203, -2.754854202270508, -3.6298892498016357], [-6.264053821563721, -5.535668849945068, -3.5751044750213623]]","[[8.89118359431179e-08, 8.889412259423434e-08, 8.889727912381381e-08], [8.88996893597447e-08, 8.890968681699874e-08, 8.889487643160824e-08], [8.889070617353726e-08, 8.889905568188564e-08, 8.889358285143813e-08], [8.889207693006306e-08, 8.889200842504556e-08, 8.890242123265575e-08], [0.01964245956516923, 0.017129064424252514, 0.012281571931444543]]","[[0.12606807851822113, 0.1713927149494256, 0.2474272317447108], [0.13708343447161941, 0.15816895239536982, 0.23939887536417456], [0.13157126223181864, 0.16104974250587625, 0.2416650633658722], [0.13279252862287075, 0.16113150144405636, 0.24219347446971398], [0.10351764145767729, 0.1330606389683884, 0.17406551452839045]]"
62,"[[-2.525378942489624, -2.757277488708496, -3.629580497741699], [-2.525473117828369, -2.7576258182525635, -3.6297762393951416], [-2.5294458866119385, -2.7608635425567627, -3.6305758953094482], [-2.5249152183532715, -2.75771427154541, -3.629638671875], [-6.258340358734131, -5.527005672454834, -3.572181224822998]]","[[8.889271441881452e-08, 8.89106705153488e-08, 8.889121972192213e-08], [8.890262012705964e-08, 8.889000822149068e-08, 8.890058954338134e-08], [8.889356005795452e-08, 8.889198016042241e-08, 8.88942938490751e-08], [8.890675261660535e-08, 8.890582773337917e-08, 8.891487016068136e-08], [0.01883151508107154, 0.018010412872902837, 0.011290525570294375]]","[[0.13638071785076522, 0.1720317825751898, 0.23445935859808545], [0.13726142078556364, 0.1631375815200292, 0.24511887363003376], [0.1297822490842889, 0.16273606469375002, 0.24106806343506912], [0.1364656152817986, 0.16592568986107264, 0.24197028794396766], [0.09477439296726858, 0.1411608344176678, 0.17921033125508246]]"
63,"[[-2.5253922939300537, -2.7575669288635254, -3.6297128200531006], [-2.5253183841705322, -2.7578024864196777, -3.6298258304595947], [-2.528625726699829, -2.75628662109375, -3.6288726329803467], [-2.5281753540039062, -2.757993698120117, -3.6288318634033203], [-6.257789134979248, -5.536296844482422, -3.576645612716675]]","[[8.890186183836332e-08, 8.891042043606485e-08, 8.889079825725436e-08], [8.891555436503856e-08, 8.890121759817388e-08, 8.889403854450406e-08], [8.889318861234235e-08, 8.890698589848771e-08, 8.8894820314142e-08], [8.888982814587454e-08, 8.889283988342332e-08, 8.89097372735758e-08], [0.01975375724292741, 0.017272185152588375, 0.010676914855790656]]","[[0.1320587761061254, 0.15203757368992155, 0.24582995074283068], [0.12999568852875587, 0.16125454659112676, 0.24620671074534137], [0.1363029742393289, 0.16311037565738973, 0.242921166989147], [0.13441286580262807, 0.16548129599205125, 0.23991631006445763], [0.1011103354111318, 0.13840780159324978, 0.1788498678331672]]"
64,"[[-2.524747133255005, -2.7574541568756104, -3.6306166648864746], [-2.5263938903808594, -2.757262945175171, -3.6286165714263916], [-2.524384021759033, -2.7568359375, -3.629525661468506], [-2.525177240371704, -2.7574100494384766, -3.6296491622924805], [-6.263126373291016, -5.536654949188232, -3.5757241249084473]]","[[8.889553823714357e-08, 8.890020362724041e-08, 8.89102332472011e-08], [8.889319060224798e-08, 8.891337505327324e-08, 8.889077164181355e-08], [8.889330346969968e-08, 8.890224502343777e-08, 8.891227621606886e-08], [8.89014085313891e-08, 8.890797846913045e-08, 8.889462098043533e-08], [0.018141277281118532, 0.018150066592116848, 0.01077931246975676]]","[[0.13403572995553784, 0.1736014823219142, 0.24216426455008944], [0.12603805549541852, 0.16407019731841083, 0.2382598391599984], [0.12825827774002457, 0.17269700361519996, 0.24281381745255318], [0.13347728063586828, 0.1611394767335253, 0.24472706659457094], [0.10792002932915311, 0.13526418725035783, 0.17788512311129367]]"
65,"[[-2.525425910949707, -2.7575523853302, -3.6296722888946533], [-2.5220179557800293, -2.7596616744995117, -3.6318628787994385], [-2.5243706703186035, -2.757164716720581, -3.629702091217041], [-2.525325059890747, -2.7558696269989014, -3.6290085315704346], [-6.266857147216797, -5.534766674041748, -3.5741424560546875]]","[[8.890725983770679e-08, 8.88907452072342e-08, 8.889070272654315e-08], [8.88944657457156e-08, 8.889195446589808e-08, 8.889888642435443e-08], [8.889789555408829e-08, 8.889116450659968e-08, 8.890207579620531e-08], [8.890002489270666e-08, 8.889682299405388e-08, 8.889356503351822e-08], [0.020604782098121006, 0.01835784771937845, 0.010913320838482572]]","[[0.1299791180349201, 0.15391642379589385, 0.23445126090079718], [0.14043799552108271, 0.1662043061605318, 0.2478711352945859], [0.12889191680051057, 0.17109807237703, 0.23885398849932243], [0.13164603871652747, 0.16299959827593605, 0.24246754243700647], [0.09927068327161451, 0.13092000501914744, 0.18147376381389185]]"
66,"[[-2.520263433456421, -2.755202531814575, -3.6309890747070312], [-2.525439500808716, -2.75923490524292, -3.6305036544799805], [-2.5256412029266357, -2.758366584777832, -3.6300888061523438], [-2.525439500808716, -2.7575278282165527, -3.629788637161255], [-6.263677597045898, -5.537979602813721, -3.5760083198547363]]","[[8.889170588205714e-08, 8.889691198380443e-08, 8.889129617194619e-08], [8.891151263345526e-08, 8.888989522958635e-08, 8.889311801340602e-08], [8.890040196030969e-08, 8.889114255069861e-08, 8.890342255813339e-08], [8.88964323637044e-08, 8.890684058472337e-08, 8.890230069190527e-08], [0.021219744199916655, 0.018388860554584337, 0.010327404283382621]]","[[0.1344438862192206, 0.1606716053568788, 0.24819653114232884], [0.12436591986709576, 0.16845829012230817, 0.245482324516584], [0.12676520835702523, 0.16471733904453661, 0.24102379367563714], [0.129886395444084, 0.16352909658153836, 0.24280771929486164], [0.10527612963672373, 0.1333384245399501, 0.17237654143383188]]"
67,"[[-2.524585723876953, -2.7566986083984375, -3.629509687423706], [-2.5242698192596436, -2.756718397140503, -3.6297216415405273], [-2.5239739418029785, -2.753382444381714, -3.6279280185699463], [-2.5181729793548584, -2.7516262531280518, -3.6283888816833496], [-6.263294219970703, -5.535198211669922, -3.5750975608825684]]","[[8.889902977680905e-08, 8.889585672371175e-08, 8.889207428985882e-08], [8.889452307505239e-08, 8.889235926523646e-08, 8.889486646822149e-08], [8.890466198307622e-08, 8.89045395666163e-08, 8.889165756155772e-08], [8.88909274095148e-08, 8.891537162690957e-08, 8.890666619721415e-08], [0.01819363263512415, 0.018008757996491834, 0.011738076742520283]]","[[0.13076755464260667, 0.16530113768568883, 0.24899430407267809], [0.13386302816593443, 0.16313642732904055, 0.24451082912073732], [0.13587177617506335, 0.17146756048124803, 0.23686885989294562], [0.13385238856438061, 0.15835218446390928, 0.24022658249596227], [0.09591150126839568, 0.13209269250157668, 0.17796364080818938]]"
68,"[[-2.523611068725586, -2.7562570571899414, -3.6292202472686768], [-2.525782346725464, -2.757768154144287, -3.6296615600585938], [-2.5260846614837646, -2.757709264755249, -3.6296279430389404], [-2.525143623352051, -2.757424831390381, -3.629737615585327], [-6.253937244415283, -5.534276008605957, -3.576273202896118]]","[[8.889202224347464e-08, 8.889965158845777e-08, 8.891012624905076e-08], [8.889322057312887e-08, 8.889024124442832e-08, 8.889142926441943e-08], [8.890327566278559e-08, 8.890477690141202e-08, 8.889196797110533e-08], [8.890122420116842e-08, 8.889301869419195e-08, 8.889562627114972e-08], [0.019168813725978964, 0.01979519274306742, 0.010799154944253138]]","[[0.12876671404079412, 0.16100343017615615, 0.2370559486953478], [0.12683600486991303, 0.17008890942831986, 0.24233652214190826], [0.14065343208709427, 0.1610603911306929, 0.24396077613433317], [0.1328087879408346, 0.1735367950475262, 0.23936799562639155], [0.10091603738809339, 0.13318058350723624, 0.18043615004928218]]"
69,"[[-2.526118278503418, -2.7580182552337646, -3.629772901535034], [-2.525782346725464, -2.757768154144287, -3.6298980712890625], [-2.5259974002838135, -2.752729892730713, -3.6263322830200195], [-2.520357608795166, -2.761761426925659, -3.6335999965667725], [-6.264060974121094, -5.53804349899292, -3.5761513710021973]]","[[8.889345538982866e-08, 8.889643655649658e-08, 8.890999933773631e-08], [8.889390645510185e-08, 8.889480670251066e-08, 8.891839799466649e-08], [8.889283552247268e-08, 8.889737227534625e-08, 8.889202802488277e-08], [8.889234065803565e-08, 8.889088457625765e-08, 8.889079250684121e-08], [0.01826709792833927, 0.018926825443556314, 0.010479278346605827]]","[[0.12663383708511006, 0.16372473849941913, 0.2454975834902613], [0.13471923776279185, 0.16561025402818008, 0.2442452186542796], [0.13024087913729784, 0.16569088524007897, 0.24446320323361337], [0.12964094708641227, 0.1676139969328314, 0.23520986020905318], [0.09828107517257455, 0.138787736449957, 0.1777339962916385]]"
70,"[[-2.5251975059509277, -2.7577385902404785, -3.6300251483917236], [-2.5299432277679443, -2.7610206604003906, -3.6284823417663574], [-2.526656150817871, -2.75900936126709, -3.630244016647339], [-2.52453875541687, -2.7570765018463135, -3.6295204162597656], [-6.263267517089844, -5.532622814178467, -3.573890209197998]]","[[8.889128464658891e-08, 8.890292587195314e-08, 8.89158865067007e-08], [8.889846416532144e-08, 8.889242386547951e-08, 8.889770946083305e-08], [8.889372711957333e-08, 8.88917587780828e-08, 8.889515478773616e-08], [8.889596988360089e-08, 8.889262154918178e-08, 8.88945056204767e-08], [0.020536948192879267, 0.017396750307732634, 0.011772715073638697]]","[[0.13582745355255546, 0.17642897183024567, 0.24214676901766533], [0.12834705874589547, 0.1705884832454079, 0.24465208762272903], [0.13512078731206714, 0.16313531974562873, 0.24351494032917248], [0.12810026481607142, 0.1748108530262456, 0.23953413057249817], [0.10482313772860562, 0.13276967170686907, 0.18223095605662]]"
71,"[[-2.5271737575531006, -2.75404953956604, -3.626598834991455], [-2.5264947414398193, -2.759303569793701, -3.630164623260498], [-2.522138833999634, -2.7618839740753174, -3.6335363388061523], [-2.5188989639282227, -2.752833127975464, -3.6287331581115723], [-6.267098903656006, -5.5350213050842285, -3.5745484828948975]]","[[8.890110852031806e-08, 8.889481434352063e-08, 8.88962482219499e-08], [8.890230354609359e-08, 8.889486612315997e-08, 8.889147607859513e-08], [8.889079483874368e-08, 8.889326138445119e-08, 8.889149831934414e-08], [8.889648438056106e-08, 8.891173740524827e-08, 8.889128548425036e-08], [0.018720373810770408, 0.018086616164019426, 0.011817873153778817]]","[[0.1380809837832302, 0.16601080471079857, 0.24573028346187664], [0.1298750019690126, 0.16069339703103758, 0.2423198077655032], [0.12536610986706614, 0.16668329780497185, 0.23500094059122112], [0.1289819762370024, 0.1631887641851285, 0.23805688225957378], [0.09975766305849904, 0.1406645420161358, 0.18066988498444334]]"
72,"[[-2.5264344215393066, -2.757164716720581, -3.629119634628296], [-2.5314691066741943, -2.7617368698120117, -3.628849506378174], [-2.525231122970581, -2.757611036300659, -3.630242347717285], [-2.526313304901123, -2.7586658000946045, -3.6299617290496826], [-6.262131690979004, -5.534677982330322, -3.5752387046813965]]","[[8.88941906345881e-08, 8.890317299157207e-08, 8.889933681344064e-08], [8.889440571585435e-08, 8.889535527713266e-08, 8.889188196313941e-08], [8.89116904047528e-08, 8.889945484172085e-08, 8.889086594822903e-08], [8.89148530730174e-08, 8.889202302467704e-08, 8.889540581908448e-08], [0.01867162810717644, 0.018521801563925463, 0.010065375688448742]]","[[0.13654343174569733, 0.1749618844232162, 0.24265296290951713], [0.13488699162004492, 0.161192384992979, 0.24306592084414352], [0.13624317219019413, 0.16972716293228018, 0.24588030640697842], [0.1308573368638647, 0.1667337765556919, 0.24142016855452805], [0.1008701480822907, 0.1379657355910081, 0.18275667717114108]]"
73,"[[-2.526319980621338, -2.75842547416687, -3.6297216415405273], [-2.530454158782959, -2.7612462043762207, -3.627816915512085], [-2.531092643737793, -2.7496540546417236, -3.6226322650909424], [-2.5295331478118896, -2.7587099075317383, -3.6295769214630127], [-6.2624945640563965, -5.535620212554932, -3.5754506587982178]]","[[8.88931245046341e-08, 8.889340088258085e-08, 8.889024392359502e-08], [8.88961470475018e-08, 8.889246272608511e-08, 8.889114961416961e-08], [8.889221708128665e-08, 8.889426774425245e-08, 8.890091114127554e-08], [8.889453105791316e-08, 8.889613218163373e-08, 8.890173091114791e-08], [0.017085621986657962, 0.016107749298060043, 0.010046541286260997]]","[[0.12720100199012457, 0.16574922921922883, 0.245645360814429], [0.14608901254594256, 0.16309009988334944, 0.2435276907736647], [0.13580231973049078, 0.15477711363999072, 0.24274406882040872], [0.13181679494848966, 0.16284825961003374, 0.2415662416382956], [0.10148615026855666, 0.1361273599283134, 0.17560167612141397]]"
74,"[[-2.5296878814697266, -2.7604219913482666, -3.6290578842163086], [-2.5264947414398193, -2.7568359375, -3.628244161605835], [-2.526945114135742, -2.759190797805786, -3.6298346519470215], [-2.524874687194824, -2.756183624267578, -3.6291284561157227], [-6.257755756378174, -5.531798362731934, -3.5744638442993164]]","[[8.88928461646059e-08, 8.889356197777789e-08, 8.889087804726766e-08], [8.88910158104667e-08, 8.889950835284565e-08, 8.889278943238399e-08], [8.889501230953016e-08, 8.889662824232961e-08, 8.889137750547026e-08], [8.889057765962744e-08, 8.889048960020508e-08, 8.890868417024008e-08], [0.019824820966568183, 0.01873745668215851, 0.00996799006950813]]","[[0.13725384592953666, 0.16059224098629668, 0.2397919152130149], [0.13202683190510825, 0.16366296558239066, 0.2481735342527122], [0.13117849490958555, 0.1736107020923284, 0.24227102625766947], [0.13484142131134416, 0.1615579344605616, 0.23987154429005597], [0.10140357935124182, 0.13398476869327544, 0.17975394693605473]]"
75,"[[-2.5255067348480225, -2.7573559284210205, -3.6294639110565186], [-2.5273821353912354, -2.757154941558838, -3.629075527191162], [-2.5192081928253174, -2.7528035640716553, -3.629034996032715], [-2.5252647399902344, -2.7575130462646484, -3.629453182220459], [-6.263294219970703, -5.535654544830322, -3.5752511024475098]]","[[8.889609768535336e-08, 8.88999635115011e-08, 8.889453330807995e-08], [8.889160401979568e-08, 8.890333155484231e-08, 8.889611470300315e-08], [8.889220892603625e-08, 8.889416367243574e-08, 8.889515913375406e-08], [8.890290278861716e-08, 8.889224164305201e-08, 8.890833685588735e-08], [0.020310674803103553, 0.016736651541884088, 0.011114757803988816]]","[[0.1298060115473741, 0.1666528787166732, 0.24205554792870843], [0.135717173177811, 0.16879683985766747, 0.24219873244746903], [0.12702843334537703, 0.16469308841031974, 0.244568733352549], [0.13065255880533785, 0.17056082926263796, 0.2407503976716825], [0.10390035784169317, 0.13297640047195203, 0.17742455868867874]]"
