teacher,epoch,likelihood,decodingST,decodingTS
1,0,-28658.560546875,0.028533415829864836,0.15392140945052754
2,0,-8049.6728515625,0.009683268564957133,0.23884721502028128
0,1,-25710.580078125,0.20348657180451535,0.12134256421554802
1,1,-20415.931640625,0.2074440355943882,0.15652543680585662
2,1,-6334.32470703125,0.17853473863044247,0.19335608516536723
0,2,-40177.00390625,0.1657033335186081,0.11314466126516702
1,2,-31035.8046875,0.1674844867293309,0.14475653989614956
2,2,-9383.0234375,0.1254130657766943,0.18095407167319175
0,0,-34263.61328125,0.025851391047577273,0.12220849396350857
1,0,-28441.359375,0.029098932049279144,0.1544567926328861
2,0,-8000.09814453125,0.010164933183238262,0.23815368610893142
0,1,-25350.296875,0.20511991924211678,0.12299560669457339
1,1,-20115.78125,0.20752122455962407,0.15498705446119185
2,1,-6275.671875,0.18141667691366914,0.1937488597903059
0,2,-39770.4765625,0.16458398372047547,0.1121591543223163
1,2,-30703.3671875,0.16672288611902206,0.14342222400811097
2,2,-9285.8369140625,0.12624714369679726,0.17994115783434714
0,0,-34031.75,0.025580103092586938,0.12284552994372798
1,0,-28249.109375,0.029635470786338023,0.15211277419146535
2,0,-7951.88720703125,0.010811831537570838,0.23837335809738736
0,1,-24944.65625,0.2067498701829277,0.12350201711595296
1,1,-19767.177734375,0.2091291670163072,0.15714922455716085
2,1,-6173.65966796875,0.1852039300601407,0.19879622850239728
0,2,-39405.94140625,0.16504921301261946,0.11273096218891536
1,2,-30424.67578125,0.16672164268419343,0.14242578029475642
2,2,-9196.7431640625,0.12325848022602644,0.17535065269247646
0,0,-33789.35546875,0.026896022130306778,0.12229281539741489
1,0,-28041.603515625,0.03005068718648635,0.1502380998679664
2,0,-7901.47998046875,0.01053454286962459,0.2365658863892929
0,1,-24612.306640625,0.2074437976995762,0.12276939123267243
1,1,-19504.638671875,0.20929042703117345,0.15886551019582712
2,1,-6083.58154296875,0.18659401587143667,0.19805358621763414
0,2,-39068.828125,0.16021395639503097,0.10995597955974973
1,2,-30096.447265625,0.1628992668404522,0.14019992903152204
2,2,-9123.884765625,0.11843239153422769,0.17016339261471028
0,0,-33553.10546875,0.026619851415077254,0.12064149645470221
1,0,-27844.83203125,0.030398728576170476,0.15040583042670985
2,0,-7847.73583984375,0.010788838004252815,0.23594929817659532
0,1,-24309.595703125,0.20684476428242515,0.12284190289088205
1,1,-19275.28125,0.2089421670220626,0.15569627404706307
2,1,-6009.501953125,0.18866995003615125,0.1999101562664474
0,2,-38858.2421875,0.16100599826761255,0.10937413091255384
1,2,-29935.568359375,0.1619950775627314,0.1383054242403114
2,2,-9070.689453125,0.11706595617287299,0.17110506487629365
0,0,-33313.234375,0.027579937865896135,0.12172278422790761
1,0,-27639.720703125,0.031178763366872198,0.15184264185144417
2,0,-7792.626953125,0.01210466672064734,0.23864629156294057
0,1,-24060.828125,0.2076438668292236,0.12348959625269153
1,1,-19082.767578125,0.20946815470236535,0.15677374240672065
2,1,-5958.798828125,0.1916807424934811,0.20134721560408916
0,2,-38711.98046875,0.16042934096412384,0.10858124239875355
1,2,-29820.8828125,0.16241847804886497,0.13698375797651255
2,2,-9041.794921875,0.11685255112972893,0.16752386222512822
0,0,-33069.01171875,0.027236929724882546,0.11974419338230463
1,0,-27437.345703125,0.03085819446075178,0.15057847488298076
2,0,-7735.50439453125,0.011870019964309007,0.23637755908676772
0,1,-23822.998046875,0.20833912813665836,0.12070908231595606
1,1,-18923.427734375,0.20836958885730195,0.15766056586985228
2,1,-5903.38427734375,0.19232543512654604,0.20265610671736087
0,2,-38576.8984375,0.1599739332384071,0.10852170778757433
1,2,-29720.46875,0.16207738936022348,0.1376084414097628
2,2,-9006.2744140625,0.11731757293454548,0.1699744843266667
0,0,-32825.8984375,0.02929996707293384,0.11976744808858375
1,0,-27230.66796875,0.033335260433107125,0.14852013630492203
2,0,-7681.58154296875,0.013029404966930861,0.23413014406579236
0,1,-23628.197265625,0.20794360454379487,0.12456743038412946
1,1,-18785.341796875,0.20757862534731958,0.15624655081469352
2,1,-5847.04150390625,0.1924904281415651,0.2006426228072347
0,2,-38443.7578125,0.15905678402272122,0.10766476795340935
1,2,-29619.2109375,0.16286221606515944,0.13805941958700158
2,2,-8971.966796875,0.11667616438904503,0.16833609056692278
0,0,-32584.623046875,0.029507927320035748,0.11974328207708221
1,0,-27026.9375,0.03176977199717809,0.14577221396139295
2,0,-7629.44189453125,0.013173067838427947,0.23325680727176873
0,1,-23463.900390625,0.20737890367871753,0.12453493337703582
1,1,-18663.314453125,0.20831512774475344,0.15580852029960546
2,1,-5799.1689453125,0.19272464936498415,0.2020679502385745
0,2,-38311.7421875,0.15939153403135373,0.11047884857877875
1,2,-29518.732421875,0.16215125139534564,0.13652969588757777
2,2,-8938.0966796875,0.11684199184337211,0.16896320025219855
0,0,-32338.703125,0.029648769059405174,0.11647242317935524
1,0,-26820.849609375,0.03251407737082516,0.1490799025675442
2,0,-7572.70849609375,0.013122338746266313,0.23532220684877864
0,1,-23341.64453125,0.2067261717821753,0.12410743044130643
1,1,-18573.498046875,0.20873569618908813,0.1555087599160219
2,1,-5771.9208984375,0.1916181992518654,0.2019825272099392
0,2,-38189.859375,0.15989261823497367,0.10800803278128238
1,2,-29421.92578125,0.16146929909583013,0.13681906478672565
2,2,-8918.8994140625,0.11709424779519112,0.1685492184145945
0,0,-32086.275390625,0.03184755628271127,0.11921149907256066
1,0,-26618.71875,0.03443841013508116,0.1485964175584119
2,0,-7503.609375,0.013845475221625162,0.2347749650415957
0,1,-23220.259765625,0.20644671955162122,0.12409837520607347
1,1,-18486.486328125,0.20699770417854732,0.15507921593186932
2,1,-5748.87109375,0.19384528322896066,0.20097912661248957
0,2,-38058.37890625,0.15910857123569355,0.10538970548321097
1,2,-29318.30859375,0.16069758995997613,0.13734076346511326
2,2,-8882.189453125,0.11632737814687673,0.16716005316086213
0,0,-31839.775390625,0.0320190786447021,0.11709386046852045
1,0,-26409.201171875,0.0346945943850021,0.14782641281143707
2,0,-7449.65380859375,0.014137812593615871,0.22911601156449293
0,1,-23103.14453125,0.20640163772402548,0.12499898272436427
1,1,-18400.166015625,0.20789829933898052,0.1549717153088403
2,1,-5730.20361328125,0.1943323083925519,0.20169849130540912
0,2,-37928.2578125,0.15859119995588655,0.10715808545316477
1,2,-29219.265625,0.16087347132343385,0.13720929983901362
2,2,-8848.87109375,0.11553920611269299,0.1663690532016461
0,0,-31592.2890625,0.03190268393682771,0.11674783866662158
1,0,-26202.052734375,0.034601340920694966,0.146385131523983
2,0,-7392.55322265625,0.014991309819936693,0.2313221278120686
0,1,-22982.205078125,0.20711317096807635,0.1257973208813548
1,1,-18316.033203125,0.20800057431375774,0.1551282702940068
2,1,-5692.58544921875,0.1968405228531056,0.20663552293970913
0,2,-37798.8203125,0.15973797527422962,0.10698329778912208
1,2,-29120.623046875,0.16037560667457357,0.1377701821362252
2,2,-8815.5966796875,0.11452294785766676,0.16817141986493273
0,0,-31346.751953125,0.032815754856179165,0.11509885180920913
1,0,-25999.2265625,0.03606998660415371,0.14691112192685624
2,0,-7336.685546875,0.015234797963656663,0.2305175486028493
0,1,-22867.37890625,0.2069566338837422,0.12397836134611212
1,1,-18225.63671875,0.20831109613554605,0.15615124813676842
2,1,-5663.53662109375,0.19688722310809478,0.20763701876156904
0,2,-37675.453125,0.15830359627306326,0.10696788587908061
1,2,-29028.3046875,0.16071098847835066,0.13920175062994675
2,2,-8780.890625,0.11623472358182878,0.16728711773579358
0,0,-31095.267578125,0.03361493197937809,0.11367799089598882
1,0,-25787.533203125,0.03612047041392579,0.14412111686724835
2,0,-7277.07763671875,0.01565363329010503,0.22771520013653349
0,1,-22755.41015625,0.20650192662704073,0.12549424704054848
1,1,-18145.888671875,0.20783770803716822,0.15717802516177515
2,1,-5637.04638671875,0.1978852193777184,0.20982793554211912
0,2,-37547.19921875,0.15819972926108897,0.107868310000745
1,2,-28930.537109375,0.1607884700955695,0.13655018415314485
2,2,-8748.0625,0.11557748931581817,0.16742348590068673
0,0,-30853.75390625,0.03399394029892342,0.11548899981796384
1,0,-25587.947265625,0.03728755871947494,0.1433162880197382
2,0,-7221.28076171875,0.017411046092987024,0.2286727432845678
0,1,-22629.515625,0.20715700382414864,0.1250403817473041
1,1,-18042.43359375,0.20754533762713526,0.1591773947980151
2,1,-5602.107421875,0.19897730622721782,0.21234384493498032
0,2,-37419.57421875,0.15826251754048087,0.10639284072843179
1,2,-28833.224609375,0.16050638923877084,0.13673053227371212
2,2,-8715.3603515625,0.11538086812882867,0.16589826201225014
0,0,-30601.71484375,0.03500217762328536,0.11506391573589901
1,0,-25368.556640625,0.03799828157413816,0.14262892357983165
2,0,-7162.7958984375,0.01719636324449348,0.2272490831123079
0,1,-22496.791015625,0.20655008839937603,0.12648713148275773
1,1,-17936.779296875,0.20748828259727872,0.15773503390277568
2,1,-5580.794921875,0.200201613486566,0.2147695891343898
0,2,-37297.8359375,0.15968946595851571,0.10725583104557072
1,2,-28740.3125,0.16104817755819317,0.13595115582295658
2,2,-8684.236328125,0.11639002542376006,0.1681098296374444
0,0,-30353.791015625,0.034657415231220436,0.1151892537722405
1,0,-25168.98828125,0.03794149785045183,0.14546638600524323
2,0,-7102.52978515625,0.018001126550198157,0.22715654918232128
0,1,-22346.751953125,0.2056665908501348,0.1258899861638218
1,1,-17823.421875,0.2070901084420622,0.15727276138886734
2,1,-5520.87158203125,0.2005315755513287,0.2183759621266074
0,2,-37173.83984375,0.15864263598572306,0.10828823101346059
1,2,-28646.720703125,0.16172410095648931,0.13676291100996862
2,2,-8652.7744140625,0.11666997192186765,0.1664044795445553
0,0,-30110.435546875,0.03611973720803992,0.112632716031084
1,0,-24967.41796875,0.03870344874308333,0.1424636028831629
2,0,-7044.75,0.018855718822338885,0.22458060070888036
0,1,-22221.564453125,0.20479608818705974,0.12779145766123307
1,1,-17734.51171875,0.20751475933069566,0.15814004539850912
2,1,-5488.93896484375,0.2019463049671378,0.21501366989221568
0,2,-37044.48828125,0.15793009304115888,0.10691564226762972
1,2,-28549.193359375,0.16015022586532782,0.13524793592602774
2,2,-8618.091796875,0.11690128728732248,0.1690231997857017
0,0,-29861.908203125,0.03616560042297894,0.11255923527835945
1,0,-24760.369140625,0.038857382242877464,0.14238440171888575
2,0,-6984.7978515625,0.01834780028674587,0.22601825673554535
0,1,-22096.36328125,0.20576547293086778,0.12469446382923854
1,1,-17646.056640625,0.20579237463105796,0.15709929029001618
2,1,-5467.181640625,0.20127328429708985,0.2219753320055564
0,2,-36919.41796875,0.15883911542384105,0.10627675656607218
1,2,-28453.982421875,0.1609657787509883,0.13644498517742526
2,2,-8586.4580078125,0.116401553016481,0.16670748853114067
0,0,-29610.546875,0.0367002510349206,0.11218057383014338
1,0,-24549.025390625,0.03840085752292025,0.14142228985119001
2,0,-6926.29150390625,0.018873156994816887,0.22365632026122872
0,1,-21979.51953125,0.2044655114584712,0.12787991837822016
1,1,-17567.052734375,0.20704495906852685,0.15875853243008503
2,1,-5427.927734375,0.20171280468355343,0.22194529455936068
0,2,-36794.65234375,0.16026282624693233,0.10715183404047712
1,2,-28358.796875,0.16040308791946162,0.13775332055886205
2,2,-8554.5244140625,0.11729223575604415,0.16757829199127475
0,0,-29360.89453125,0.037770546064824835,0.11160477412061506
1,0,-24343.921875,0.039647418763324865,0.14146572394919993
2,0,-6866.55322265625,0.018949972951099497,0.22069590885887766
0,1,-21849.61328125,0.2049647629817254,0.12485439957161888
1,1,-17475.673828125,0.20620128067998983,0.1584013796336239
2,1,-5393.01318359375,0.20157920560518341,0.22379137641196173
0,2,-36670.515625,0.1586122191497565,0.10941737256401766
1,2,-28264.083984375,0.16161684090495468,0.13626538199009128
2,2,-8522.8017578125,0.11661883318603551,0.1690547888520485
0,0,-29106.41796875,0.037561137503116536,0.11093555745434103
1,0,-24137.927734375,0.040063303244636354,0.14027624208663012
2,0,-6807.087890625,0.021117505459051483,0.21973801616506083
0,1,-21714.302734375,0.20461497879647111,0.12653961112649262
1,1,-17376.568359375,0.20491216303756482,0.15957632024174342
2,1,-5360.197265625,0.20149651395699353,0.221622467254505
0,2,-36548.9609375,0.15913124500245462,0.10561621764913945
1,2,-28170.07421875,0.16047760177869264,0.13806766337401186
2,2,-8492.1025390625,0.11687204056299165,0.16735516727516236
0,0,-28852.451171875,0.03843803748628715,0.1090797107753229
1,0,-23930.220703125,0.04138535348933164,0.13940201515803993
2,0,-6747.38134765625,0.02071338343555198,0.2188057383635967
0,1,-21583.419921875,0.20375545692573413,0.1287131117584866
1,1,-17283.703125,0.2056076261594942,0.15733450338542954
2,1,-5324.56494140625,0.20008069577369583,0.22044152107471368
0,2,-36417.96875,0.1588613090164397,0.10736136227171857
1,2,-28074.890625,0.16251473640452366,0.13756548689731374
2,2,-8454.3994140625,0.11490348406430176,0.16776583695220057
0,0,-28610.09375,0.03877537560796443,0.11230501141948543
1,0,-23731.755859375,0.04139863899337999,0.1385571221289326
2,0,-6686.28076171875,0.02170290034802055,0.21557725632036215
0,1,-21457.154296875,0.20424050086569884,0.1277770892209352
1,1,-17187.095703125,0.20483917477008992,0.15714887253046925
2,1,-5287.0791015625,0.19976513809485102,0.22069408922231465
0,2,-36296.4375,0.1597917456679014,0.10694401736429224
1,2,-27982.392578125,0.161279178219615,0.13556625358175567
2,2,-8423.373046875,0.11618966560726461,0.16786576168889353
0,0,-28357.54296875,0.039579352006135354,0.10910268404069301
1,0,-23528.603515625,0.0417847059364852,0.13697224380275633
2,0,-6624.55810546875,0.021965959012995553,0.2159185005897794
0,1,-21332.3828125,0.202595874133812,0.12787109949159267
1,1,-17091.068359375,0.20475572781462287,0.1588235576842244
2,1,-5245.93603515625,0.19922616443416685,0.2252969606223408
0,2,-36186.00390625,0.1588327276264771,0.1080528869867852
1,2,-27898.416015625,0.1621955978687906,0.13921738259990576
2,2,-8400.2451171875,0.11682679177372782,0.1660701579497033
